"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.040083575E1,-2.231189489E0,3.991200924E0,7.635487914E-1
3.042072575E1,-2.940916300E0,-4.313639551E-2,-4.942761362E-1
3.044061575E1,-1.964317679E0,-1.324297667E0,-8.590158820E-1
3.046050575E1,-5.645192862E-1,-1.899361968E0,-4.721077979E-1
3.048039475E1,4.129722714E-1,-2.603910863E-1,-4.041536152E-1
3.050028475E1,-5.812007785E-1,1.659641862E0,3.025468290E-1
3.052017475E1,-1.323241949E0,6.114031672E-1,9.721623063E-1
3.054006375E1,-1.104298949E0,4.828712046E-1,1.160070658E0
3.055995375E1,1.249136999E-1,2.474784374E0,1.113887072E0
3.057984375E1,9.088001847E-1,3.927042961E0,1.052383542E0
3.059973375E1,4.312735796E-1,1.968714833E0,7.768263221E-1
3.061962275E1,7.964761257E-1,1.370846629E0,2.266092002E-1
3.063951275E1,1.092150211E0,2.387034655E0,-2.969952524E-1
3.065940275E1,8.366130590E-1,1.633875012E0,-7.967944741E-1
3.067929275E1,-2.971701324E-1,-7.667225599E-2,-1.117765307E0
3.069918175E1,-1.514345050E0,-1.599226594E0,2.882553041E-1
3.071907175E1,1.047030210E0,4.695390761E-1,1.956883430E0
3.073896175E1,2.227344990E0,-3.901064694E-1,2.296070337E0
3.075885075E1,2.030843496E0,-2.122051716E0,9.173887372E-1
3.077874075E1,5.547095537E-1,-1.085108399E0,-9.006194770E-2
3.079862996E1,-1.023459584E-1,-1.704261661E0,-2.001996994E0
3.081851996E1,-1.325762510E0,1.234388351E0,-3.831760406E0
3.083840896E1,9.966930747E-1,1.703692675E0,-2.624721289E0
3.085829896E1,6.176128387E-1,-7.204868793E-1,-1.398760796E0
3.087818896E1,8.338552713E-1,-2.983395815E0,-7.763011456E-1
3.089807896E1,1.065693617E0,-3.125442266E0,-6.472309828E-1
3.091796796E1,7.680557966E-1,-3.310940027E0,-7.180451751E-1
3.093785796E1,8.041613549E-2,-3.344531536E0,-7.466754913E-1
3.095774796E1,-5.775696039E-1,-2.244122267E0,-4.239320457E-1
3.097763796E1,-4.627251327E-1,-3.954924047E-1,1.274999529E-1
3.099752696E1,1.449028999E-1,1.085936904E0,6.619707346E-1
3.101741696E1,8.486362696E-1,1.919274807E0,8.850444555E-1
3.103730696E1,1.585512400E0,1.657429695E0,7.250576019E-1
3.105719596E1,2.387933731E0,3.219432533E-1,5.992173553E-1
3.107708596E1,3.299208403E0,-1.533266068E0,5.266976953E-1
3.109697596E1,3.639929056E0,-2.951683283E0,-4.849492311E-1
3.111686596E1,3.237751484E0,-3.693948269E0,-1.071217537E0
3.113675496E1,2.702405691E0,-4.697487354E0,-8.611159921E-1
3.115664496E1,1.047304392E0,-7.336616516E0,-2.869036198E-1
3.117653496E1,-2.436372519E0,-4.064224720E0,1.895641685E-1
3.119642496E1,-2.280573845E0,1.557248533E-1,2.143766880E-1
3.121631396E1,-5.168486834E-1,6.864820719E-1,-2.266395092E-1
3.123620396E1,-1.416800380E0,1.350002170E0,4.110642076E-1
3.125609396E1,-3.291793108E0,1.248608947E0,1.578554273E0
3.127598396E1,-3.196263552E0,3.402554393E-1,2.488020897E0
3.129587296E1,-1.440926194E0,2.774628401E0,3.522315264E0
3.131576296E1,-1.025971174E0,6.132985115E0,3.094635010E0
3.133565296E1,-1.437752843E0,6.764869690E0,1.944938302E0
3.135554296E1,-2.343833447E0,3.005655766E0,3.101171851E-1
3.137543196E1,-2.339011431E0,-8.568939567E-1,-8.515654206E-1
3.139532196E1,-9.622596502E-1,-1.722477794E0,-7.717285156E-1
3.141521196E1,2.241296321E-1,-9.032996297E-1,-2.623613775E-1
3.143510096E1,-4.509069026E-1,1.810957551E0,6.152755618E-1
3.145499096E1,-1.338174820E0,1.020147085E0,1.253946066E0
3.147488096E1,-1.026103020E0,4.397231340E-1,1.219958782E0
3.149477096E1,8.589790016E-2,1.653362989E0,1.025721431E0
3.151465996E1,1.169224739E0,3.555123329E0,9.015571475E-1
3.153454996E1,9.403963685E-1,2.461498499E0,6.314295530E-1
3.155443996E1,9.795750976E-1,1.030205727E0,7.520464063E-2
3.157432996E1,1.394088387E0,1.900416613E0,-5.317537785E-1
3.159421896E1,1.108771324E0,2.383163214E0,-1.098939896E0
3.161410896E1,1.586499661E-1,1.734147072E0,-1.483175397E0
3.163399896E1,-2.290228367E0,-1.153112769E0,-6.370994449E-1
3.165388896E1,6.217676997E-1,-6.458512545E-1,1.270289779E0
3.167377796E1,2.966499805E0,-1.761443138E0,2.417225599E0
3.169366796E1,2.126634359E0,-2.584278584E0,1.343465209E0
3.171355796E1,-5.164756179E-1,1.834800392E-1,2.317501605E-1
3.173344696E1,-1.783195376E0,2.971492410E-1,-1.643122315E0
3.175333696E1,-4.408005774E-1,-7.660570145E-1,-2.818977356E0
3.177322696E1,1.324242830E0,-1.535870314E0,-1.713400960E0
3.179311758E1,1.233773708E0,-2.875294447E0,-9.693602324E-1
3.181300658E1,1.013753772E0,-3.861062765E0,-5.222184062E-1
3.183289658E1,5.762535930E-1,-3.964143753E0,-6.020289063E-1
3.185278658E1,2.160470933E-2,-3.793683052E0,-7.377997041E-1
3.187267658E1,-8.511338234E-1,-2.812870026E0,-6.216438413E-1
3.189256558E1,-1.282936335E0,-1.271903872E0,-1.788647026E-1
3.191245558E1,-8.851710558E-1,-1.014060304E-1,5.194259062E-2
3.193234558E1,-8.430055529E-2,1.559595108E0,1.562927067E-1
3.195223558E1,1.063928485E0,2.809172630E0,1.663396358E-1
3.197212458E1,2.202236176E0,2.714339256E0,3.368994892E-1
3.199201458E1,3.339594364E0,1.519287467E0,5.554677844E-1
3.201190458E1,3.912722826E0,1.032742709E-1,-1.149227619E-1
3.203179358E1,3.878384829E0,-1.250553131E0,-1.266110897E0
3.205168358E1,3.503988743E0,-2.027717590E0,-1.316855669E0
3.207157358E1,3.020305157E0,-2.977405071E0,-8.871425390E-1
3.209146358E1,2.122649193E0,-5.183813572E0,-5.397245884E-1
3.211135258E1,-1.573785305E0,-3.656214714E0,-4.204764366E-1
3.213124258E1,-2.548465729E0,-8.432485461E-1,6.028581038E-2
3.215113258E1,-9.169514179E-1,-9.837266803E-1,-1.299392059E-2
3.217102258E1,-1.311836123E0,1.249233007E0,5.823444724E-1
3.219091158E1,-3.425117254E0,1.877493739E0,1.731917977E0
3.221080158E1,-2.997406960E0,4.048437774E-1,2.670960665E0
3.223069158E1,-2.092108727E0,2.955472469E0,2.983803272E0
3.225058158E1,-2.230579853E0,5.301671028E0,2.317963123E0
3.227047058E1,-2.539839983E0,4.582489967E0,1.042383432E0
3.229036058E1,-2.387685537E0,1.227048278E0,-7.196768373E-2
3.231025058E1,-1.623797774E0,-4.096188545E-1,-5.537111759E-1
3.233014058E1,-1.064054370E0,-9.126960635E-1,-3.883751929E-1
3.235002958E1,-9.314002991E-1,-1.344243288E0,-1.453108490E-1
3.236991958E1,-8.563317060E-1,-4.961501360E-1,6.244007945E-1
3.238980958E1,-1.061723471E0,6.352064013E-1,1.743884087E0
3.240969858E1,-6.743060946E-1,2.227379322E0,1.809682250E0
3.242958858E1,1.858382225E-1,3.842027187E0,1.379384637E0
3.244947858E1,4.636980295E-1,3.570473194E0,1.068399072E0
3.246936858E1,5.867580175E-1,2.056371689E0,7.990477681E-1
3.248925758E1,1.192828774E0,1.828974843E0,4.396703541E-1
3.250914758E1,1.506633043E0,2.309436798E0,-1.839873567E-2
3.252903758E1,1.439923525E0,1.941473246E0,-6.328620315E-1
3.254892758E1,7.464398146E-1,3.633567095E-1,-1.319647074E0
3.256881658E1,-1.480143785E0,-5.721142292E-1,-3.051510453E-1
3.258870658E1,9.726129770E-1,-1.678777188E-1,1.480376124E0
3.260859658E1,2.808150768E0,-1.587835670E0,2.105653524E0
3.262848658E1,1.693431020E0,-1.394347548E0,1.032603383E0
3.264837558E1,-2.688578367E-1,1.889347136E-1,-1.508749723E-1
3.266826558E1,-1.363676786E0,-9.168450236E-1,-2.059590578E0
3.268815558E1,-1.771461964E-1,-5.374132991E-1,-3.126935482E0
3.270804458E1,1.425101399E0,3.665051162E-1,-1.816479683E0
3.272793458E1,1.013246417E0,-1.724903941E0,-1.079317331E0
3.274782458E1,9.432482719E-1,-3.511819363E0,-7.606753707E-1
3.276771458E1,5.448063612E-1,-3.865493774E0,-7.130299211E-1
3.278760358E1,-9.858002514E-2,-3.648227930E0,-6.627864838E-1
3.280749325E1,-9.602172971E-1,-2.558084249E0,-4.271366000E-1
3.282738325E1,-1.057232618E0,-9.622600675E-1,4.623436928E-2
3.284727325E1,-3.549750149E-1,5.558207631E-1,4.704782367E-1
3.286716225E1,5.951036811E-1,1.874547362E0,4.765518308E-1
3.288705225E1,1.559787631E0,2.228506804E0,2.446437925E-1
3.290694225E1,2.303260326E0,1.734315991E0,1.304035187E-1
3.292683125E1,3.071362257E0,2.216780484E-1,2.958075702E-1
3.294672125E1,3.533264637E0,-1.486252785E0,-2.559154108E-2
3.296661125E1,3.482872963E0,-2.869478941E0,-8.607944250E-1
3.298650125E1,3.063949108E0,-3.477918863E0,-1.029462814E0
3.300639025E1,2.371454716E0,-6.176143646E0,-6.674997807E-1
3.302628025E1,-1.030704379E0,-7.548742771E0,-5.326885581E-1
3.304617025E1,-2.410226583E0,-1.583537698E0,-2.220851779E-1
3.306606025E1,-4.161725044E-1,2.127972126E0,-2.333162427E-1
3.308594925E1,-8.035739064E-1,1.447314143E0,2.191688418E-1
3.310583925E1,-3.420794725E0,7.439500093E-1,1.195865154E0
3.312572925E1,-3.506335974E0,4.028719068E-1,2.358582735E0
3.314561925E1,-1.996325612E0,2.279487371E0,3.555756330E0
3.316550825E1,-1.667153955E0,5.021912098E0,3.334387064E0
3.318539825E1,-2.035750389E0,5.295410633E0,2.288980722E0
3.320528825E1,-2.631283045E0,2.158797979E0,8.610017896E-1
3.322517725E1,-2.821993589E0,-1.512657762E0,-1.738212258E-1
3.324506725E1,-1.360737562E0,-2.701919317E0,-5.077320337E-1
3.326495725E1,5.009208918E-1,-1.799893379E0,-6.122853756E-1
3.328484725E1,1.408939511E-1,2.066277981E0,-6.010755897E-1
3.330473625E1,-8.882856369E-1,1.846741796E0,1.462560445E-1
3.332462625E1,-1.428793430E0,5.667383075E-1,6.566093564E-1
3.334451625E1,-8.495796919E-1,1.630819678E0,8.137955666E-1
3.336440625E1,4.812929928E-1,3.663051128E0,8.933030367E-1
3.338429525E1,1.052515864E0,3.504335165E0,8.168399334E-1
3.340418525E1,5.875319242E-1,9.054586291E-1,6.176248193E-1
3.342407525E1,1.103364468E0,6.431915164E-1,1.300150752E-1
3.344396425E1,1.653951526E0,1.909351707E0,-5.088316202E-1
3.346385425E1,1.329199791E0,1.917718053E0,-1.103674293E0
3.348374425E1,-7.293633223E-1,5.038963556E-1,-9.340472221E-1
3.350363425E1,-8.597084284E-1,-5.373166203E-1,8.917241096E-1
3.352352325E1,1.975163579E0,-1.313789129E0,2.109007835E0
3.354341325E1,2.433136940E0,-2.908856392E0,1.774230123E0
3.356330325E1,3.333673254E-2,2.211658284E-2,4.194761217E-1
3.358319325E1,-1.673813462E0,5.963157415E-1,-9.239612222E-1
3.360308225E1,-1.582617283E0,-7.386541367E-2,-2.693762064E0
3.362297225E1,1.262302756E0,-5.654541850E-1,-2.708161354E0
3.364286225E1,1.287193298E0,-1.942247748E0,-1.779688358E0
3.366275125E1,7.662550807E-1,-3.523193598E0,-8.544617295E-1
3.368264125E1,5.636658669E-1,-3.828831196E0,-4.258387089E-1
3.370253125E1,3.941592872E-1,-2.814773798E0,-6.090899110E-1
3.372242125E1,-1.575155109E-1,-1.133976579E0,-7.055945396E-1
3.374231025E1,-3.573052585E-1,6.770653725E-1,-4.713910520E-1
3.376220025E1,2.132542990E-2,2.072576284E0,-6.393779069E-2
3.378209025E1,6.710424423E-1,2.870100737E0,2.900803685E-1
3.380198008E1,1.616171479E0,2.719419718E0,3.471180499E-1
3.382186908E1,2.677369356E0,9.318224788E-1,2.054082602E-1
3.384175908E1,3.506082773E0,-1.332583785E0,8.983101696E-2
3.386164908E1,3.566040754E0,-2.580062866E0,3.405636847E-1
3.388153808E1,3.288319349E0,-2.785173178E0,3.146789372E-1
3.390142808E1,2.627116442E0,-2.361540079E0,-5.633900166E-1
3.392131808E1,1.807758093E0,-2.829121828E0,-9.639257193E-1
3.394120808E1,5.111404881E-2,-5.605035305E0,-5.313977003E-1
3.396109708E1,-1.744399786E0,-3.540042877E0,-1.127423719E-1
3.398098708E1,-1.618891239E0,-1.120398283E0,9.683705121E-2
3.400087708E1,-6.169655323E-1,-2.308628112E-1,-1.443651915E-1
3.402076708E1,-9.605875015E-1,1.363950253E0,1.968717873E-1
3.404065608E1,-2.628752708E0,1.738385677E0,1.463753104E0
3.406054608E1,-3.204655409E0,6.880294085E-1,2.489560366E0
3.408043608E1,-2.041115761E0,2.086360455E0,3.324571371E0
3.410032508E1,-1.774046421E0,4.943457127E0,3.369825125E0
3.412021508E1,-1.958128691E0,5.987832069E0,2.573863268E0
3.414010508E1,-2.409265041E0,3.056225061E0,1.129169226E0
3.415999508E1,-2.212199688E0,-4.949281812E-1,-4.752886891E-1
3.417988408E1,-7.875359654E-1,-4.268311560E-1,-1.178832412E0
3.419977408E1,1.896106303E-1,3.255414963E-1,-9.434795976E-1
3.421966408E1,-1.045797467E0,1.508702755E0,1.144855469E-2
3.423955408E1,-1.742924571E0,6.155379415E-1,9.077823758E-1
3.425944308E1,-1.408945203E0,4.413762391E-1,1.278608918E0
3.427933308E1,-3.747496307E-1,1.982049584E0,1.203611732E0
3.429922308E1,9.028998613E-1,3.665326595E0,1.008521914E0
3.431911208E1,7.731302381E-1,2.474560022E0,7.623043060E-1
3.433900208E1,5.874835253E-1,6.695609689E-1,2.365208566E-1
3.435889208E1,1.204068899E0,1.299408317E0,-4.027208388E-1
3.437878208E1,1.213414907E0,1.551200986E0,-9.677560925E-1
3.439867108E1,9.782668948E-1,5.267637372E-1,-1.262170076E0
3.441856108E1,-9.791298509E-1,-5.893852115E-1,-7.761436701E-1
3.443845108E1,-3.105096221E-1,7.679082751E-1,1.210505962E0
3.445834108E1,2.583094597E0,-1.475155830E0,2.689830542E0
3.447823008E1,2.686002970E0,-4.010715961E0,2.059621096E0
3.449812008E1,6.957962513E-1,-5.834732056E-1,2.467040569E-1
3.451801008E1,-8.285295367E-1,8.382155299E-1,-1.282514453E0
3.453789908E1,-1.291296959E0,6.574271321E-1,-2.742498159E0
3.455778908E1,1.358340144E0,1.413489878E-1,-2.667901278E0
3.457767908E1,1.312121272E0,-5.345733166E-1,-1.504716873E0
3.459756908E1,5.580644608E-1,-2.416301489E0,-7.911465764E-1
3.461745808E1,3.715799153E-1,-3.768997431E0,-4.888199866E-1
3.463734808E1,3.173941970E-1,-3.769757748E0,-5.511706471E-1
3.465723808E1,-2.328819782E-2,-3.043282747E0,-6.047034860E-1
3.467712708E1,-4.820343256E-1,-1.635058045E0,-4.816872180E-1
3.469701708E1,-2.426263541E-1,-5.178526044E-2,-2.725417018E-1
3.471690708E1,3.960689306E-1,1.027363539E0,-6.855525076E-2
3.473679708E1,1.019449592E0,1.964577794E0,1.891421676E-1
3.475668608E1,1.493340373E0,2.293855190E0,2.714264989E-1
3.477657608E1,1.925936222E0,1.618987441E0,2.540355921E-1
3.479646675E1,2.346282721E0,9.235672653E-2,3.138483167E-1
3.481635675E1,2.732300758E0,-1.850875378E0,4.482688308E-1
3.483624575E1,2.741230011E0,-3.355997324E0,-2.771846950E-1
3.485613575E1,2.344608545E0,-3.628277302E0,-1.041406274E0
3.487602575E1,1.910041332E0,-3.713399887E0,-9.519761205E-1
3.489591475E1,1.461981654E0,-4.509419918E0,-4.649643898E-1
3.491580475E1,-8.286765814E-1,-4.265069962E0,-2.059436291E-1
3.493569475E1,-2.523919106E0,-1.181324124E0,-5.279781669E-2
3.495558475E1,-1.107576132E0,2.494841069E-1,5.290496349E-2
3.497547375E1,-1.582478881E0,1.497036457E0,8.585172892E-1
3.499536375E1,-3.060060263E0,1.845745087E0,1.864289403E0
3.501525375E1,-2.387333632E0,1.703043938E0,2.953886032E0
3.503514375E1,-1.710923433E0,4.282074928E0,3.353144169E0
3.505503275E1,-1.862705827E0,6.457485676E0,2.856315851E0
3.507492275E1,-2.400233984E0,5.232439041E0,1.478450656E0
3.509481275E1,-2.612283707E0,8.903535008E-1,-2.620133460E-1
3.511470175E1,-1.268400073E0,-9.891840816E-1,-1.511263967E0
3.513459175E1,1.264621913E-1,-1.055150151E0,-1.652290940E0
3.515448175E1,-1.704875082E-1,1.508333206E0,-8.556547761E-1
3.517437175E1,-1.723176599E0,1.698488712E0,4.294900298E-1
3.519426075E1,-1.921521902E0,-1.949402839E-1,1.015311837E0
3.521415075E1,-1.130953550E0,2.278335989E-1,1.185722232E0
3.523404075E1,2.411652058E-1,2.521319628E0,1.348773837E0
3.525392975E1,1.041373491E0,4.171359062E0,1.382557988E0
3.527381975E1,2.658987045E-1,2.112632751E0,1.090618134E0
3.529370975E1,7.418835163E-1,1.262473464E0,2.083466798E-1
3.531359975E1,1.238067746E0,2.104494572E0,-4.489212334E-1
3.533348875E1,1.076868296E0,1.722219229E0,-8.956451416E-1
3.535337875E1,4.671753049E-1,-2.045132816E-1,-1.122893810E0
3.537326875E1,-2.611580372E0,-1.716795206E0,5.489792302E-2
3.539315875E1,9.853295088E-1,1.184725881E0,1.484073997E0
3.541304775E1,3.787444830E0,-1.689408898E0,2.147770405E0
3.543293775E1,1.787374973E0,-2.301878452E0,1.003778100E0
3.545282775E1,-7.250070572E-1,7.285260558E-1,-3.130607307E-1
3.547271675E1,-1.102331281E0,3.487528563E-1,-1.598824739E0
3.549260675E1,9.635253996E-2,-5.690045953E-1,-2.708944798E0
3.551249675E1,1.730145454E0,-1.163771033E0,-1.931481242E0
3.553238675E1,1.136797786E0,-2.367979050E0,-1.142029762E0
3.555227575E1,6.626503468E-1,-3.426373243E0,-4.344084859E-1
3.557216575E1,5.359910727E-1,-3.792311430E0,-4.606541395E-1
3.559205575E1,2.801823914E-1,-3.687538624E0,-7.464575171E-1
3.561194475E1,-3.726453185E-1,-2.681480885E0,-6.040119529E-1
3.563183475E1,-7.389664054E-1,-1.007368326E0,-8.291206509E-2
3.565172475E1,-4.822985232E-1,5.967864990E-1,2.973712683E-1
3.567161475E1,2.631234825E-1,2.006656885E0,5.411874652E-1
3.569150375E1,1.230276704E0,2.823327780E0,7.621078491E-1
3.571139375E1,2.016521692E0,2.227550983E0,7.302262783E-1
3.573128375E1,2.564694643E0,8.717488647E-1,4.354191422E-1
3.575117375E1,2.955722570E0,-1.100889564E0,-6.485420465E-2
3.577106275E1,3.126302958E0,-2.891901493E0,-6.799780726E-1
3.579095275E1,2.960686684E0,-3.725379229E0,-1.060868144E0
3.581084221E1,2.712069273E0,-4.435323715E0,-9.555239081E-1
3.583073121E1,2.170499563E0,-6.624527454E0,-4.743406177E-1
3.585062121E1,-3.244866133E0,-4.675046921E0,2.576958239E-1
3.587051121E1,-2.575592995E0,-1.663640440E-1,3.152784407E-1
3.589040121E1,-4.602832496E-1,1.338151336E0,1.845397949E-1
3.591029021E1,-2.205212116E0,2.026914597E0,1.245709062E0
3.593018021E1,-2.793287039E0,1.862209082E0,2.139877558E0
3.595007021E1,-1.618977904E0,3.419926882E0,3.133770704E0
3.596995921E1,-1.164006710E0,5.973725796E0,3.036402941E0
3.598984921E1,-1.380959511E0,6.118557930E0,1.846380234E0
3.600973921E1,-2.484820843E0,2.613330126E0,1.835641563E-1
3.602962921E1,-2.376419544E0,-6.138884425E-1,-9.752522707E-1
3.604951821E1,-9.981663823E-1,-2.104781628E0,-1.371834278E0
3.606940821E1,2.778078616E-1,-1.021981359E0,-1.044995666E0
3.608929821E1,-8.026595712E-1,2.444302082E0,5.017101392E-2
3.610918721E1,-1.772098422E0,1.332038641E0,1.213397622E0
3.612907721E1,-1.529991031E0,-2.601236701E-1,1.559033990E0
3.614896721E1,-7.026050091E-1,3.526411951E-1,1.441313744E0
3.616885721E1,4.112115502E-1,2.183794022E0,1.192895174E0
3.618874621E1,7.826427221E-1,3.369002819E0,9.849289656E-1
3.620863621E1,3.685697317E-1,1.986452103E0,4.201784134E-1
3.622852621E1,7.744275331E-1,1.659974098E0,-3.582758307E-1
3.624841621E1,8.644760847E-1,1.890856624E0,-8.628307581E-1
3.626830521E1,3.858453333E-1,8.338485956E-1,-1.088472366E0
3.628819521E1,-1.452270508E0,-1.361665845E0,-9.758453369E-1
3.630808521E1,-1.255995750E0,-3.838387132E-1,6.751864552E-1
3.632797421E1,1.735360026E0,1.085989475E-1,2.187754869E0
3.634786421E1,2.568908215E0,-2.083425045E0,2.001643896E0
3.636775421E1,9.599066377E-1,7.928835154E-1,3.153379261E-1
3.638764421E1,3.104982078E-1,1.164874434E0,-5.290131569E-1
3.640753321E1,-4.712365568E-1,-1.310922861E0,-1.971439004E0
3.642742321E1,6.063823700E-1,-1.231678605E0,-3.436565399E0
3.644731321E1,8.414148092E-1,4.830278158E-1,-2.315620184E0
3.646720221E1,3.924047947E-1,-1.129368901E0,-1.065442920E0
3.648709221E1,7.192326188E-1,-2.250467539E0,-5.231466293E-1
3.650698221E1,8.725883365E-1,-2.391140699E0,-5.063513517E-1
3.652687221E1,4.892611206E-1,-2.253230333E0,-6.468150616E-1
3.654676121E1,-1.679181755E-1,-1.728933692E0,-4.347372651E-1
3.656665121E1,-3.025776446E-1,-8.905498981E-1,1.519615054E-1
3.658654121E1,1.759995222E-1,7.009030320E-3,6.902530789E-1
3.660643021E1,9.151769876E-1,5.684871674E-1,9.005494118E-1
3.662632021E1,1.790951133E0,2.647358179E-1,5.468286872E-1
3.664621021E1,2.986292601E0,-1.558662891E0,-1.649422646E-1
3.666610021E1,3.488563538E0,-2.800487518E0,-4.918742180E-1
3.668598921E1,3.415409565E0,-2.508099318E0,-2.421177775E-1
3.670587921E1,2.904214859E0,-1.811015129E0,-6.506676078E-1
3.672576921E1,2.113548040E0,-1.453714132E0,-1.166165113E0
3.674565821E1,1.296001434E0,-4.516837597E0,-9.072170854E-1
3.676554821E1,-5.723031759E-1,-5.004882812E0,-6.668718457E-1
3.678543821E1,-1.341079593E0,-9.573082328E-1,-3.352599442E-1
3.680532808E1,-4.355650246E-1,7.483662963E-1,-2.740380587E-3
3.682521708E1,-3.157602847E-1,1.108850598E0,-8.327691257E-2
3.684510708E1,-1.989865899E0,1.266944528E0,7.487340569E-1
3.686499708E1,-3.914251804E0,4.833563268E-1,2.013650894E0
3.688488608E1,-2.768863440E0,1.448477507E-1,3.133881092E0
3.690477608E1,-1.680047870E0,2.936424017E0,3.253927946E0
3.692466608E1,-1.695425034E0,5.318609715E0,2.491813421E0
3.694455608E1,-2.044574976E0,5.203997612E0,1.431972504E0
3.696444508E1,-2.430024385E0,2.119388819E0,3.006317914E-1
3.698433508E1,-1.881208420E0,-5.031737089E-1,-6.256821156E-1
3.700422508E1,-8.222159147E-1,-1.462449074E0,-7.004767656E-1
3.702411508E1,2.686676383E-1,-1.089449763E0,-7.583876848E-1
3.704400408E1,-2.160842270E-1,1.064125061E0,-5.749972071E-3
3.706389408E1,-1.252916574E0,1.030157566E0,1.117642760E0
3.708378408E1,-1.390843153E0,1.144674778E0,1.341314316E0
3.710367308E1,-5.472301841E-1,2.331054688E0,1.063847899E0
3.712356308E1,5.925007463E-1,3.310105801E0,8.927949667E-1
3.714345308E1,8.452688456E-1,2.098996162E0,8.969542384E-1
3.716334208E1,1.098290682E0,9.753975868E-1,5.405391455E-1
3.718323208E1,1.415150285E0,1.869925857E0,-2.870408297E-1
3.720312208E1,1.064516306E0,1.888198376E0,-9.455987215E-1
3.722301208E1,2.429509908E-1,5.917404294E-1,-1.183860898E0
3.724290108E1,-1.581451058E0,-7.128796577E-1,5.398536474E-2
3.726279108E1,5.136717558E-1,-7.976372540E-2,2.071254730E0
3.728268108E1,2.701422691E0,-2.433427811E0,2.863101006E0
3.730257008E1,1.736981392E0,-2.515402794E0,1.258034229E0
3.732246008E1,-1.020712495E0,1.161732912E0,-4.564847350E-1
3.734235008E1,-2.031771898E0,1.753463149E0,-2.735270023E0
3.736224008E1,1.175281644E0,1.826419830E0,-3.446939945E0
3.738212908E1,1.313296914E0,-9.192710519E-1,-2.810277939E0
3.740201908E1,6.492395401E-1,-3.940360785E0,-1.760450721E0
3.742190908E1,5.748497248E-1,-3.949388742E0,-5.519288182E-1
3.744179808E1,7.538403869E-1,-3.051220655E0,-3.424724638E-1
3.746168808E1,5.596423149E-1,-2.608238459E0,-4.583934546E-1
3.748157808E1,3.170656785E-2,-1.657491446E0,-2.267373204E-1
3.750146808E1,-7.377199829E-2,-2.798825800E-1,2.958192229E-1
3.752135708E1,2.912877500E-1,9.976603985E-1,7.635714412E-1
3.754124708E1,8.756613731E-1,1.891286612E0,7.283457518E-1
3.756113708E1,1.465531468E0,1.745438457E0,2.416072935E-1
3.758102608E1,2.310650110E0,-9.645976126E-2,-1.411510706E-1
3.760091608E1,3.056788921E0,-2.255389214E0,6.251292676E-2
3.762080608E1,3.320950508E0,-2.818795681E0,-3.773654401E-1
3.764069608E1,3.087296009E0,-2.682600260E0,-8.853898644E-1
3.766058508E1,2.631319761E0,-3.800658941E0,-7.187466621E-1
3.768047508E1,7.792053819E-1,-7.361644268E0,-4.489830732E-1
3.770036508E1,-1.898162365E0,-4.264713764E0,-9.984465688E-2
3.772025408E1,-1.660350680E0,3.648924530E-1,-4.362100735E-3
3.774014408E1,-2.571476996E-1,8.964154124E-1,-2.976201177E-1
3.776003408E1,-1.181500316E0,1.310054898E0,1.190167516E-1
3.777992408E1,-2.500085115E0,1.625548124E0,1.130287886E0
3.779981350E1,-3.168268204E0,5.367658138E-1,2.172400713E0
3.781970350E1,-2.070672035E0,2.370274067E0,3.133729696E0
3.783959350E1,-1.570412636E0,5.159480095E0,3.154418230E0
3.785948250E1,-1.590983987E0,5.301885128E0,2.360171556E0
3.787937250E1,-2.175076723E0,2.566152573E0,1.009489894E0
3.789926250E1,-2.802545071E0,-7.674670815E-1,-5.124460161E-2
3.791915250E1,-1.999288678E0,-1.596189022E0,-2.612870336E-1
3.793904150E1,-4.271325469E-1,-8.543128967E-1,5.408007279E-2
3.795893150E1,1.689784080E-1,1.073051095E0,4.237948954E-1
3.797882150E1,-8.840904832E-1,1.065229774E0,1.146521449E0
3.799871050E1,-1.140289307E0,3.422636092E-1,1.456695437E0
3.801860050E1,-1.943162233E-1,1.486301541E0,1.200841546E0
3.803849050E1,8.604040742E-1,3.486979008E0,9.283958077E-1
3.805838050E1,8.976581097E-1,3.768326521E0,7.403365970E-1
3.807826950E1,4.686991274E-1,2.057356119E0,3.068988323E-1
3.809815950E1,1.021274805E0,1.996597052E0,-4.051592946E-1
3.811804950E1,1.275193930E0,2.355733871E0,-1.085395932E0
3.813793850E1,8.063957095E-1,1.515305996E0,-1.420317531E0
3.815782850E1,-1.021829128E0,4.015542567E-1,-1.143540382E0
3.817771850E1,9.100380540E-2,2.860684097E-1,5.231720209E-1
3.819760850E1,2.370268106E0,-5.049864650E-1,1.991496086E0
3.821749750E1,2.552803755E0,-2.905759335E0,1.561764836E0
3.823738750E1,3.098212481E-1,-1.116462946E0,4.139281511E-1
3.825727750E1,-9.268443584E-1,-3.591165841E-1,-1.215418577E0
3.827716650E1,-1.036776304E0,1.096116900E0,-3.051550150E0
3.829705650E1,1.333461285E0,1.009665802E-2,-2.333630085E0
3.831694650E1,9.658310413E-1,-1.949073792E0,-1.333231926E0
3.833683650E1,6.342434883E-1,-3.346299887E0,-5.325287580E-1
3.835672550E1,4.605295658E-1,-3.230526924E0,-4.462963939E-1
