"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.572334708E0,8.990178257E-2,2.554205358E-1,1.172298342E-1
7.592222708E0,-3.756653052E-3,1.149557456E-1,6.729261577E-2
7.612110708E0,-1.333927661E-1,5.651570112E-2,-8.104569465E-2
7.631999708E0,-3.170481920E-1,-1.263888925E-1,-2.302747816E-1
7.651887708E0,-4.536847770E-1,-5.193936229E-1,-3.279965222E-1
7.671775708E0,-4.946001470E-1,-8.190470338E-1,-4.100991189E-1
7.691663708E0,-5.197531581E-1,-8.542407751E-1,-4.434995353E-1
7.711551708E0,-5.095930696E-1,-7.882943749E-1,-3.593578935E-1
7.731439708E0,-3.921792209E-1,-6.808478832E-1,-2.017137259E-1
7.751327708E0,-1.386253536E-1,-3.739570975E-1,-9.319598973E-2
7.771215708E0,1.481689215E-1,-1.066619344E-2,2.653121762E-2
7.791103708E0,3.561379611E-1,4.187552035E-1,1.274027824E-1
7.810991708E0,5.099014044E-1,7.274815440E-1,2.145053446E-1
7.830879708E0,4.803288877E-1,8.156508207E-1,2.953690588E-1
7.850767708E0,2.937681675E-1,7.601831555E-1,2.975910306E-1
7.870655708E0,8.712539822E-2,5.188733339E-1,2.123103291E-1
7.890543708E0,8.362332731E-2,1.945083886E-1,8.904825151E-2
7.910431708E0,1.132238470E-2,1.612728387E-1,6.540218741E-2
7.930319708E0,-6.318073720E-2,-6.874440610E-2,-5.885017291E-2
7.950207708E0,-2.195892334E-1,-3.192651272E-1,-1.939541399E-1
7.970095708E0,-3.814084530E-1,-5.767090917E-1,-2.931851745E-1
7.989983708E0,-4.051205218E-1,-6.887367964E-1,-2.975236475E-1
8.009871708E0,-3.773297369E-1,-5.779581070E-1,-2.228054702E-1
8.029759708E0,-1.948879659E-1,-5.029478669E-1,-1.628737897E-1
8.049647708E0,-1.941982470E-2,-1.686379164E-1,-8.026463538E-2
8.069535708E0,1.702088565E-1,1.252460927E-1,2.294242382E-2
8.089423708E0,3.017833531E-1,4.681450725E-1,1.314197779E-1
8.109311708E0,4.593240023E-1,5.739372969E-1,2.821264863E-1
8.129199708E0,4.809342623E-1,5.911438465E-1,3.476649821E-1
8.149087708E0,3.162938356E-1,5.422084332E-1,2.866121531E-1
8.168975708E0,2.578323781E-1,3.144522607E-1,1.876782030E-1
8.188863708E0,1.485327184E-1,3.566989899E-1,1.260494441E-1
8.208751708E0,9.199284017E-2,1.372682899E-1,6.844203919E-2
8.228639708E0,-3.460490331E-2,-2.936523780E-2,-6.304863095E-2
8.248527708E0,-2.094510645E-1,-2.280562520E-1,-1.571136266E-1
8.268415708E0,-3.401439488E-1,-5.610858798E-1,-2.487220019E-1
8.288303708E0,-4.168956876E-1,-7.358889580E-1,-3.041256666E-1
8.308191708E0,-4.070495665E-1,-6.987052560E-1,-2.604560554E-1
8.328079708E0,-2.715621293E-1,-5.276398659E-1,-1.884709746E-1
8.347968708E0,-5.237170681E-2,-2.929539680E-1,-1.122714728E-1
8.367856708E0,9.839840978E-2,5.688447878E-2,-5.123705138E-3
8.387744708E0,1.494481564E-1,3.578551710E-1,6.452699006E-2
8.407632708E0,2.312725633E-1,5.177810192E-1,1.529752165E-1
8.427520667E0,2.524864972E-1,5.792103410E-1,2.106420845E-1
8.447408667E0,1.692683250E-1,5.709012151E-1,1.664949208E-1
8.467296667E0,1.104070097E-1,4.046842456E-1,9.180691838E-2
8.487184667E0,6.771143526E-2,2.359649241E-1,1.003161371E-1
8.507072667E0,8.331361413E-2,1.433694363E-2,6.172294542E-2
8.526960667E0,3.073349409E-2,-1.409620941E-1,-4.914178699E-2
8.546848667E0,-7.663742453E-2,-3.420305550E-1,-1.379196942E-1
8.566736667E0,-2.038193047E-1,-5.277730227E-1,-1.598795354E-1
8.586624667E0,-2.573872507E-1,-4.697802067E-1,-1.416866332E-1
8.606512667E0,-2.396202534E-1,-3.243502080E-1,-1.326130331E-1
8.626400667E0,-1.595715135E-1,-2.900443077E-1,-7.220301032E-2
8.646288667E0,-1.085653380E-1,-2.098540366E-1,9.367153980E-3
8.666176667E0,-7.054205984E-2,-5.739708245E-2,9.995787591E-2
8.686064667E0,-1.427192427E-2,1.002592817E-1,1.589742154E-1
8.705952667E0,1.890100352E-2,1.693452448E-1,1.911658049E-1
8.725840667E0,8.049448021E-3,1.045439988E-1,1.423351169E-1
8.745728667E0,5.082657188E-2,2.877556160E-2,1.188845113E-1
8.765616667E0,9.757824987E-2,6.620199233E-2,1.278654635E-1
8.785504667E0,6.685281545E-2,1.580081731E-1,7.113608718E-2
8.805392667E0,5.583305284E-2,2.272418737E-1,-1.700104773E-2
8.825280667E0,8.467762917E-2,1.588888317E-1,-4.123929888E-2
8.845168667E0,1.377304643E-1,-2.822677791E-2,-4.387779534E-2
8.865057667E0,1.517719328E-1,9.101667441E-3,-1.442582160E-1
8.884945667E0,1.246499866E-1,1.722872406E-1,-2.590073645E-1
8.904833667E0,3.894051164E-2,2.602412403E-1,-3.228037059E-1
8.924721667E0,-2.994458191E-2,2.443876565E-1,-3.297506869E-1
8.944609667E0,-1.035690531E-1,1.017272696E-1,-3.144598305E-1
8.964497667E0,-2.252486795E-1,-8.182277530E-2,-3.033166826E-1
8.984385667E0,-3.182144165E-1,-2.581821084E-1,-3.280738890E-1
9.004273667E0,-3.372732103E-1,-3.684815466E-1,-4.533188939E-1
9.024161667E0,-3.377105594E-1,-3.652562201E-1,-5.431300402E-1
9.044049667E0,-3.946354091E-1,-2.462240905E-1,-5.809534788E-1
9.063937667E0,-4.129561186E-1,-2.700695395E-1,-5.975288749E-1
9.083825667E0,-4.316477776E-1,-1.784197986E-1,-6.117306948E-1
9.103713667E0,-4.329656363E-1,-9.526634216E-2,-7.182775736E-1
9.123601667E0,-4.071609378E-1,-5.099811405E-2,-8.021823764E-1
9.143489667E0,-2.873748839E-1,-7.306160033E-2,-8.472955227E-1
9.163377667E0,-7.639651746E-2,7.093694992E-3,-5.424464941E-1
9.183265667E0,3.976866230E-2,1.221036538E-1,-1.978075057E-1
9.203153667E0,-1.940145046E-1,9.946469218E-2,-9.565105289E-2
9.223041667E0,-3.995818496E-1,-5.061514210E-3,-2.347650081E-1
9.242929667E0,-4.885388315E-1,9.291304648E-2,-5.172973871E-1
9.262818667E0,-7.918801904E-1,1.535574049E-1,-8.897953033E-1
9.282706667E0,-8.564493656E-1,-3.696285188E-2,-1.124391794E0
9.302594667E0,-7.443132401E-1,-6.410660595E-2,-1.235751271E0
9.322482667E0,-6.203216910E-1,-3.395612910E-2,-1.312183261E0
9.342370667E0,-3.402790129E-1,-1.287372112E-1,-1.321654916E0
9.362258667E0,-7.715017349E-2,-3.780218661E-1,-1.293778539E0
9.382146667E0,1.142342687E-1,-4.878648221E-1,-1.180573106E0
9.402034667E0,2.155809104E-1,-1.219968274E-1,-8.979973197E-1
9.421922667E0,5.085713863E-1,9.386620671E-2,-9.050421715E-1
9.441810333E0,6.660171151E-1,1.498565376E-1,-9.495980740E-1
9.461698333E0,6.592221260E-1,1.067277938E-1,-9.705743194E-1
9.481586333E0,7.658679485E-1,-2.183110714E-1,-9.474185705E-1
9.501474333E0,5.919218659E-1,-1.219832748E-1,-1.063778162E0
9.521362333E0,6.453118920E-1,-6.124606356E-2,-1.267538905E0
9.541250333E0,6.173444390E-1,8.531355858E-2,-1.367837787E0
9.561138333E0,4.562322497E-1,2.219569981E-1,-1.342455626E0
9.581026333E0,3.771334291E-1,3.402571082E-1,-1.311759710E0
9.600914333E0,3.245431483E-1,3.124524653E-1,-1.261043072E0
9.620803333E0,2.780125439E-1,2.506853640E-1,-1.258768678E0
9.640691333E0,2.091853768E-1,1.743829697E-1,-1.238382936E0
9.660579333E0,1.352687180E-1,1.153269783E-1,-1.085447907E0
9.680467333E0,8.846235275E-2,1.676361561E-1,-9.577297568E-1
9.700355333E0,8.456318825E-2,3.743602335E-1,-9.036431313E-1
9.720243333E0,1.185214221E-1,4.657599330E-1,-9.569463730E-1
9.740131333E0,1.490883827E-1,4.308434427E-1,-9.496717453E-1
9.760019333E0,1.404188722E-1,3.745172918E-1,-8.756811023E-1
9.779907333E0,1.572850794E-1,5.280388594E-1,-9.013038874E-1
9.799795333E0,1.631085575E-1,7.316011786E-1,-9.644466639E-1
9.819683333E0,1.459048390E-1,8.187906146E-1,-9.082010388E-1
9.839571333E0,1.501879543E-1,9.434139729E-1,-7.142041326E-1
9.859459333E0,8.942813426E-2,1.067470908E0,-5.002800822E-1
9.879347333E0,7.157347351E-2,1.138666749E0,-3.222193122E-1
9.899235333E0,1.891247481E-1,1.360946417E0,-5.464847013E-2
9.919123333E0,3.230933249E-1,1.598185420E0,1.780830175E-1
9.939012333E0,3.803098798E-1,1.782943487E0,5.294318795E-1
9.958900333E0,3.741438389E-1,1.878906846E0,6.318401694E-1
9.978788333E0,3.770276606E-1,2.154503584E0,8.373894691E-1
9.998676333E0,2.702375352E-1,2.316241503E0,1.130226851E0
1.001856433E1,1.625768840E-1,2.158578634E0,1.389186859E0
1.003845233E1,8.811862022E-2,1.830157995E0,1.404774427E0
1.005834033E1,1.274494827E-1,1.423106074E0,1.156769156E0
1.007822833E1,5.354669690E-1,1.017894030E0,5.937354565E-1
1.009811633E1,2.103394747E0,3.394955158E0,-9.548863173E-1
1.011800433E1,1.341314673E0,1.647208452E0,-4.534342587E-1
1.013789233E1,9.323326945E-1,1.695240021E0,-4.374308586E-1
1.015778033E1,3.761141598E-1,9.100337029E-1,-3.029117584E-1
1.017766833E1,1.854447573E-1,2.295910567E-1,-1.135285795E-1
1.019755633E1,2.234479636E-1,-2.083081603E-1,1.227854565E-1
1.021744533E1,7.977280021E-2,-5.745217204E-1,1.561249793E-1
1.023733333E1,-6.627239287E-2,-6.715092063E-1,1.287571155E-2
1.025722133E1,-1.647850275E-1,-5.750896335E-1,-3.619568795E-2
1.027710933E1,-1.646634489E-1,-3.349032700E-1,7.364572585E-2
1.029699733E1,-9.910307825E-2,-9.888487309E-2,1.771553457E-1
1.031688533E1,-5.482897907E-2,-6.546886638E-3,1.507509053E-1
1.033677333E1,-3.837876022E-2,-3.633713350E-4,7.430564612E-2
1.035666133E1,-1.854606159E-2,1.733432338E-2,5.719987303E-2
1.037654933E1,3.265199810E-2,-1.571789682E-1,7.466537505E-2
1.039643733E1,2.761357091E-2,-3.131644130E-1,6.672708690E-2
1.041632533E1,-4.671871662E-2,-2.546928525E-1,2.321023680E-2
1.043621408E1,-5.143131316E-2,-1.288007349E-1,-1.064591575E-2
1.045610208E1,2.488186024E-2,-1.046517044E-1,-2.948509902E-2
1.047599008E1,3.702492267E-2,-3.538164496E-2,-2.480303496E-2
1.049587908E1,-8.017263375E-3,-4.767652974E-2,9.764120914E-3
1.051576708E1,-3.461771831E-2,-1.430789530E-1,2.146498486E-2
1.053565508E1,-4.779038578E-2,-2.069827020E-1,2.192050964E-2
1.055554308E1,-5.212267488E-2,-1.351504624E-1,1.102059986E-2
1.057543108E1,-4.175205901E-2,-6.710908562E-2,-5.912310444E-3
1.059531908E1,-3.468948975E-2,-6.248527765E-2,1.988085359E-2
1.061520708E1,-4.022949934E-2,-9.088609368E-2,3.840686381E-2
1.063509508E1,-3.395778686E-2,2.584215999E-2,4.383819923E-2
1.065498308E1,2.123099111E-4,7.143513858E-2,2.313822880E-2
1.067487108E1,1.905202679E-2,-1.640098542E-2,-2.560762689E-3
1.069475908E1,1.556597929E-2,-4.935055971E-2,-1.053455658E-2
1.071464708E1,-1.286327373E-2,-9.321058542E-2,-7.997157052E-3
1.073453508E1,-4.289160669E-2,-9.283915907E-2,-2.113348618E-2
1.075442408E1,-2.836461924E-2,-4.303587228E-2,-3.952817991E-3
1.077431208E1,-5.899373908E-3,-3.132005781E-2,8.212705143E-3
1.079420008E1,-1.143906964E-3,-8.437041193E-2,7.551729679E-3
1.081408808E1,-2.267276496E-2,-1.135669351E-1,1.841769554E-4
1.083397608E1,-5.709226057E-2,-6.133351475E-2,-4.919668194E-3
1.085386408E1,-4.825163633E-2,-3.265308216E-2,1.711172285E-3
1.087375208E1,-3.438443691E-2,-3.909617662E-3,1.237186790E-2
1.089364008E1,-4.692774639E-2,2.421223931E-2,3.793157637E-2
1.091352808E1,-9.475708753E-2,3.090748563E-3,6.021113321E-2
1.093341608E1,-1.625387818E-1,-7.544623315E-2,6.161334366E-2
1.095330408E1,-2.085913867E-1,-1.739021093E-1,5.405089259E-2
1.097319208E1,-2.149123996E-1,-2.395048887E-1,4.490014538E-2
1.099308108E1,-1.869730204E-1,-1.970553845E-1,-1.948113553E-3
1.101296908E1,-1.466836780E-1,-2.280787826E-1,-3.029711545E-2
1.103285708E1,-1.538809985E-1,-3.062015176E-1,-3.071608953E-2
1.105274508E1,-2.008248121E-1,-3.437053561E-1,-2.616696060E-2
1.107263308E1,-2.129299492E-1,-3.746568859E-1,-2.672888897E-2
1.109252108E1,-1.823653728E-1,-3.542588949E-1,-4.002566263E-2
1.111240908E1,-1.378484964E-1,-2.695874572E-1,-5.865111575E-2
1.113229708E1,-9.874851257E-2,-2.144468278E-1,-6.173154712E-2
1.115218508E1,-9.113108367E-2,-2.117642909E-1,-4.948193207E-2
1.117207308E1,-9.527761489E-2,-1.635912210E-1,-2.898765914E-2
1.119196108E1,-9.357519448E-2,-1.224658489E-1,-7.795379497E-4
1.121185008E1,-6.071778014E-2,-1.360486001E-1,7.413902320E-3
1.123173808E1,-2.715102211E-2,-1.571144015E-1,-3.145142226E-3
1.125162608E1,2.208068327E-4,-1.536817253E-1,-2.058659308E-2
1.127151408E1,1.842378266E-2,-8.440209180E-2,-2.913847566E-2
1.129140208E1,4.909539968E-2,4.666399211E-2,-3.752542660E-2
1.131129008E1,8.504620939E-2,1.196120679E-1,-5.201361701E-2
1.133117808E1,8.459507674E-2,5.018816143E-2,-4.103145748E-2
1.135106608E1,6.398048252E-2,2.107381448E-2,-2.719807625E-2
1.137095408E1,5.953913182E-2,2.828177065E-2,-1.916176081E-2
1.139084208E1,6.627145410E-2,9.030001238E-4,-1.736269519E-2
1.141073008E1,5.997081846E-2,-7.952688634E-2,-2.150862105E-2
1.143061892E1,2.172530070E-2,-1.376095414E-1,-3.148744628E-2
1.145050692E1,-2.434619330E-2,-1.394019425E-1,-4.569891095E-2
1.147039492E1,-3.300040215E-2,-1.517256647E-1,-5.424010009E-2
1.149028292E1,-1.144703943E-2,-1.551401913E-1,-5.886363611E-2
1.151017092E1,1.893337816E-2,-1.340053082E-1,-6.025785953E-2
1.153005892E1,3.327142820E-2,-1.108540520E-1,-6.067534536E-2
1.154994692E1,4.585552961E-2,-7.406549156E-2,-6.132277474E-2
1.156983492E1,6.577491015E-2,-4.598448053E-2,-8.366942406E-2
1.158972292E1,9.023391455E-2,-4.787836224E-2,-9.680833668E-2
1.160961192E1,1.033997834E-1,-5.483160913E-2,-1.088479534E-1
1.162949992E1,1.101425067E-1,-2.268397808E-2,-1.146701351E-1
1.164938792E1,1.384658962E-1,8.235079236E-3,-1.100379378E-1
1.166927592E1,1.929830611E-1,-1.330910251E-3,-1.024004519E-1
1.168916392E1,2.257836163E-1,-3.462601453E-2,-1.005085483E-1
1.170905192E1,2.164740264E-1,-2.316978574E-2,-1.235625073E-1
1.172893992E1,2.049774081E-1,-5.545923486E-2,-1.645154506E-1
1.174882792E1,2.054176182E-1,-1.363077909E-1,-2.056781650E-1
1.176871592E1,1.712904125E-1,-1.858903468E-1,-2.233661115E-1
1.178860392E1,1.105028316E-1,-1.242546514E-1,-2.180246860E-1
1.180849292E1,7.360128313E-2,-8.214475214E-2,-2.196854800E-1
1.182838092E1,6.580060720E-2,-5.596987158E-2,-2.251169682E-1
1.184826892E1,6.162783504E-2,-3.408441320E-2,-2.289398015E-1
1.186815692E1,6.358326226E-2,-3.906816989E-2,-2.227060944E-1
1.188804492E1,8.276041597E-2,-8.261597157E-2,-1.938367635E-1
1.190793292E1,1.010603309E-1,-8.505115658E-2,-1.739021689E-1
1.192782092E1,1.418863237E-1,-6.969053298E-2,-1.502801329E-1
1.194770892E1,2.442352027E-1,-1.311582327E-1,-1.716056615E-1
1.196759692E1,2.794412673E-1,-1.308858693E-1,-2.329764217E-1
1.198748492E1,2.004763931E-1,-1.800501905E-2,-2.961540520E-1
1.200737392E1,1.058217958E-1,5.839660019E-2,-3.610264361E-1
1.202726192E1,8.446578681E-2,-5.710173398E-2,-4.379478991E-1
1.204714992E1,1.082386151E-1,-2.913015783E-1,-5.376381278E-1
1.206703792E1,8.542771637E-2,-1.288806945E-1,-5.768538117E-1
1.208692592E1,4.276799411E-2,3.418503404E-1,-4.277490675E-1
1.210681392E1,1.117920727E-1,4.743082523E-1,-2.547110319E-1
1.212670192E1,1.636503339E-1,2.464253902E-1,-9.267418832E-2
1.214658992E1,6.680342555E-2,-6.590108573E-2,-2.109742910E-2
1.216647792E1,-5.282377452E-2,-2.313279510E-1,6.183764711E-2
1.218636692E1,-7.575571537E-2,-3.054632545E-1,2.279092222E-1
1.220625492E1,4.359596968E-2,-4.489311278E-1,2.967334986E-1
1.222614292E1,1.924140900E-1,-4.622015059E-1,1.988214254E-1
1.224603092E1,1.371735781E-1,-1.283301860E-1,1.428637654E-1
1.226591892E1,-7.135830820E-2,1.959671974E-1,1.383995116E-1
1.228580692E1,-1.691541076E-1,7.503522933E-2,1.456332803E-1
1.230569492E1,-1.463834196E-1,-1.773668379E-1,2.010672987E-1
1.232558292E1,-9.250647575E-2,-2.677093446E-1,2.376212925E-1
1.234547092E1,-1.273753643E-1,-2.831266224E-1,2.471662462E-1
1.236535992E1,-1.948940903E-1,-2.861488163E-1,2.342292219E-1
1.238524792E1,-1.941711754E-1,-2.432404459E-1,2.047263384E-1
1.240513592E1,-1.340987831E-1,-1.538301408E-1,1.974884123E-1
1.242502392E1,-5.422379822E-2,9.261063300E-3,1.970329434E-1
1.244491192E1,3.630623594E-2,1.849166453E-1,2.191136181E-1
1.246479992E1,1.130453572E-1,2.593149543E-1,2.424941510E-1
1.248468792E1,1.521349549E-1,2.182919383E-1,2.786615491E-1
1.250457592E1,1.242884248E-1,1.124155149E-1,3.151733875E-1
1.252446392E1,9.339095652E-2,-7.228641771E-3,3.241526484E-1
1.254435292E1,3.638186678E-2,1.821160130E-2,2.922121584E-1
1.256424092E1,-1.021361873E-1,2.329616845E-1,2.328610122E-1
1.258412892E1,-1.851558387E-1,4.999962151E-1,1.804173887E-1
1.260401692E1,-1.667142659E-1,7.237969637E-1,1.371488422E-1
1.262390492E1,-1.278447509E-1,9.721274376E-1,1.336088777E-1
1.264379292E1,-7.954036817E-3,1.147428036E0,1.554087251E-1
1.266368092E1,1.267739534E-1,1.492464781E0,2.159747481E-1
1.268356892E1,3.451869786E-1,1.635401368E0,2.374774218E-1
1.270345692E1,6.823532581E-1,1.198441744E0,2.272574753E-1
1.272334592E1,8.833655119E-1,8.381677866E-1,2.304781377E-1
1.274323392E1,8.978622556E-1,7.270222306E-1,2.291681319E-1
1.276312192E1,8.748224974E-1,2.101566494E-1,2.951626480E-1
1.278300992E1,7.039784193E-1,-4.378298223E-1,3.029469252E-1
1.280289792E1,4.165650308E-1,-7.733418941E-1,4.355884194E-1
1.282278592E1,2.771354653E-2,-5.724022388E-1,3.522314131E-1
1.284267392E1,-2.276814580E-1,-1.120424345E-1,1.022525504E-1
1.286256192E1,-1.289529055E-1,1.680105738E-2,-5.450465530E-2
1.288245092E1,-4.503882304E-2,8.557543159E-2,-1.063836068E-1
1.290233892E1,-3.493731841E-2,2.800343633E-1,-3.758767992E-2
1.292222692E1,3.255157545E-2,3.482774794E-1,6.025085226E-2
1.294211492E1,8.574876189E-2,3.806908727E-1,1.110991985E-1
1.296200292E1,5.647063255E-2,5.377964973E-1,1.419185996E-1
1.298189092E1,2.587276883E-2,6.945483685E-1,1.279747188E-1
1.300177892E1,6.258630753E-2,6.311016083E-1,1.044847667E-1
1.302166692E1,1.019357070E-1,4.320799112E-1,1.135347411E-1
1.304155492E1,6.302173436E-2,3.280200660E-1,1.599411815E-1
1.306144392E1,-1.529890299E-2,3.042657673E-1,2.289645821E-1
1.308133192E1,-4.731502756E-2,1.915312707E-1,2.849497497E-1
1.310121992E1,5.320226029E-2,-1.292806715E-1,3.025929928E-1
1.312110792E1,1.939263493E-1,-3.288822472E-1,2.453183979E-1
1.314099592E1,2.123984545E-1,-2.034326494E-1,2.014305443E-1
1.316088392E1,8.970275521E-2,-8.550389856E-2,2.128050029E-1
1.318077192E1,-2.140342444E-1,-5.468686670E-2,1.696186811E-1
1.320065992E1,-6.894158125E-1,1.878399998E-1,1.629238278E-1
1.322054792E1,-8.973201513E-1,2.540440559E-1,2.541924417E-1
1.324043692E1,-8.126655221E-1,1.050491333E-1,3.592635691E-1
1.326032492E1,-6.647561193E-1,2.767628804E-2,4.253672957E-1
1.328021292E1,-6.617954969E-1,8.166485280E-2,4.234230220E-1
1.330010092E1,-1.200622559E0,7.496596575E-1,3.722860515E-1
1.331998892E1,-1.973255873E0,2.887243330E-1,1.095567793E-1
1.333987692E1,-2.074313879E0,-3.741786778E-1,-2.465326935E-1
1.335976492E1,-1.475133777E0,-4.040109217E-1,-3.387261033E-1
1.337965292E1,-5.410106778E-1,-3.519495204E-2,-3.858937621E-1
1.339954192E1,-7.808772475E-2,2.704890370E-1,-5.481775403E-1
1.341942992E1,3.406516016E-1,7.659671903E-1,-6.295646429E-1
1.343931733E1,8.414219022E-1,6.677458286E-1,-2.538724542E-1
1.345920533E1,1.137108207E0,-2.077352256E-1,9.931956232E-2
1.347909333E1,1.363797784E0,-8.616905212E-1,2.107798159E-1
1.349898133E1,1.432153702E0,-5.985699892E-1,1.129337922E-1
1.351886933E1,1.333740830E0,1.311360747E-1,1.067536883E-2
1.353875733E1,1.305784106E0,4.328611195E-1,5.563172325E-2
1.355864533E1,1.492547631E0,1.582210362E-1,2.280836105E-1
1.357853433E1,2.114248037E0,-2.640786469E-1,4.358027577E-1
1.359842233E1,1.149819493E0,2.053954840E0,4.319566190E-1
1.361831033E1,-4.613956809E-1,4.536930323E-1,4.924580455E-2
1.363819833E1,-1.315410137E0,-1.249411941E0,-7.241605967E-2
1.365808633E1,-1.536848068E0,-1.024775624E0,-2.073029131E-1
1.367797433E1,-1.348439097E0,-4.016744792E-1,-2.967426181E-1
1.369786233E1,-1.004089713E0,3.104571998E-2,-1.510092169E-1
1.371775033E1,-5.056564212E-1,4.914650917E-1,7.167673111E-2
1.373763933E1,8.660176396E-2,3.758215904E-1,2.642047107E-1
1.375752733E1,1.089869618E0,-1.042676449E0,1.323700398E-1
1.377741533E1,1.470013022E0,-1.403177857E0,-7.507700473E-2
1.379730333E1,1.599503040E0,-9.546378255E-1,-1.541698128E-1
1.381719133E1,1.747001886E0,-1.683921337E0,-1.757700145E-1
1.383707933E1,6.111010909E-1,-1.167340994E0,7.305774838E-2
1.385696733E1,-7.235366106E-1,9.861321449E-1,1.658449620E-1
1.387685533E1,-1.120677471E0,1.968817949E0,7.088546455E-2
1.389674433E1,-9.588394165E-1,1.529286146E0,7.465113699E-2
1.391663233E1,-4.536284506E-1,3.219068646E-1,1.340259910E-1
1.393652033E1,-1.968296915E-1,-1.551395506E-1,1.221212447E-1
1.395640833E1,-7.537514716E-2,-2.532152534E-1,9.644062817E-2
1.397629633E1,5.507872999E-2,-2.652597129E-1,1.070167422E-1
1.399618433E1,2.265367657E-1,-2.323417664E-1,9.353145212E-2
1.401607233E1,3.782721162E-1,-2.563418150E-1,7.764784992E-2
1.403596033E1,4.982737303E-1,-2.600864470E-1,5.622609332E-2
1.405584933E1,6.248696446E-1,-3.455835879E-1,3.733891249E-2
1.407573733E1,7.070615888E-1,-4.014488757E-1,-3.354629874E-2
1.409562533E1,5.494734049E-1,-2.667789161E-1,-1.019323468E-1
1.411551333E1,1.849294007E-1,8.888327517E-3,-6.954955310E-2
1.413540133E1,-2.114040852E-1,1.424198598E-1,-2.507695556E-2
1.415528933E1,-4.000325799E-1,1.473537385E-1,9.457281791E-3
1.417517733E1,-4.377361536E-1,1.187794805E-1,2.723267302E-2
1.419506533E1,-3.830070198E-1,2.877510712E-2,4.361352697E-2
1.421495433E1,-2.803762257E-1,-8.802570403E-2,3.385484591E-2
1.423484233E1,-1.513652503E-1,-1.167303696E-1,2.466896735E-2
1.425473033E1,-1.737148501E-2,-6.519846618E-2,1.516485354E-3
1.427461833E1,5.620485172E-2,-3.959886357E-2,-2.264493518E-2
1.429450633E1,8.421012014E-2,-7.589204609E-2,-3.542391211E-2
1.431439433E1,7.616990060E-2,-1.080594882E-1,-3.788729385E-2
1.433428233E1,5.958094075E-2,-1.071986258E-1,-4.200495034E-2
1.435417033E1,3.413523734E-2,-8.862733841E-2,-5.217183381E-2
1.437405933E1,8.519750088E-3,-4.476595297E-2,-6.001007184E-2
1.439394733E1,-3.582313890E-3,-1.789425686E-2,-5.318346620E-2
1.441383533E1,-4.194571637E-3,-1.820153370E-2,-4.219649360E-2
1.443372342E1,-2.882175613E-3,2.343207598E-3,-2.725177445E-2
1.445361142E1,1.410853211E-2,1.372838207E-2,-1.525792293E-2
1.447349942E1,3.775739297E-2,-2.611043118E-2,-6.945742294E-3
1.449338742E1,1.566779567E-3,-5.711375177E-2,7.274036761E-3
1.451327542E1,-7.023938000E-2,-5.100294575E-2,2.128679678E-2
1.453316442E1,-9.779203683E-2,-3.591344506E-2,1.995431073E-2
1.455305242E1,-8.915527165E-2,-2.649312839E-3,1.378614362E-2
1.457294042E1,-7.385820895E-2,2.345176786E-2,2.873923630E-3
1.459282842E1,-4.757465795E-2,3.299174458E-2,2.342598047E-3
1.461271642E1,-1.872571185E-2,3.120353818E-2,7.803372107E-3
1.463260442E1,1.298388653E-2,-9.669244289E-3,1.253556181E-2
1.465249242E1,1.977481507E-2,-2.448065393E-2,9.645417333E-3
1.467238142E1,6.327978801E-3,1.191898249E-3,1.062882133E-2
1.469226942E1,-1.257101540E-2,1.616059802E-3,6.526468322E-3
1.471215742E1,-3.057263047E-2,-2.100477368E-2,9.551096708E-3
1.473204542E1,-4.736863449E-2,-2.461500466E-2,-1.052673208E-3
1.475193342E1,-5.283665285E-2,2.083289437E-3,-1.460047625E-2
1.477182142E1,-3.322354332E-2,1.756866276E-2,-2.324556746E-2
1.479170942E1,-3.119163681E-3,3.085436299E-3,-2.710321918E-2
1.481159842E1,2.708943933E-2,8.938020095E-3,-2.800286934E-2
1.483148642E1,4.741043597E-2,6.776601076E-3,-2.457593754E-2
1.485137442E1,4.726625606E-2,-2.812240273E-4,-1.494089328E-2
1.487126242E1,2.655963227E-2,2.179564908E-4,-6.485660560E-3
1.489115042E1,-9.095623391E-4,1.325013209E-2,-4.398124292E-5
1.491103842E1,-2.325464599E-2,3.385333717E-2,8.113742806E-3
1.493092642E1,-3.526433930E-2,4.170420021E-2,2.463962883E-2
1.495081542E1,-5.190943554E-2,2.189197019E-2,4.088967294E-2
1.497070342E1,-6.072840467E-2,-1.035378128E-2,4.488315433E-2
1.499059142E1,-5.572472885E-2,-1.919502392E-2,2.880935930E-2
1.501047942E1,-3.906383738E-2,-1.466862857E-3,6.049609743E-3
1.503036742E1,-2.885715663E-2,2.418371290E-2,-6.965478882E-3
1.505025542E1,-1.796386763E-2,7.092379034E-3,-1.491778903E-2
1.507014342E1,-8.881163783E-3,-1.280441694E-2,-1.117348485E-2
1.509003242E1,-1.368310954E-2,-2.972933836E-2,-6.069269963E-3
1.510992042E1,-1.295847818E-2,-4.770104587E-2,-1.275617396E-3
1.512980842E1,-1.344621181E-2,-5.589454621E-2,-2.424449194E-3
1.514969642E1,-1.569874585E-2,-4.360838234E-2,-1.264184015E-3
1.516958442E1,-2.035805583E-2,-2.709440701E-2,7.209919859E-4
