"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.518947242E1,-2.700000815E-2,-1.187050622E-2,4.150801804E-3
1.520936042E1,-4.122687504E-2,-1.920825988E-2,4.147707485E-3
1.522924942E1,-5.127405748E-2,-1.902857795E-2,-1.240951708E-3
1.524913742E1,-4.818276688E-2,-9.694166481E-3,-1.103483513E-2
1.526902542E1,-2.837404609E-2,1.577121951E-2,-1.392081939E-2
1.528891342E1,-1.238032128E-3,2.076730877E-2,-7.366513833E-3
1.530880142E1,2.024007961E-2,4.703224637E-3,-5.624843761E-3
1.532868942E1,3.123879619E-2,-4.062917084E-3,6.332986522E-4
1.534857842E1,2.093927562E-2,-5.809632130E-3,5.058800336E-3
1.536846642E1,6.484317593E-3,-9.961258620E-3,1.377569977E-3
1.538835442E1,-8.623226546E-3,3.453996964E-3,-4.633807577E-3
1.540824242E1,-1.997284405E-2,1.275167242E-2,-4.154310096E-3
1.542813042E1,-2.481565997E-2,7.832895033E-3,-3.314330708E-3
1.544801846E1,-1.226953883E-2,-3.797240555E-3,-6.470852531E-4
1.546790646E1,-2.600902226E-3,-1.590998471E-2,-1.483141445E-3
1.548779546E1,-3.997939348E-4,-1.817494817E-2,-6.480461918E-3
1.550768346E1,-1.335362438E-3,-1.048000995E-2,-6.063144654E-3
1.552757146E1,-1.044766977E-2,-4.848923068E-3,-2.586931922E-3
1.554745946E1,-1.595747285E-2,-2.188529354E-3,-2.398342360E-3
1.556734746E1,-1.056577917E-2,-6.889676210E-3,-1.363824587E-3
1.558723546E1,-2.627935959E-3,-1.682107896E-2,-1.720879227E-3
1.560712346E1,-3.992693499E-3,-8.969258517E-3,4.687067121E-5
1.562701246E1,-3.046611091E-3,-7.335133851E-4,-4.095428623E-3
1.564690046E1,4.086805042E-3,-3.513507079E-3,-4.104465246E-3
1.566678846E1,5.617884919E-3,-1.759734005E-4,-7.985680364E-3
1.568667646E1,4.809067119E-3,7.084173150E-3,-7.071454078E-3
1.570656446E1,8.963326924E-3,2.920531668E-3,-4.634230398E-3
1.572645246E1,1.044403203E-2,3.905206919E-3,-3.952499479E-3
1.574634046E1,6.655157544E-3,7.254462689E-4,-3.812848823E-3
1.576622946E1,3.090381157E-3,5.576633848E-3,-5.981378257E-3
1.578611746E1,4.915076774E-3,1.619812101E-4,-2.604763722E-3
1.580600546E1,9.105164558E-3,4.773537628E-3,-4.737239331E-3
1.582589346E1,1.383184828E-2,4.346601665E-3,-5.407447927E-3
1.584578146E1,1.158295199E-2,-2.764435951E-3,-4.389467184E-3
1.586566946E1,3.882042365E-3,-5.626877770E-3,-7.322985213E-3
1.588555746E1,3.591465065E-3,-4.698505625E-3,-6.721084006E-3
1.590544646E1,3.205970628E-3,-8.497321978E-4,-8.927430026E-3
1.592533446E1,4.350335337E-3,2.341321670E-3,-1.162431296E-2
1.594522246E1,1.101782918E-2,-2.435535658E-3,-9.230295196E-3
1.596511046E1,1.512440667E-2,-6.575603038E-4,-5.165918730E-3
1.598499846E1,1.118017454E-2,-6.536293309E-3,-3.030134831E-3
1.600488646E1,8.802462253E-4,-5.707973614E-3,-1.863657963E-4
1.602477546E1,-4.941302817E-3,-5.197049119E-3,-1.094090985E-3
1.604466346E1,-4.915716127E-3,-6.954517681E-3,-6.871947087E-3
1.606455146E1,-5.632000044E-3,1.073017158E-2,-7.202868816E-3
1.608443946E1,4.245672841E-3,2.649379522E-2,-3.799137194E-4
1.610432746E1,1.515945792E-2,1.153581031E-2,5.994050764E-3
1.612421546E1,1.523257140E-2,-4.872376565E-3,7.313399110E-3
1.614410346E1,1.099253539E-2,-8.831596002E-3,4.311180674E-3
1.616399246E1,-4.009606317E-3,-1.183267683E-3,1.216080738E-3
1.618388046E1,-1.887188666E-2,-4.005414899E-3,1.666661818E-3
1.620376846E1,-2.580089308E-2,-7.823268883E-3,-2.127709100E-3
1.622365646E1,-2.229326963E-2,2.109519206E-3,-4.063800443E-3
1.624354446E1,-8.396222256E-3,-5.133399740E-3,-2.700776095E-3
1.626343246E1,1.308260113E-2,-2.106599323E-2,-6.619691849E-4
1.628332046E1,1.155605447E-2,-2.408490330E-2,-1.305402257E-4
1.630320946E1,2.652987605E-3,-3.594462574E-2,-1.571190776E-3
1.632309746E1,-1.762020029E-2,-3.174223751E-2,8.996713441E-4
1.634298546E1,-2.972971275E-2,-1.701322198E-2,-3.003604244E-3
1.636287346E1,-2.489463054E-2,-2.150190435E-2,-4.138597753E-3
1.638276146E1,-1.992957294E-2,-1.962579042E-2,-9.494500235E-3
1.640264946E1,-6.472464185E-3,-1.781459525E-2,-8.597490378E-3
1.642253846E1,6.661335938E-3,-1.078951824E-2,-1.231504418E-2
1.644242721E1,1.554961037E-2,-9.710090235E-3,-9.522857144E-3
1.646231521E1,1.614750363E-2,-7.073452696E-3,-1.118340157E-2
1.648220321E1,9.359507822E-3,-5.646237172E-3,-1.082848571E-2
1.650209121E1,6.610700395E-3,1.853080466E-4,-1.374283712E-2
1.652197921E1,1.090331376E-2,5.637304857E-3,-1.250438578E-2
1.654186721E1,1.244781166E-2,1.391399652E-3,-9.788145311E-3
1.656175621E1,8.187954314E-3,-2.290126868E-3,-2.817137167E-3
1.658164421E1,1.163409092E-2,-8.846509270E-3,-1.113944687E-3
1.660153221E1,1.105722692E-2,-1.074987464E-2,-4.178418778E-3
1.662142021E1,9.078941308E-3,-1.282675192E-3,-6.215275731E-3
1.664130821E1,3.747825045E-3,1.578232832E-2,-3.145182971E-3
1.666119621E1,4.994946532E-3,1.197842229E-2,-5.231679417E-3
1.668108421E1,1.721128263E-2,-1.635201741E-3,-2.996000461E-3
1.670097321E1,2.069015428E-2,1.389985904E-3,-1.423174748E-3
1.672086121E1,1.885819808E-2,5.146435462E-3,2.368441783E-3
1.674074921E1,6.584903225E-3,5.155626684E-3,2.721429802E-3
1.676063721E1,-9.375998750E-3,5.118438974E-3,4.342971370E-4
1.678052521E1,-8.162357844E-3,2.023961395E-3,-1.735204598E-3
1.680041321E1,-7.132359897E-4,4.785602912E-3,-6.801437121E-3
1.682030221E1,4.789103288E-3,3.436815925E-3,-9.505914524E-3
1.684019021E1,9.089451283E-3,3.461398184E-3,-9.099496529E-3
1.686007821E1,5.626522005E-3,1.037714351E-2,-1.143576112E-2
1.687996621E1,8.497816510E-3,1.218018588E-2,-8.690554649E-3
1.689985421E1,1.438366901E-2,3.234627657E-3,-4.521909170E-3
1.691974221E1,8.878784254E-3,-3.009392880E-3,-1.511288341E-3
1.693963021E1,-7.577143144E-3,9.945128113E-4,5.573914386E-4
1.695951921E1,-2.000893652E-2,1.108783297E-3,1.295296941E-3
1.697940721E1,-2.413080260E-2,-5.161220208E-3,-1.174692297E-3
1.699929521E1,-1.422106754E-2,-3.848206718E-3,-5.129174329E-3
1.701918321E1,5.972195882E-3,2.818772569E-3,-1.043557841E-2
1.703907121E1,1.557488739E-2,-1.718215179E-3,-9.959322400E-3
1.705895921E1,1.319992170E-2,-2.165457699E-3,-6.764317863E-3
1.707884721E1,5.736129358E-3,2.391046844E-3,-1.285167178E-3
1.709873621E1,5.443147384E-4,-5.251795053E-3,-5.169883370E-3
1.711862421E1,-2.117430326E-3,-1.368867327E-2,-6.180848926E-3
1.713851221E1,-5.035416223E-3,-1.249833778E-2,-1.506487653E-2
1.715840021E1,5.252574920E-5,-3.616702277E-3,-2.124178596E-2
1.717828821E1,6.738288794E-3,-2.243011259E-3,-2.164989151E-2
1.719817621E1,1.662206091E-2,4.695692100E-3,-1.804560609E-2
1.721806521E1,1.378539763E-2,8.322145790E-3,-1.606589556E-2
1.723795321E1,8.647112176E-3,3.243042156E-4,-5.581791513E-3
1.725784121E1,1.190599985E-2,-7.522918284E-3,-8.984385058E-3
1.727772921E1,1.653791592E-2,-3.250539303E-3,-5.479811225E-3
1.729761721E1,1.583735272E-2,4.789620638E-3,-5.607064348E-3
1.731750521E1,3.661940806E-3,2.374844626E-4,-8.003138006E-3
1.733739421E1,-5.875631236E-3,-7.840488106E-4,-5.443473347E-3
1.735728221E1,-9.173169732E-3,-1.410800032E-3,-3.976806067E-3
1.737717021E1,-4.990561865E-3,3.376041539E-3,-4.626304843E-3
1.739705821E1,6.501657888E-3,2.579892054E-3,-5.433921702E-3
1.741694621E1,1.509486884E-2,2.639438026E-3,-6.486872211E-3
1.743683421E1,1.275397930E-2,1.296678558E-3,-7.056550123E-3
1.745672221E1,3.929446451E-3,-2.076113597E-4,-9.607978165E-3
1.747661121E1,5.956758745E-3,-1.988923643E-3,-9.180227295E-3
1.749649921E1,1.163955312E-2,7.709916681E-4,-1.014400832E-2
1.751638721E1,7.456016727E-3,2.371237613E-3,-8.839986287E-3
1.753627521E1,-1.991163008E-3,-1.264113933E-3,-7.384154946E-3
1.755616321E1,-1.753052784E-4,-7.297429256E-3,-8.385191672E-3
1.757605121E1,1.026002504E-2,-2.970444039E-4,-8.867756464E-3
1.759594021E1,1.459101588E-2,5.220471881E-3,-9.909263812E-3
1.761582821E1,9.825814515E-3,7.106733508E-3,-9.171402082E-3
1.763571621E1,2.427537693E-3,2.022862434E-3,-6.279246416E-3
1.765560421E1,-2.916078782E-3,5.737328902E-4,-4.513533786E-3
1.767549221E1,4.521048628E-3,2.137377858E-3,-1.885297243E-3
1.769538021E1,1.130562183E-2,4.313801415E-3,-2.156682312E-3
1.771526821E1,5.001765210E-3,4.988721572E-3,-1.129454700E-3
1.773515721E1,1.811825437E-3,1.081276685E-3,-3.392444225E-3
1.775504521E1,2.903591143E-3,8.777307346E-3,-7.465831935E-3
1.777493321E1,3.050597617E-3,2.169390582E-2,-5.433307029E-3
1.779482121E1,1.666688826E-3,2.017593011E-2,1.540364232E-3
1.781470921E1,4.477134440E-3,1.207363792E-2,1.533109229E-3
1.783459721E1,1.724937744E-2,9.003703482E-3,1.897494076E-3
1.785448621E1,2.378386445E-2,1.437975094E-2,7.024299353E-3
1.787437421E1,1.129855495E-2,1.439937577E-2,3.942470998E-3
1.789426221E1,-2.801296534E-3,8.088109083E-3,8.558060043E-3
1.791415021E1,-2.131069638E-2,1.620268449E-3,8.397478610E-3
1.793403821E1,-2.013730071E-2,-3.163459711E-3,2.700647106E-3
1.795392621E1,-9.683729149E-3,1.606158912E-5,1.405102201E-3
1.797381421E1,7.111718878E-4,4.624353722E-3,-2.637732076E-3
1.799370321E1,9.530503303E-3,1.833415590E-3,9.754796047E-4
1.801359121E1,3.643053118E-3,7.693435065E-3,1.912113396E-3
1.803347921E1,1.555498922E-3,-4.432504065E-3,3.192405449E-3
1.805336721E1,1.441125060E-3,-1.092813816E-2,5.248117726E-3
1.807325521E1,-2.614886500E-3,-1.475145575E-3,2.285047900E-3
1.809314321E1,-4.475829192E-4,6.807502359E-3,1.621792326E-3
1.811303221E1,5.356667563E-3,-4.688106012E-3,1.371675171E-3
1.813292021E1,5.874788621E-4,-5.213015247E-3,-1.231571659E-4
1.815280821E1,-1.382494462E-3,-2.228684258E-3,-1.096514985E-3
1.817269621E1,1.520130609E-4,-2.247095108E-4,-2.966687316E-3
1.819258421E1,2.622106811E-3,-6.001815200E-5,2.199872397E-4
1.821247221E1,-4.886273295E-3,-3.928858787E-4,3.858315060E-3
1.823236121E1,-9.811807424E-3,-7.109275088E-3,9.659442119E-3
1.825224921E1,-2.881302731E-3,-9.697621688E-3,8.934850805E-3
1.827213721E1,-1.173629309E-3,-3.629222978E-3,5.993561819E-3
1.829202521E1,-2.302438952E-3,-5.388185382E-4,4.226868507E-3
1.831191321E1,-3.632162930E-3,-7.030861918E-3,-1.527790911E-3
1.833180121E1,-5.171249155E-3,2.439488657E-3,-2.162330085E-3
1.835169021E1,2.672992880E-3,1.371854357E-2,-2.402391052E-3
1.837157821E1,6.978273857E-3,3.868418746E-3,-2.748563420E-4
1.839146621E1,9.266303852E-3,-1.185161341E-2,2.922847401E-3
1.841135421E1,9.642719291E-3,-1.525397412E-3,3.207585542E-3
1.843124221E1,1.106245723E-2,1.032918505E-2,-1.475482713E-3
1.845112958E1,8.372575976E-3,6.021345966E-3,2.285157563E-3
1.847101858E1,-3.976783250E-3,-4.632472992E-3,-4.868621472E-4
1.849090658E1,-8.415091783E-3,-2.905283589E-3,1.374036074E-3
1.851079458E1,-1.003590319E-2,-4.907054827E-4,1.304591307E-3
1.853068258E1,-7.056850940E-3,-6.453460548E-3,8.921406697E-4
1.855057058E1,-5.373345222E-3,-1.798336860E-3,-1.564110862E-3
1.857045858E1,-1.050778292E-2,9.462067857E-3,-3.229202004E-3
1.859034658E1,-1.455742866E-3,1.016182918E-2,-1.973425969E-5
1.861023558E1,7.829279057E-4,-1.132385805E-2,7.014510222E-3
1.863012358E1,-1.678966172E-2,-5.089288112E-3,7.984368131E-3
1.865001158E1,-2.713817172E-2,1.199515723E-2,5.758765154E-3
1.866989958E1,-1.403193548E-2,6.061798893E-3,3.772083204E-3
1.868978758E1,2.021210967E-3,-3.123627510E-3,2.639458515E-3
1.870967558E1,4.300976638E-3,2.095388249E-3,1.202096464E-3
1.872956458E1,3.675712040E-3,4.613362253E-4,-1.913730055E-3
1.874945258E1,1.188950147E-3,-2.265395597E-4,-1.406717813E-3
1.876934058E1,-1.818032120E-3,6.006800570E-3,-7.905631792E-4
1.878922858E1,3.870243672E-3,5.041304976E-4,-1.844505779E-3
1.880911658E1,3.583365818E-3,-8.714307100E-3,-1.165673835E-3
1.882900458E1,-2.900340594E-3,-1.260603219E-2,-2.427608473E-3
1.884889358E1,-5.372514948E-3,-8.542928845E-4,-4.965629894E-3
1.886878158E1,-1.841747668E-3,-6.935559213E-4,-8.074244484E-3
1.888866958E1,1.015160140E-2,-2.113856375E-3,-1.139936037E-2
1.890855758E1,8.953211829E-3,1.917492598E-2,-4.371541552E-3
1.892844558E1,1.809999230E-3,2.399810776E-2,2.848747186E-3
1.894833358E1,7.290082285E-4,3.546783701E-3,6.179094315E-3
1.896822258E1,2.525051124E-3,3.592911176E-3,6.800244562E-3
1.898811058E1,8.541515097E-3,9.933227673E-3,7.517580874E-3
1.900799858E1,4.253831692E-3,5.091389641E-3,7.288916968E-3
1.902788658E1,-8.580343798E-3,7.769437507E-3,8.482893929E-3
1.904777458E1,-1.568203792E-2,1.106400043E-3,4.414869472E-3
1.906766258E1,-1.314313803E-2,4.947285168E-3,7.537472062E-3
1.908755158E1,-9.162619710E-3,1.814840361E-4,5.887064617E-3
1.910743958E1,-5.106739700E-3,-7.786556147E-3,2.393914852E-3
1.912732758E1,-3.232320072E-3,1.247327775E-3,1.127326163E-3
1.914721558E1,-4.930617753E-3,8.893795311E-3,3.210983239E-3
1.916710358E1,-5.510071293E-3,7.691496983E-3,1.874032896E-4
1.918699158E1,1.681602560E-3,-9.128162637E-3,2.491645282E-3
1.920688058E1,7.545226254E-3,-2.105592284E-3,4.099946469E-3
1.922676858E1,7.006884553E-3,4.563366994E-3,2.652904019E-3
1.924665658E1,3.841581289E-3,1.455163583E-3,3.925445024E-3
1.926654458E1,-9.359959513E-3,5.039926618E-4,2.953326562E-3
1.928643258E1,-7.903355174E-3,1.268041506E-2,-5.016105715E-4
1.930632058E1,-6.224387791E-3,2.474993654E-2,4.435912706E-4
1.932620958E1,-1.642789110E-3,1.171161328E-2,8.625942282E-3
1.934609758E1,-3.079258604E-3,5.984761752E-3,1.208749041E-2
1.936598558E1,-4.813835490E-3,1.125924289E-2,1.566410810E-2
1.938587358E1,-3.556916956E-3,1.141587365E-2,1.480965503E-2
1.940576158E1,-4.631959368E-3,1.798732206E-3,1.701882109E-2
1.942564958E1,-5.553892348E-3,-1.091262978E-2,1.277375128E-2
1.944553896E1,-9.652762674E-3,-1.158268098E-2,5.402920302E-3
1.946542696E1,-1.148862578E-2,6.355756894E-3,-7.711041253E-4
1.948531496E1,-5.324220285E-3,7.897617295E-3,-2.392638475E-3
1.950520296E1,6.156301126E-3,1.409605145E-3,-7.047257386E-3
1.952509096E1,1.590209641E-2,-1.711150166E-3,-4.933045246E-3
1.954497896E1,1.849068888E-2,-3.043529578E-3,-3.087475197E-3
1.956486696E1,6.344700232E-3,9.567262605E-3,2.248387784E-3
1.958475596E1,-7.911904249E-4,5.653013475E-3,4.149157088E-3
1.960464396E1,-7.645417470E-3,-2.933572978E-4,7.714259438E-3
1.962453196E1,-8.432092145E-3,3.055732697E-3,5.886834115E-3
1.964441996E1,1.248805202E-4,1.146204770E-2,1.493281219E-3
1.966430796E1,4.140797537E-3,1.285464223E-2,3.598160809E-3
1.968419596E1,1.208342495E-3,1.122248545E-2,2.552061807E-3
1.970408496E1,-2.794080647E-3,9.412450716E-3,4.221505951E-3
1.972397296E1,2.549012657E-3,5.276506767E-3,3.000878263E-3
1.974386096E1,5.031617824E-3,5.572971888E-3,2.710694447E-3
1.976374896E1,3.546769265E-3,1.290313900E-3,3.082288196E-3
1.978363696E1,-2.318668703E-4,-3.413975239E-3,2.491314430E-3
1.980352496E1,-7.205434376E-4,-1.310234889E-3,-2.886471106E-3
1.982341396E1,2.502122428E-3,6.589544937E-4,-2.119884593E-3
1.984330196E1,-8.712918498E-4,4.657533020E-3,-2.535402076E-3
1.986318996E1,1.745656482E-5,3.326603211E-3,-1.791674178E-3
1.988307796E1,-5.085081328E-3,8.352907375E-3,9.118763264E-4
1.990296596E1,-4.686112516E-3,-2.867002040E-4,3.277166747E-3
1.992285396E1,-4.486526363E-3,3.279135562E-3,5.545794964E-3
1.994274296E1,-7.530655712E-3,-3.382628784E-4,8.789608255E-3
1.996263096E1,-1.294897310E-2,1.962578855E-3,9.816375561E-3
1.998251896E1,-1.636924036E-2,-8.063470013E-3,8.941929787E-3
2.000240696E1,-1.582838967E-2,-1.058735605E-2,8.624509908E-3
2.002229496E1,-9.308964014E-3,6.909933873E-3,3.036766313E-3
2.004218396E1,2.031178446E-3,1.329408959E-2,3.021769691E-3
2.006207196E1,7.323623635E-3,-2.814264037E-3,2.050937153E-3
2.008195996E1,6.788246334E-3,-1.048929710E-2,-1.451725373E-3
2.010184796E1,1.079590805E-2,-7.626069710E-4,-9.378183167E-4
2.012173596E1,1.119299233E-2,-5.381272174E-3,1.128363190E-3
2.014162396E1,3.408459481E-3,-1.610062271E-2,2.711731009E-3
2.016151196E1,-9.980088100E-3,-5.951591767E-3,2.423605882E-3
2.018140096E1,-9.706269018E-3,9.139008820E-3,3.086538520E-3
2.020128896E1,-4.421934020E-3,6.632138044E-3,-1.045510406E-3
2.022117696E1,1.180694322E-3,-1.971708611E-3,-6.048402283E-4
2.024106496E1,1.484431559E-3,1.824920997E-3,6.748064421E-3
2.026095296E1,3.263833933E-3,3.812520765E-3,5.460444372E-3
2.028084196E1,-1.366216107E-3,-3.715519793E-3,9.527339600E-3
2.030072996E1,-3.165455069E-3,-8.931640536E-3,9.545614943E-3
2.032061796E1,-6.620574277E-3,-4.359618295E-3,6.289906800E-3
2.034050596E1,-1.232517883E-3,-2.871509176E-3,4.123886582E-3
2.036039396E1,1.385240117E-3,-1.006627735E-2,2.566277981E-4
2.038028196E1,4.171775072E-5,-1.092753280E-2,-2.512023784E-3
2.040017096E1,-7.636560593E-3,-1.656452660E-3,1.753894612E-4
2.042005896E1,-1.131082326E-2,2.544223331E-3,2.718435135E-4
2.043994683E1,-9.186153300E-3,-2.510189544E-3,2.041514032E-3
2.045983483E1,-4.814960528E-3,-1.206153445E-2,4.247266334E-4
2.047972283E1,-3.509358969E-3,-4.723388702E-4,2.517953515E-3
2.049961083E1,-1.054739929E-3,1.131837256E-3,2.627474256E-3
2.051949983E1,9.209066629E-4,-2.436669543E-3,1.815091469E-3
2.053938783E1,1.551429392E-3,-4.516993184E-3,-5.336975679E-3
2.055927583E1,2.008033334E-4,3.271660767E-3,-1.033191755E-2
2.057916383E1,7.556911092E-3,1.215526089E-2,-8.629636839E-3
2.059905183E1,1.121429354E-2,1.419770904E-2,-1.071828417E-2
2.061894083E1,1.195510197E-2,3.202401102E-3,-7.872700691E-3
2.063882883E1,1.819110289E-2,1.134868711E-3,-8.472350426E-3
2.065871683E1,1.600124314E-2,1.035884768E-2,-6.770950742E-3
2.067860483E1,1.101446524E-2,2.707264386E-3,-2.201866359E-3
2.069849283E1,2.550187986E-3,-1.663259976E-2,-4.296738654E-3
2.071838083E1,-6.705006119E-3,-1.091158204E-2,-2.709547756E-3
2.073826983E1,-1.481434051E-2,-6.361892447E-3,-7.006925065E-3
2.075815783E1,-7.554579992E-3,-1.206276566E-2,-8.965082467E-3
2.077804583E1,-3.978668712E-3,-1.279410254E-2,-7.041375153E-3
2.079793383E1,-8.330540732E-3,-1.671081409E-2,-7.278663106E-3
2.081782183E1,-6.289770361E-3,-2.160176262E-2,-7.777307183E-3
2.083771083E1,-4.588875454E-3,-1.999280602E-2,-6.604621653E-3
2.085759883E1,-8.141200058E-3,-1.832394488E-2,-7.642018609E-3
2.087748683E1,-1.060759276E-2,-9.508573450E-3,-8.376654238E-3
2.089737483E1,-7.822715677E-3,-1.529157162E-2,-2.709612716E-3
2.091726283E1,-1.187514747E-3,-3.229842335E-2,1.317605609E-3
2.093715183E1,-6.527175196E-3,-2.779832482E-2,3.565379186E-3
2.095703983E1,-1.120918151E-2,-1.737250946E-2,5.266122520E-3
2.097692783E1,-9.476134554E-3,-1.911424473E-2,5.992182996E-3
2.099681583E1,-1.232608128E-2,-8.352216333E-3,2.989953384E-3
2.101670383E1,-1.073277928E-2,1.070390921E-2,3.295510542E-4
2.103659183E1,-2.997343894E-3,1.116906293E-3,-1.856169896E-3
2.105648083E1,9.637936018E-3,-8.168485947E-3,3.681541421E-4
2.107636883E1,1.786831068E-3,-5.367232487E-3,6.886497140E-4
2.109625683E1,-1.337649021E-2,-1.161199342E-2,3.427973250E-3
2.111614483E1,-2.266785502E-2,4.667405970E-3,1.546900021E-3
2.113603283E1,-1.367897727E-2,2.658227831E-2,-8.150052745E-4
2.115592183E1,5.581188016E-3,2.973336354E-2,-5.574446172E-3
2.117580983E1,3.701156378E-2,1.217791345E-2,-8.666440845E-3
2.119569783E1,4.877506942E-2,1.933067106E-3,-8.605650626E-3
2.121558583E1,4.335182905E-2,6.821942516E-3,-6.857616827E-3
2.123547383E1,2.216764726E-2,1.505871024E-2,-8.433846757E-3
2.125536283E1,8.097091690E-3,1.570101082E-2,-8.256580681E-3
2.127525083E1,5.918554030E-3,8.152907714E-3,-2.915890189E-3
2.129513883E1,6.388335954E-3,3.056682646E-3,-2.648775233E-3
2.131502683E1,8.225799538E-3,6.897044368E-3,-1.091670711E-4
2.133491483E1,1.209826116E-2,6.853146479E-3,3.903065808E-4
2.135480283E1,7.821097039E-3,9.135236964E-3,-2.258290071E-3
2.137469183E1,1.191491727E-2,5.710199475E-3,-3.848629538E-3
2.139457983E1,1.373680681E-2,1.451037824E-4,-5.339265801E-3
2.141446783E1,1.447275653E-2,-3.051837441E-3,-3.671612358E-3
2.143435583E1,1.174564939E-2,-4.996646196E-3,-5.184855312E-3
2.145424342E1,3.144419985E-3,-9.632786736E-3,-6.352852564E-3
2.147413242E1,-1.107337978E-2,-1.143377274E-2,-4.652488977E-3
2.149402042E1,-1.011954434E-2,-1.104720868E-2,-5.485141650E-3
2.151390842E1,-7.064695470E-3,-1.174321398E-2,-4.189153202E-3
2.153379642E1,-1.128159463E-3,-8.475814946E-3,-1.230008667E-3
2.155368442E1,1.776337507E-3,-4.713772796E-3,5.440006498E-4
2.157357242E1,-1.494205557E-3,-5.283721723E-3,1.908709994E-3
2.159346142E1,-4.398166202E-3,-8.481925353E-3,2.387044486E-3
2.161334942E1,-1.862855395E-3,-4.249473102E-3,2.508549485E-3
2.163323742E1,-1.138447900E-3,-5.335876253E-3,1.362626674E-3
2.165312542E1,-2.484389581E-3,-2.252673544E-2,1.964169089E-3
2.167301342E1,-6.197003182E-3,-1.072353497E-2,-2.451413311E-4
2.169290242E1,-1.059128623E-2,2.869335935E-3,-8.350075223E-5
2.171279042E1,-3.254605224E-3,-4.472269677E-3,-1.458559884E-3
2.173267842E1,8.818194270E-3,-1.532557700E-2,-1.313832588E-3
2.175256642E1,7.050663698E-3,-1.677481271E-2,-3.776315134E-4
2.177245442E1,6.247250712E-5,-1.102484856E-2,-5.484099966E-4
2.179234242E1,-8.758411743E-3,-1.429845020E-2,-2.505327575E-4
2.181223142E1,-1.134287193E-2,-1.795227826E-2,-1.058352645E-3
2.183211942E1,-8.711649105E-3,-1.528794132E-2,-1.360154478E-3
2.185200742E1,-1.518116915E-3,-2.360785194E-2,-2.369423863E-3
2.187189542E1,-4.493525717E-3,-2.547300234E-2,-7.823188789E-4
2.189178342E1,-8.041260764E-3,-2.839558199E-2,-4.228631966E-3
2.191167242E1,-8.917340077E-3,-2.737183869E-2,-3.296054900E-3
2.193156042E1,-1.347938832E-2,-2.373450808E-2,-4.460889846E-3
2.195144842E1,-9.607474320E-3,-1.567718014E-2,-3.826063126E-3
2.197133642E1,1.104421914E-3,-1.968446746E-2,-4.576193169E-3
2.199122442E1,3.464248963E-3,-1.660745032E-2,-1.154030906E-3
2.201111242E1,-1.167684328E-2,-2.036942169E-2,1.734137652E-3
2.203100142E1,-1.722881012E-2,-2.061759308E-2,-3.018646268E-3
2.205088942E1,-9.897288866E-3,-1.405037008E-2,-3.093606094E-3
2.207077742E1,-4.685934633E-3,-6.307003554E-3,-1.883352641E-3
2.209066542E1,-1.287784334E-2,-3.211778123E-3,2.956374548E-3
2.211055342E1,-1.767473668E-2,-1.883448102E-3,5.022887141E-3
2.213044142E1,-1.420955360E-2,-2.549421974E-3,5.541156046E-3
2.215033042E1,-1.035048719E-2,-3.401549533E-3,4.661532119E-3
2.217021842E1,-4.602062516E-3,4.049918614E-3,2.931708237E-3
2.219010642E1,-9.180854540E-4,7.994227111E-3,1.719098072E-4
2.220999442E1,4.484265111E-3,-6.732815877E-3,-1.473041950E-3
2.222988242E1,1.377430977E-3,2.993103117E-3,-3.171238815E-3
2.224977142E1,-2.774437191E-3,1.565217227E-2,7.547931746E-4
2.226965942E1,-5.197955761E-4,1.086865924E-2,1.938668429E-3
2.228954742E1,1.073245425E-2,7.201192901E-3,5.271963775E-3
2.230943542E1,7.700624876E-3,9.663743898E-3,6.111881696E-3
2.232932342E1,1.692464575E-3,1.218356285E-2,1.070336252E-2
2.234921142E1,-2.168972278E-3,6.252518855E-3,9.252490476E-3
2.236910042E1,-2.049164381E-3,2.924145199E-3,5.372660700E-3
2.238898842E1,3.971997357E-4,1.103815343E-2,-8.500167169E-4
2.240887642E1,1.562622609E-3,7.627875544E-3,2.538891975E-3
2.242876442E1,-3.415312618E-3,6.696313620E-3,2.295715269E-3
2.244865242E1,-4.773502296E-4,7.388779894E-3,9.847176261E-5
2.246854142E1,5.572965369E-3,1.442386769E-2,7.958081551E-5
2.248842942E1,1.008163299E-2,1.500319690E-2,-9.249704890E-4
2.250831742E1,1.065163221E-2,6.934106350E-3,3.101138165E-3
2.252820542E1,3.424474271E-3,4.807277583E-3,4.736934323E-3
2.254809342E1,-4.416459706E-4,1.235009357E-2,2.994753886E-4
2.256798142E1,1.395155326E-3,9.658280760E-3,8.280472830E-4
2.258787042E1,2.430409659E-3,7.204672322E-3,-1.976148458E-3
2.260775842E1,4.552393220E-3,6.002089009E-3,-9.229045827E-4
2.262764642E1,4.451894667E-3,3.654762171E-3,7.658598479E-4
2.264753442E1,-3.559013829E-3,6.778998300E-3,2.038602252E-3
2.266742242E1,-2.674362913E-4,1.031592675E-2,-4.748369101E-4
2.268731042E1,4.120782483E-3,7.617585361E-3,2.621171065E-3
2.270719942E1,6.381612737E-3,5.021705292E-3,8.922594134E-4
2.272708742E1,1.970260171E-3,3.500758670E-3,5.831943825E-3
2.274697542E1,-8.967265487E-3,2.581873909E-3,4.244445357E-3
2.276686342E1,-1.629871689E-2,4.271641374E-3,2.978406614E-3
