"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
7.691663708E0,-9.017472484E0,-3.821028252E0,-5.665913229E-1
7.711551708E0,-8.994118119E0,-3.890082407E0,-4.573652615E-1
7.731439708E0,-8.978443488E0,-3.936171330E0,-3.608435185E-1
7.751327708E0,-8.969939883E0,-3.961521057E0,-2.874827795E-1
7.771215708E0,-8.968460537E0,-3.967475569E0,-2.489692348E-1
7.791103708E0,-8.973652865E0,-3.954514630E0,-2.673825920E-1
7.810991708E0,-8.983561556E0,-3.926607917E0,-3.368433661E-1
7.830879708E0,-8.997521784E0,-3.884275829E0,-4.394072197E-1
7.850767708E0,-9.013001118E0,-3.833832192E0,-5.510357924E-1
7.870655708E0,-9.024828866E0,-3.789372596E0,-6.551533974E-1
7.890543708E0,-9.030807059E0,-3.765719439E0,-7.070873436E-1
7.910431708E0,-9.033596181E0,-3.752918715E0,-7.388073921E-1
7.930319708E0,-9.034127693E0,-3.750402658E0,-7.450700524E-1
7.950207708E0,-9.027156642E0,-3.771004153E0,-7.253074137E-1
7.970095708E0,-9.014949410E0,-3.811182418E0,-6.645905842E-1
7.989983708E0,-8.999972937E0,-3.860272132E0,-5.786933052E-1
8.009871708E0,-8.986065919E0,-3.903350032E0,-5.005826171E-1
8.029759708E0,-8.975866036E0,-3.936108765E0,-4.206469033E-1
8.049647708E0,-8.969082681E0,-3.956649157E0,-3.695550293E-1
8.069535708E0,-8.966890560E0,-3.962714473E0,-3.575548252E-1
8.089423708E0,-8.970555595E0,-3.951041092E0,-3.931051289E-1
8.109311708E0,-8.982175182E0,-3.917268744E0,-4.600520571E-1
8.129199708E0,-9.001634130E0,-3.863715850E0,-5.276211655E-1
8.149087708E0,-9.019410836E0,-3.811130085E0,-6.013503522E-1
8.168975708E0,-9.032061871E0,-3.772366261E0,-6.536147026E-1
8.188863708E0,-9.038985559E0,-3.747200430E0,-7.009400196E-1
8.208751708E0,-9.042786834E0,-3.730722099E0,-7.388063689E-1
8.228639708E0,-9.042614926E0,-3.730356941E0,-7.427455650E-1
8.248527708E0,-9.036045579E0,-3.748408172E0,-7.317033906E-1
8.268415708E0,-9.026172556E0,-3.781570948E0,-6.811857131E-1
8.288303708E0,-9.013011058E0,-3.827769507E0,-5.915270299E-1
8.308191708E0,-8.998402959E0,-3.875711413E0,-4.936670055E-1
8.328079708E0,-8.986368805E0,-3.913085353E0,-4.111766798E-1
8.347968708E0,-8.977874554E0,-3.938663414E0,-3.475847743E-1
8.367856708E0,-8.974372072E0,-3.948480304E0,-3.259872793E-1
8.387744708E0,-8.975370192E0,-3.943829721E0,-3.536291142E-1
8.407632708E0,-8.980330385E0,-3.925988697E0,-4.200139057E-1
8.427520667E0,-8.989747326E0,-3.894918347E0,-5.001516773E-1
8.447408667E0,-8.998623984E0,-3.862337661E0,-5.858490546E-1
8.467296667E0,-9.002328195E0,-3.840822831E0,-6.650306603E-1
8.487184667E0,-9.005144799E0,-3.825477398E0,-7.135925172E-1
8.507072667E0,-9.010123703E0,-3.810318784E0,-7.316197023E-1
8.526960667E0,-9.011268003E0,-3.810728674E0,-7.151834714E-1
8.546848667E0,-9.007369080E0,-3.827368680E0,-6.743026632E-1
8.566736667E0,-9.000897381E0,-3.853832594E0,-6.065636200E-1
8.586624667E0,-8.995957654E0,-3.876941082E0,-5.274297423E-1
8.606512667E0,-8.989173129E0,-3.898851184E0,-4.794081681E-1
8.626400667E0,-8.983429994E0,-3.916272671E0,-4.437515913E-1
8.646288667E0,-8.982981513E0,-3.921276133E0,-4.071329281E-1
8.666176667E0,-8.988166823E0,-3.911357794E0,-3.876365570E-1
8.686064667E0,-8.998348580E0,-3.886995369E0,-3.963445595E-1
8.705952667E0,-9.011130593E0,-3.854647111E0,-4.211063848E-1
8.725840667E0,-9.022913902E0,-3.824009162E0,-4.473031900E-1
8.745728667E0,-9.031806933E0,-3.801936216E0,-4.559008629E-1
8.765616667E0,-9.041219196E0,-3.779253697E0,-4.579364613E-1
8.785504667E0,-9.048048744E0,-3.761328472E0,-4.704560810E-1
8.805392667E0,-9.048360400E0,-3.756423536E0,-5.025788565E-1
8.825280667E0,-9.043824130E0,-3.763237881E0,-5.323613936E-1
8.845168667E0,-9.040178391E0,-3.771688277E0,-5.344760757E-1
8.865057667E0,-9.033783876E0,-3.789151863E0,-5.188350662E-1
8.884945667E0,-9.017240349E0,-3.827625958E0,-5.241999231E-1
8.904833667E0,-8.991796775E0,-3.882090140E0,-5.595335509E-1
8.924721667E0,-8.963100979E0,-3.940934764E0,-6.066178530E-1
8.944609667E0,-8.935451251E0,-3.997408635E0,-6.438493408E-1
8.964497667E0,-8.910436277E0,-4.050310442E0,-6.597171492E-1
8.984385667E0,-8.887973614E0,-4.100726889E0,-6.511982676E-1
9.004273667E0,-8.860213957E0,-4.165018195E0,-6.207416562E-1
9.024161667E0,-8.822725119E0,-4.249270725E0,-5.825053243E-1
9.044049667E0,-8.777595139E0,-4.344090051E0,-5.646259641E-1
9.063937667E0,-8.728817081E0,-4.442603648E0,-5.542000132E-1
9.083825667E0,-8.677512442E0,-4.541605195E0,-5.574029717E-1
9.103713667E0,-8.618168465E0,-4.651515308E0,-5.715836026E-1
9.123601667E0,-8.547433528E0,-4.777144490E0,-5.969793758E-1
9.143489667E0,-8.467313225E0,-4.914237431E0,-6.252785108E-1
9.163377667E0,-8.397008058E0,-5.032618405E0,-6.317575912E-1
9.183265667E0,-8.360261816E0,-5.091581728E0,-6.464821959E-1
9.203153667E0,-8.345806330E0,-5.112242864E0,-6.697910247E-1
9.223041667E0,-8.329671523E0,-5.132740864E0,-7.125054467E-1
9.242929667E0,-8.291959906E0,-5.186829947E0,-7.591565066E-1
9.262818667E0,-8.217030176E0,-5.291240754E0,-8.480993079E-1
9.282706667E0,-8.105300410E0,-5.443642582E0,-9.523416413E-1
9.302594667E0,-7.976765161E0,-5.616045982E0,-1.033122753E0
9.322482667E0,-7.831256615E0,-5.804135706E0,-1.104328391E0
9.342370667E0,-7.677416956E0,-5.997472723E0,-1.150517813E0
9.362258667E0,-7.524594712E0,-6.190413882E0,-1.138134360E0
9.382146667E0,-7.379102538E0,-6.375777050E0,-1.065076617E0
9.402034667E0,-7.253500253E0,-6.528691095E0,-9.995102528E-1
9.421922667E0,-7.136312696E0,-6.663074144E0,-9.552835947E-1
9.441810333E0,-7.010096453E0,-6.804324748E0,-8.920974129E-1
9.461698333E0,-6.875975359E0,-6.948805354E0,-8.192624483E-1
9.481586333E0,-6.741997522E0,-7.089627941E0,-7.202187281E-1
9.501474333E0,-6.604704314E0,-7.230392057E0,-5.791605343E-1
9.521362333E0,-6.436780466E0,-7.387117901E0,-4.842188917E-1
9.541250333E0,-6.238521264E0,-7.560792485E0,-3.890411678E-1
9.561138333E0,-6.031286586E0,-7.730026694E0,-3.261465794E-1
9.581026333E0,-5.822483100E0,-7.889661528E0,-2.967287624E-1
9.600914333E0,-5.616956978E0,-8.037889615E0,-2.796809128E-1
9.620803333E0,-5.411768825E0,-8.178029832E0,-2.620663035E-1
9.640691333E0,-5.204287979E0,-8.312131630E0,-2.449050910E-1
9.660579333E0,-5.010159250E0,-8.430985059E0,-2.300588643E-1
9.680467333E0,-4.837985061E0,-8.531123305E0,-2.234729260E-1
9.700355333E0,-4.679687777E0,-8.618618116E0,-2.368194881E-1
9.720243333E0,-4.518428586E0,-8.703644233E0,-2.578059126E-1
9.740131333E0,-4.348487157E0,-8.789265012E0,-2.749727347E-1
9.760019333E0,-4.186275162E0,-8.867414219E0,-2.831029957E-1
9.779907333E0,-4.028305907E0,-8.940001554E0,-2.919674660E-1
9.799795333E0,-3.857438864E0,-9.014363519E0,-3.122923328E-1
9.819683333E0,-3.680918732E0,-9.086731583E0,-3.438530082E-1
9.839571333E0,-3.526166615E0,-9.146522872E0,-3.786686458E-1
9.859459333E0,-3.408176235E0,-9.189057857E0,-4.262035489E-1
9.879347333E0,-3.323462652E0,-9.217049063E0,-4.865353393E-1
9.899235333E0,-3.274557125E0,-9.231240256E0,-5.455114162E-1
9.919123333E0,-3.269117460E0,-9.230160275E0,-5.942364469E-1
9.939012333E0,-3.315068974E0,-9.210722961E0,-6.395240823E-1
9.958900333E0,-3.398507572E0,-9.176328469E0,-6.937219242E-1
9.978788333E0,-3.501062472E0,-9.132218828E0,-7.623935983E-1
9.998676333E0,-3.641386000E0,-9.068193571E0,-8.627131809E-1
1.001856433E1,-3.829825096E0,-8.976793989E0,-9.928363871E-1
1.003845233E1,-4.038277749E0,-8.869029220E0,-1.126380726E0
1.005834033E1,-4.230621323E0,-8.762697603E0,-1.246219265E0
1.007822833E1,-4.354311276E0,-8.694696824E0,-1.295492874E0
1.009811633E1,-4.330805469E0,-8.712899791E0,-1.251246555E0
1.011800433E1,-4.139923407E0,-8.819211527E0,-1.148330954E0
1.013789233E1,-4.030228472E0,-8.877615271E0,-1.086875475E0
1.015778033E1,-3.939711527E0,-8.919101266E0,-1.079071854E0
1.017766833E1,-3.886320601E0,-8.942728695E0,-1.077144539E0
1.019755633E1,-3.890058141E0,-8.945454667E0,-1.040384191E0
1.021744533E1,-3.928657950E0,-8.935343662E0,-9.805105296E-1
1.023733333E1,-3.955890188E0,-8.928774900E0,-9.295100183E-1
1.025722133E1,-3.962938714E0,-8.928646261E0,-9.002702124E-1
1.027710933E1,-3.972812615E0,-8.924778913E0,-8.950932339E-1
1.029699733E1,-4.000910825E0,-8.911605136E0,-9.011825974E-1
1.031688533E1,-4.032083793E0,-8.896470203E0,-9.117337518E-1
1.033677333E1,-4.052647866E0,-8.886315928E0,-9.195484824E-1
1.035666133E1,-4.063156774E0,-8.880815452E0,-9.262725612E-1
1.037654933E1,-4.075888794E0,-8.875543018E0,-9.208559199E-1
1.039643733E1,-4.093391557E0,-8.870279939E0,-8.935228910E-1
1.041632533E1,-4.107942353E0,-8.865874647E0,-8.701493774E-1
1.043621408E1,-4.112007630E0,-8.864445587E0,-8.654983559E-1
1.045610208E1,-4.110842865E0,-8.865713264E0,-8.580268568E-1
1.047599008E1,-4.106191112E0,-8.868990628E0,-8.463465319E-1
1.049587908E1,-4.104926359E0,-8.870032602E0,-8.415454562E-1
1.051576708E1,-4.109151265E0,-8.868376086E0,-8.383881059E-1
1.053565508E1,-4.115908600E0,-8.866037784E0,-8.299308394E-1
1.055554308E1,-4.122400763E0,-8.863573183E0,-8.240005933E-1
1.057543108E1,-4.124803092E0,-8.862402570E0,-8.245693081E-1
1.059531908E1,-4.127201912E0,-8.861017950E0,-8.274668227E-1
1.061520708E1,-4.134320605E0,-8.857617794E0,-8.283028284E-1
1.063509508E1,-4.142727147E0,-8.853372715E0,-8.317013763E-1
1.065498308E1,-4.147531219E0,-8.850388881E0,-8.394711564E-1
1.067487108E1,-4.149641772E0,-8.849400117E0,-8.394708641E-1
1.069475908E1,-4.149953721E0,-8.849764398E0,-8.340770269E-1
1.071464708E1,-4.150829633E0,-8.849976068E0,-8.274302776E-1
1.073453508E1,-4.149953721E0,-8.850716325E0,-8.238965128E-1
1.075442408E1,-4.148842750E0,-8.851120952E0,-8.251408003E-1
1.077431208E1,-4.149335670E0,-8.850840286E0,-8.256822525E-1
1.079420008E1,-4.151226367E0,-8.850239192E0,-8.226191886E-1
1.081408808E1,-4.153076134E0,-8.849932213E0,-8.165584765E-1
1.083397608E1,-4.154077762E0,-8.849543958E0,-8.156674339E-1
1.085386408E1,-4.154725341E0,-8.848772126E0,-8.207333884E-1
1.087375208E1,-4.155771408E0,-8.847744185E0,-8.264817861E-1
1.089364008E1,-4.159342010E0,-8.845219358E0,-8.355096678E-1
1.091352808E1,-4.167271419E0,-8.840126433E0,-8.497869605E-1
1.093341608E1,-4.178769092E0,-8.832768881E0,-8.695953537E-1
1.095330408E1,-4.191175714E0,-8.824683936E0,-8.916875231E-1
1.097319208E1,-4.204239855E0,-8.816521808E0,-9.107233530E-1
1.099308108E1,-4.211782764E0,-8.811068110E0,-9.284912141E-1
1.101296908E1,-4.211107995E0,-8.810117353E0,-9.404762520E-1
1.103285708E1,-4.209281325E0,-8.810652373E0,-9.436432502E-1
1.105274508E1,-4.209093629E0,-8.810303294E0,-9.477253376E-1
1.107263308E1,-4.211431346E0,-8.808473700E0,-9.543323989E-1
1.109252108E1,-4.212699022E0,-8.807490199E0,-9.578124424E-1
1.111240908E1,-4.210094965E0,-8.808507614E0,-9.598944166E-1
1.113229708E1,-4.203708928E0,-8.811490279E0,-9.605091783E-1
1.115218508E1,-4.197723426E0,-8.814513289E0,-9.589444634E-1
1.117207308E1,-4.194536109E0,-8.815991465E0,-9.593080871E-1
1.119196108E1,-4.194957108E0,-8.815214955E0,-9.645854916E-1
1.121185008E1,-4.198558701E0,-8.813194157E0,-9.673753443E-1
1.123173808E1,-4.202572230E0,-8.811686745E0,-9.636823891E-1
1.125162608E1,-4.205549632E0,-8.811413680E0,-9.531311616E-1
1.127151408E1,-4.205372461E0,-8.812679603E0,-9.421407350E-1
1.129140208E1,-4.201427637E0,-8.815248869E0,-9.356647975E-1
1.131129008E1,-4.192760894E0,-8.819715557E0,-9.324601579E-1
1.133117808E1,-4.182822674E0,-8.825203754E0,-9.251276764E-1
1.135106608E1,-4.177309334E0,-8.828854170E0,-9.151572966E-1
1.137095408E1,-4.174709077E0,-8.830962676E0,-9.066374648E-1
1.139084208E1,-4.172709914E0,-8.832839048E0,-8.975343002E-1
1.141073008E1,-4.170623628E0,-8.835246931E0,-8.834274539E-1
1.143061892E1,-4.168034773E0,-8.838103881E0,-8.668934284E-1
1.145050692E1,-4.163444124E0,-8.841361949E0,-8.556535450E-1
1.147039492E1,-4.156554935E0,-8.845219358E0,-8.492629769E-1
1.149028292E1,-4.147595538E0,-8.850214634E0,-8.409908478E-1
1.151017092E1,-4.137714621E0,-8.855884679E0,-8.299167330E-1
1.153005892E1,-4.127632560E0,-8.861890354E0,-8.158856812E-1
1.154994692E1,-4.118168256E0,-8.867578526E0,-8.017778116E-1
1.156983492E1,-4.106374715E0,-8.874354864E0,-7.871523173E-1
1.158972292E1,-4.091363743E0,-8.882862563E0,-7.691674514E-1
1.160961192E1,-4.074134045E0,-8.892588821E0,-7.479362845E-1
1.162949992E1,-4.055142288E0,-8.903024932E0,-7.267050444E-1
1.164938792E1,-4.035674568E0,-8.913608977E0,-7.049813958E-1
1.166927592E1,-4.016745962E0,-8.924359667E0,-6.765275288E-1
1.168916392E1,-3.999036792E0,-8.935144272E0,-6.379565169E-1
1.170905192E1,-3.979648302E0,-8.946686676E0,-5.960808049E-1
1.172893992E1,-3.954584212E0,-8.960360974E0,-5.561691727E-1
1.174882792E1,-3.922330094E0,-8.977178736E0,-5.115604721E-1
1.176871592E1,-3.884791262E0,-8.996037176E0,-4.645805794E-1
1.178860392E1,-3.845702040E0,-9.014672837E0,-4.270037769E-1
1.180849292E1,-3.807098138E0,-9.032130868E0,-4.033912949E-1
1.182838092E1,-3.767668024E0,-9.049391264E0,-3.864010403E-1
1.184826892E1,-3.727008825E0,-9.066811289E0,-3.721031363E-1
1.186815692E1,-3.686363952E0,-9.083957080E0,-3.585341607E-1
1.188804492E1,-3.649058716E0,-9.099680827E0,-3.410172913E-1
1.190793292E1,-3.616502589E0,-9.113510662E0,-3.176749872E-1
1.192782092E1,-3.588343568E0,-9.125507979E0,-2.915555479E-1
1.194770892E1,-3.560427791E0,-9.137683636E0,-2.494321516E-1
1.196759692E1,-3.523963677E0,-9.153229043E0,-1.902132691E-1
1.198748492E1,-3.475544638E0,-9.172630690E0,-1.398679657E-1
1.200737392E1,-3.415268031E0,-9.195591536E0,-1.146612586E-1
1.202726192E1,-3.341697779E0,-9.222748929E0,-1.002638605E-1
1.204714992E1,-3.253464172E0,-9.254519776E0,-7.041027968E-2
1.206703792E1,-3.147495959E0,-9.291295254E0,-3.501099858E-2
1.208692592E1,-3.053281820E0,-9.322694802E0,-3.078595129E-2
1.210681392E1,-2.989861165E0,-9.343171166E0,-4.463146360E-2
1.212670192E1,-2.957574887E0,-9.353465774E0,-3.906612486E-2
1.214658992E1,-2.948414346E0,-9.356415110E0,-2.132632809E-2
1.216647792E1,-2.950656753E0,-9.355723384E0,-1.201282704E-2
1.218636692E1,-2.977316256E0,-9.347277081E0,-1.001126117E-2
1.220625492E1,-3.029085749E0,-9.330631227E0,7.338133446E-3
1.222614292E1,-3.075397744E0,-9.315282871E0,5.949252763E-2
1.224603092E1,-3.105489562E0,-9.304801737E0,1.127033641E-1
1.226591892E1,-3.131431027E0,-9.296074768E0,1.150123290E-1
1.228580692E1,-3.157104689E0,-9.287750672E0,8.039585307E-2
1.230569492E1,-3.188815894E0,-9.277102892E0,5.389390544E-2
1.232558292E1,-3.229524501E0,-9.263047940E0,4.705665111E-2
1.234547092E1,-3.274226173E0,-9.247347581E0,4.604283071E-2
1.236535992E1,-3.318148995E0,-9.231727329E0,3.449246703E-2
1.238524792E1,-3.358319951E0,-9.217240852E0,1.587156225E-2
1.240513592E1,-3.395075841E0,-9.203780562E0,-1.202773259E-3
1.242502392E1,-3.430945585E0,-9.190458850E0,-1.334713082E-2
1.244491192E1,-3.469163572E0,-9.176084055E0,-2.174785981E-2
1.246479992E1,-3.510689620E0,-9.160272599E0,-2.371654195E-2
1.248468792E1,-3.557876358E0,-9.142065539E0,-1.593850374E-2
1.250457592E1,-3.612107821E0,-9.120788691E0,-2.248279829E-3
1.252446392E1,-3.670654530E0,-9.097374101E0,1.400292346E-2
1.254435292E1,-3.726995376E0,-9.074406822E0,2.739304502E-2
1.256424092E1,-3.774445824E0,-9.054804617E0,1.356137760E-2
1.258412892E1,-3.811880575E0,-9.039018304E0,-4.244448618E-2
1.260401692E1,-3.838737129E0,-9.026933278E0,-1.210499538E-1
1.262390492E1,-3.859879784E0,-9.016202468E0,-2.133915223E-1
1.264379292E1,-3.880040984E0,-9.004796889E0,-3.082685348E-1
1.266368092E1,-3.903892361E0,-8.990926124E0,-3.987374594E-1
1.268356892E1,-3.930841593E0,-8.974973751E0,-4.841986823E-1
1.270345692E1,-3.957851052E0,-8.961847336E0,-5.067517219E-1
1.272334592E1,-3.989048578E0,-8.951437538E0,-4.419764497E-1
1.274323392E1,-4.024578015E0,-8.939788715E0,-3.450001954E-1
1.276312192E1,-4.066879989E0,-8.924311135E0,-2.307960155E-1
1.278300992E1,-4.115888427E0,-8.904470363E0,-7.725937919E-2
1.280289792E1,-4.182036516E0,-8.873632148E0,7.301333218E-2
1.282278592E1,-4.251360227E0,-8.839131237E0,1.782786085E-1
1.284267392E1,-4.290794435E0,-8.819996223E0,1.812469841E-1
1.286256192E1,-4.293087420E0,-8.819457695E0,1.505827143E-1
1.288245092E1,-4.278149538E0,-8.826987154E0,1.334868262E-1
1.290233892E1,-4.264262109E0,-8.834021940E0,1.105798289E-1
1.292222692E1,-4.267332482E0,-8.832852497E0,8.187961145E-2
1.294211492E1,-4.283284563E0,-8.825282106E0,6.297168947E-2
1.296200292E1,-4.306780722E0,-8.813983532E0,3.811371849E-2
1.298189092E1,-4.331404224E0,-8.801985630E0,-9.697764760E-3
1.300177892E1,-4.351278326E0,-8.791965841E0,-6.165652276E-2
1.302166692E1,-4.369127828E0,-8.782837753E0,-9.258974623E-2
1.304155492E1,-4.391845431E0,-8.771306459E0,-1.093550931E-1
1.306144392E1,-4.424498037E0,-8.754555355E0,-1.329495493E-1
1.308133192E1,-4.468604169E0,-8.731619652E0,-1.628568331E-1
1.310121992E1,-4.520386234E0,-8.704825956E0,-1.679594606E-1
1.312110792E1,-4.569471563E0,-8.679920910E0,-1.224659576E-1
1.314099592E1,-4.607323514E0,-8.660547330E0,-6.016984534E-2
1.316088392E1,-4.642763780E0,-8.641784785E0,-2.053040784E-2
1.318077192E1,-4.677353569E0,-8.623113456E0,-2.003026990E-2
1.320065992E1,-4.703815143E0,-8.608101314E0,-1.039424809E-1
1.322054792E1,-4.737707944E0,-8.585948553E0,-2.677895582E-1
1.324043692E1,-4.789228054E0,-8.550545416E0,-4.330981836E-1
1.326032492E1,-4.856277491E0,-8.505011394E0,-5.634403681E-1
1.328021292E1,-4.928048555E0,-8.455603591E0,-6.732269217E-1
1.330010092E1,-4.989707444E0,-8.402169980E0,-8.616568813E-1
1.331998892E1,-5.021032732E0,-8.342830097E0,-1.192678138E0
1.333987692E1,-5.011866637E0,-8.293578415E0,-1.527682592E0
1.335976492E1,-4.976037823E0,-8.263930108E0,-1.783979210E0
1.337965292E1,-4.924420942E0,-8.263100973E0,-1.925440898E0
1.339954192E1,-4.845151701E0,-8.296386833E0,-1.982568487E0
1.341942992E1,-4.722588214E0,-8.359789946E0,-2.011755741E0
1.343931733E1,-4.614259481E0,-8.426330091E0,-1.985357463E0
1.345920533E1,-4.593968181E0,-8.470200580E0,-1.840452349E0
1.347909333E1,-4.643916266E0,-8.496486154E0,-1.574761887E0
1.349898133E1,-4.695636058E0,-8.520494821E0,-1.260260768E0
1.351886933E1,-4.710230708E0,-8.546582174E0,-1.002854202E0
1.353875733E1,-4.707223778E0,-8.568543146E0,-8.113011718E-1
1.355864533E1,-4.725682268E0,-8.575321239E0,-6.065471382E-1
1.357853433E1,-4.784850243E0,-8.558828582E0,-2.962827660E-1
1.359842233E1,-4.858120533E0,-8.522417970E0,-5.641911688E-2
1.361831033E1,-4.902299756E0,-8.495740049E0,-1.611484594E-1
1.363819833E1,-4.897749745E0,-8.495832435E0,-2.626572560E-1
1.365808633E1,-4.883841558E0,-8.498804575E0,-3.930812284E-1
1.367797433E1,-4.845134160E0,-8.510882583E0,-5.706525066E-1
1.369786233E1,-4.807002127E0,-8.518129622E0,-7.551653434E-1
1.371775033E1,-4.792827015E0,-8.510964444E0,-9.101704256E-1
1.373763933E1,-4.814409380E0,-8.488456172E0,-1.001841172E0
1.375752733E1,-4.857706258E0,-8.478261552E0,-8.705527622E-1
1.377741533E1,-4.878229400E0,-8.495560539E0,-5.142091146E-1
1.379730333E1,-4.866868553E0,-8.516383644E0,-1.445586569E-1
1.381719133E1,-4.835714295E0,-8.531286442E0,2.629081929E-1
1.383707933E1,-4.807581002E0,-8.526557799E0,6.488954148E-1
1.385696733E1,-4.831992835E0,-8.514326593E0,6.278596180E-1
1.387685533E1,-4.866734359E0,-8.512069568E0,3.093554956E-1
1.389674433E1,-4.882618905E0,-8.508406287E0,-5.604615132E-2
1.391663233E1,-4.897561757E0,-8.495950549E0,-2.623144630E-1
1.393652033E1,-4.920347772E0,-8.480945424E0,-3.159646766E-1
1.395640833E1,-4.939582188E0,-8.469688364E0,-3.178599785E-1
1.397629633E1,-4.958455245E0,-8.459504269E0,-2.942844800E-1
1.399618433E1,-4.976682186E0,-8.450324140E0,-2.464905453E-1
1.401607233E1,-4.991839923E0,-8.443232052E0,-1.716687881E-1
1.403596033E1,-5.004065282E0,-8.437431614E0,-7.188950190E-2
1.405584933E1,-5.011996445E0,-8.432882481E0,4.984811186E-2
1.407573733E1,-5.012985209E0,-8.430005066E0,2.027241361E-1
1.409562533E1,-4.997852030E0,-8.434317972E0,3.461977782E-1
1.411551333E1,-4.981446497E0,-8.440539410E0,4.226169765E-1
1.413540133E1,-4.975144953E0,-8.445032410E0,4.067826068E-1
1.415528933E1,-4.975083557E0,-8.448078809E0,3.385299223E-1
1.417517733E1,-4.978677841E0,-8.448957061E0,2.530003966E-1
1.419506533E1,-4.985782793E0,-8.446731611E0,1.755122360E-1
1.421495433E1,-4.992563809E0,-8.443667670E0,1.219737499E-1
1.423484233E1,-4.996961499E0,-8.441398365E0,9.620191852E-2
1.425473033E1,-4.999543630E0,-8.439918435E0,9.189328803E-2
1.427461833E1,-4.997491842E0,-8.441035838E0,1.004392312E-1
1.429450633E1,-4.992740979E0,-8.443620892E0,1.180035270E-1
1.431439433E1,-4.985630180E0,-8.447451988E0,1.419462397E-1
1.433428233E1,-4.978166209E0,-8.451420493E0,1.656448769E-1
1.435417033E1,-4.969600039E0,-8.456071368E0,1.844710109E-1
1.437405933E1,-4.959624689E0,-8.461695805E0,1.948304863E-1
1.439394733E1,-4.949542919E0,-8.467537174E0,1.974039190E-1
1.441383533E1,-4.940651059E0,-8.472696757E0,1.986679043E-1
1.443372342E1,-4.934183453E0,-8.476470550E0,1.984767369E-1
1.445361142E1,-4.929622625E0,-8.479152083E0,1.973049549E-1
1.447349942E1,-4.926957464E0,-8.480585820E0,2.020997631E-1
1.449338742E1,-4.926872095E0,-8.480430284E0,2.105844933E-1
1.451327542E1,-4.929208058E0,-8.479082501E0,2.101666915E-1
1.453316442E1,-4.933143818E0,-8.477054102E0,1.993239437E-1
1.455305242E1,-4.936056316E0,-8.475701056E0,1.842308365E-1
1.457294042E1,-4.937754933E0,-8.475053769E0,1.678023533E-1
1.459282842E1,-4.938430871E0,-8.474924546E0,1.538184629E-1
1.461271642E1,-4.939693869E0,-8.474359705E0,1.440780797E-1
1.463260442E1,-4.941822256E0,-8.473147577E0,1.423209458E-1
1.465249242E1,-4.943519118E0,-8.472069350E0,1.476144118E-1
1.467238142E1,-4.945366838E0,-8.470925050E0,1.512475975E-1
1.469226942E1,-4.946895885E0,-8.470047383E0,1.504186451E-1
1.471215742E1,-4.948345410E0,-8.469256255E0,1.472709336E-1
1.473204542E1,-4.949126598E0,-8.468872678E0,1.430078291E-1
1.475193342E1,-4.947622694E0,-8.469880153E0,1.351373581E-1
1.477182142E1,-4.944425436E0,-8.471886333E0,1.260928667E-1
1.479170942E1,-4.940039440E0,-8.474509394E0,1.217189940E-1
1.481159842E1,-4.934899153E0,-8.477488550E0,1.227086353E-1
1.483148642E1,-4.930310258E0,-8.480080036E0,1.279026164E-1
1.485137442E1,-4.927086688E0,-8.481830108E0,1.359470147E-1
1.487126242E1,-4.925284576E0,-8.482768586E0,1.425290701E-1
1.489115042E1,-4.924988122E0,-8.482909504E0,1.443109908E-1
1.491103842E1,-4.925953497E0,-8.482424769E0,1.399069959E-1
1.493092642E1,-4.928967737E0,-8.480816200E0,1.308925628E-1
1.495081542E1,-4.934779285E0,-8.477601401E0,1.198024686E-1
1.497070342E1,-4.942495270E0,-8.473250488E0,1.088969181E-1
1.499059142E1,-4.948973985E0,-8.469580191E0,9.988953816E-2
1.501047942E1,-4.951874204E0,-8.467968113E0,9.260747060E-2
1.503036742E1,-4.951863095E0,-8.468049390E0,8.529546347E-2
1.505025542E1,-4.950146352E0,-8.469112998E0,7.930403173E-2
1.507014342E1,-4.947774137E0,-8.470515745E0,7.748010244E-2
1.509003242E1,-4.946057394E0,-8.471516204E0,7.773427360E-2
1.510992042E1,-4.945451623E0,-8.471853588E0,7.932992393E-2
1.512980842E1,-4.944937068E0,-8.472124314E0,8.251954352E-2
1.514969642E1,-4.944662248E0,-8.472259970E0,8.504899420E-2
1.516958442E1,-4.944828309E0,-8.472157059E0,8.543601592E-2
1.518947242E1,-4.945394905E0,-8.471854173E0,8.277838332E-2
1.520936042E1,-4.946445065E0,-8.471288747E0,7.777891343E-2
1.522924942E1,-4.946778356E0,-8.471150753E0,7.146027972E-2
1.524913742E1,-4.945605404E0,-8.471892765E0,6.400845562E-2
1.526902542E1,-4.943633139E0,-8.473099045E0,5.660488475E-2
1.528891342E1,-4.941840382E0,-8.474177272E0,5.142153364E-2
1.530880142E1,-4.940848694E0,-8.474756146E0,5.121947580E-2
1.532868942E1,-4.940681464E0,-8.474825728E0,5.542098347E-2
1.534857842E1,-4.941573749E0,-8.474276090E0,6.014642907E-2
1.536846642E1,-4.942341489E0,-8.473800126E0,6.380890111E-2
1.538835442E1,-4.942441476E0,-8.473744578E0,6.357117982E-2
1.540824242E1,-4.941881897E0,-8.474101843E0,5.939395637E-2
1.542813042E1,-4.941458559E0,-8.474383094E0,5.405185335E-2
