"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.261093736E2,-2.484114726E0,-9.490114034E0,5.510048753E-2
1.261292626E2,-2.386215086E0,-9.507149312E0,3.952017942E-1
1.261491526E2,-2.334157179E0,-9.513777131E0,5.252200795E-1
1.261690416E2,-2.397169991E0,-9.501655269E0,4.563276000E-1
1.261889316E2,-2.566225713E0,-9.462967751E0,3.206715756E-1
1.262088206E2,-2.775874707E0,-9.406500020E0,2.199901051E-1
1.262287106E2,-2.954604501E0,-9.351847265E0,2.221975569E-1
1.262485996E2,-3.047789238E0,-9.313614076E0,4.513301309E-1
1.262684886E2,-2.947942184E0,-9.302503781E0,1.004572334E0
1.262883786E2,-2.698702278E0,-9.259796303E0,1.791448005E0
1.263082676E2,-2.429886332E0,-9.133792314E0,2.627852735E0
1.263281576E2,-2.091789359E0,-8.954525453E0,3.417163113E0
1.263480466E2,-1.461851568E0,-8.825280937E0,4.026599397E0
1.263679356E2,-9.259823931E-1,-8.962881124E0,3.878840550E0
1.263878256E2,-8.521031157E-1,-9.143111606E0,3.451596782E0
1.264077146E2,-8.561637146E-1,-9.198399369E0,3.300381353E0
1.264276046E2,-1.032947190E0,-9.264353623E0,3.056285535E0
1.264474936E2,-1.513704530E0,-9.369225774E0,2.482422249E0
1.264673826E2,-2.105626649E0,-9.371938298E0,1.992282321E0
1.264872726E2,-2.804468176E0,-9.267140990E0,1.578347400E0
1.265071616E2,-3.489253143E0,-9.116802059E0,9.721832905E-1
1.265270516E2,-3.933723978E0,-8.984952024E0,1.804378026E-1
1.265469406E2,-4.055974932E0,-8.917776287E0,-5.083662113E-1
1.265668296E2,-3.919382512E0,-8.951680198E0,-8.613740954E-1
1.265867196E2,-3.603772908E0,-9.081500080E0,-8.805102780E-1
1.266066086E2,-3.239162174E0,-9.221736192E0,-8.387382811E-1
1.266264986E2,-3.074118081E0,-9.248235188E0,-1.120729246E0
1.266463876E2,-3.143196209E0,-9.163148845E0,-1.546973141E0
1.266662776E2,-3.315670068E0,-9.029862149E0,-1.924589397E0
1.266861666E2,-3.452393172E0,-8.922440611E0,-2.169590511E0
1.267060556E2,-3.514697302E0,-8.857662233E0,-2.329127258E0
1.267259456E2,-3.607191482E0,-8.779304280E0,-2.479530801E0
1.267458346E2,-3.603498673E0,-8.766863160E0,-2.528437497E0
1.267657246E2,-3.421936780E0,-8.846972938E0,-2.501507853E0
1.267856136E2,-3.173364334E0,-8.958827249E0,-2.430084553E0
1.268055026E2,-3.005767346E0,-9.050840789E0,-2.298640753E0
1.268253926E2,-3.128546303E0,-8.970902919E0,-2.443610186E0
1.268452816E2,-3.431181228E0,-8.867873810E0,-2.413278193E0
1.268651716E2,-3.890692564E0,-8.846142633E0,-1.686517673E0
1.268850611E2,-4.095486907E0,-8.834642329E0,-1.188351052E0
1.269049501E2,-3.984934478E0,-8.872110118E0,-1.281429443E0
1.269248401E2,-3.683774512E0,-8.959278070E0,-1.548294611E0
1.269447291E2,-3.255189100E0,-9.111968751E0,-1.616131376E0
1.269646191E2,-2.954231156E0,-9.253033413E0,-1.374774394E0
1.269845081E2,-2.830536818E0,-9.333882279E0,-1.050162709E0
1.270043971E2,-2.759891635E0,-9.392095404E0,-6.384614240E-1
1.270242871E2,-2.631007308E0,-9.446517195E0,-2.778322424E-1
1.270441761E2,-2.466066710E0,-9.494635686E0,-8.069100956E-2
1.270640661E2,-2.344141446E0,-9.525434141E0,-8.499177371E-2
1.270839551E2,-2.342338896E0,-9.524806150E0,-1.662676053E-1
1.271038441E2,-2.452598233E0,-9.496690983E0,-1.836161297E-1
1.271237341E2,-2.603518962E0,-9.457699410E0,-9.855992700E-2
1.271436231E2,-2.704382263E0,-9.429433385E0,9.065740591E-2
1.271635131E2,-2.728790003E0,-9.413524280E0,4.187456812E-1
1.271834021E2,-2.708628218E0,-9.382071522E0,9.360531988E-1
1.272032911E2,-2.653730465E0,-9.306705590E0,1.605935879E0
1.272231811E2,-2.510919824E0,-9.193393568E0,2.326568078E0
1.272430701E2,-2.250978198E0,-9.071498417E0,2.979448151E0
1.272629601E2,-1.933985581E0,-8.948386461E0,3.524509222E0
1.272828491E2,-1.534766932E0,-8.827880609E0,3.993634842E0
1.273027391E2,-1.066890131E0,-8.883096451E0,4.023488386E0
1.273226281E2,-9.396675821E-1,-9.104685459E0,3.529567648E0
1.273425171E2,-9.981705827E-1,-9.232372862E0,3.162757485E0
1.273624071E2,-1.196507553E0,-9.363782601E0,2.669087884E0
1.273822961E2,-1.623942964E0,-9.458053751E0,2.035712369E0
1.274021861E2,-2.265722975E0,-9.426867626E0,1.495591610E0
1.274220751E2,-2.973631633E0,-9.302728899E0,9.235055126E-1
1.274419641E2,-3.556575060E0,-9.138672985E0,2.674796558E-1
1.274618541E2,-3.857177201E0,-9.009516177E0,-4.323155338E-1
1.274817431E2,-3.883401963E0,-8.951557991E0,-1.012373616E0
1.275016331E2,-3.799846129E0,-8.953080021E0,-1.280480294E0
1.275215221E2,-3.667732384E0,-9.012308807E0,-1.249862957E0
1.275414111E2,-3.579853995E0,-9.063353246E0,-1.129772184E0
1.275613011E2,-3.619389067E0,-9.012733900E0,-1.380855937E0
1.275811901E2,-3.749976980E0,-8.903448855E0,-1.703643291E0
1.276010801E2,-3.872901533E0,-8.804320423E0,-1.928903473E0
1.276209691E2,-3.953689296E0,-8.738984220E0,-2.057819083E0
1.276408581E2,-4.004235844E0,-8.680032007E0,-2.204375304E0
1.276607481E2,-4.048385538E0,-8.637060819E0,-2.290817909E0
1.276806371E2,-3.969477363E0,-8.670652488E0,-2.301985506E0
1.277005271E2,-3.765750429E0,-8.754323221E0,-2.327446330E0
1.277204161E2,-3.576357068E0,-8.859315240E0,-2.226728040E0
1.277403051E2,-3.427558293E0,-8.951664410E0,-2.087024463E0
1.277601951E2,-3.411510902E0,-8.873839139E0,-2.419229489E0
1.277800841E2,-3.752112091E0,-8.807665615E0,-2.140747511E0
1.277999741E2,-4.334097452E0,-8.722434261E0,-1.170835937E0
1.278198631E2,-4.587894970E0,-8.655556732E0,-5.183431326E-1
1.278397531E2,-4.498947418E0,-8.697981790E0,-5.836977909E-1
1.278596421E2,-4.035328413E0,-8.852307352E0,-1.260506059E0
1.278795311E2,-3.403558981E0,-9.069675255E0,-1.546894934E0
1.278994206E2,-3.007527358E0,-9.259324433E0,-1.206566006E0
1.279193096E2,-2.822670851E0,-9.369530999E0,-6.932070038E-1
1.279391996E2,-2.763643209E0,-9.410176165E0,-2.167781199E-1
1.279590886E2,-2.713044913E0,-9.426578189E0,1.229367406E-1
1.279789776E2,-2.623283428E0,-9.447155710E0,3.251534298E-1
1.279988676E2,-2.550247027E0,-9.467018702E0,3.285068445E-1
1.280187566E2,-2.561132788E0,-9.467137985E0,2.235595379E-1
1.280386466E2,-2.647751395E0,-9.444862432E0,1.418396651E-1
1.280585356E2,-2.740115767E0,-9.418949327E0,1.061777526E-1
1.280784246E2,-2.799967867E0,-9.400532352E0,1.620333076E-1
1.280983146E2,-2.839646487E0,-9.383184832E0,3.582563083E-1
1.281182036E2,-2.894132597E0,-9.346822168E0,7.049819805E-1
1.281380936E2,-2.899292472E0,-9.292749456E0,1.214492126E0
1.281579826E2,-2.749619831E0,-9.227493360E0,1.878576926E0
1.281778716E2,-2.484821654E0,-9.115502808E0,2.639954132E0
1.281977616E2,-2.127880567E0,-8.932685518E0,3.451861368E0
1.282176506E2,-1.640781922E0,-8.723585578E0,4.176481076E0
1.282375406E2,-1.114677743E0,-8.816080343E0,4.155757082E0
1.282574296E2,-9.955914489E-1,-9.063776000E0,3.618406150E0
1.282773186E2,-1.056656626E0,-9.133138011E0,3.421310543E0
1.282972086E2,-1.229933746E0,-9.230211146E0,3.086513886E0
1.283170976E2,-1.587838892E0,-9.385437180E0,2.372436415E0
1.283369876E2,-2.157140034E0,-9.402088881E0,1.784252860E0
1.283568766E2,-2.876110893E0,-9.295521621E0,1.247949456E0
1.283767656E2,-3.530981213E0,-9.131898986E0,6.137478016E-1
1.283966556E2,-3.924272246E0,-8.990712116E0,-5.717994014E-2
1.284165446E2,-4.002676684E0,-8.937949766E0,-5.724717581E-1
1.284364346E2,-3.966604918E0,-8.935605617E0,-8.106110542E-1
1.284563236E2,-3.919776615E0,-8.956225823E0,-8.108403381E-1
1.284762136E2,-3.887157045E0,-8.955977901E0,-9.573888847E-1
1.284961026E2,-3.867916197E0,-8.905394223E0,-1.403302228E0
1.285159916E2,-3.865897738E0,-8.839139423E0,-1.777796803E0
1.285358816E2,-3.888682584E0,-8.773627219E0,-2.034145169E0
1.285557706E2,-3.895356011E0,-8.722931859E0,-2.229967544E0
1.285756606E2,-3.886329079E0,-8.678048047E0,-2.413303190E0
1.285955496E2,-3.903695310E0,-8.627228141E0,-2.562857425E0
1.286154386E2,-3.889002134E0,-8.636979543E0,-2.552326882E0
1.286353286E2,-3.754690713E0,-8.713205016E0,-2.493685741E0
1.286552176E2,-3.562806730E0,-8.824072317E0,-2.382915649E0
1.286751076E2,-3.365489222E0,-8.928100131E0,-2.280053477E0
1.286949966E2,-3.297483765E0,-8.840860258E0,-2.683639558E0
1.287148856E2,-3.550401570E0,-8.770435224E0,-2.590412136E0
1.287347756E2,-4.028179023E0,-8.765623550E0,-1.781490927E0
1.287546646E2,-4.220297479E0,-8.782278759E0,-1.138761401E0
1.287745546E2,-4.133278631E0,-8.831957288E0,-1.071754649E0
1.287944436E2,-3.753609855E0,-8.950616589E0,-1.425823364E0
1.288143326E2,-3.156681643E0,-9.145765073E0,-1.620623207E0
1.288342226E2,-2.807387106E0,-9.296246091E0,-1.390864762E0
1.288541116E2,-2.675456379E0,-9.377630562E0,-1.066814848E0
1.288740016E2,-2.607200369E0,-9.434136885E0,-6.600437893E-1
1.288938910E2,-2.520276246E0,-9.476811619E0,-2.726933987E-1
1.289137800E2,-2.421986451E0,-9.506307313E0,1.385432539E-2
1.289336700E2,-2.363748183E0,-9.520611357E0,8.214371374E-2
1.289535590E2,-2.405808229E0,-9.510253015E0,-5.732734022E-2
1.289734490E2,-2.522863347E0,-9.477091700E0,-2.365875364E-1
1.289933380E2,-2.628655558E0,-9.445662332E0,-3.252120847E-1
1.290132270E2,-2.681239276E0,-9.432969196E0,-2.572228538E-1
1.290331170E2,-2.717480903E0,-9.426094040E0,1.230776997E-2
1.290530060E2,-2.802408494E0,-9.388934984E0,4.800981396E-1
1.290728960E2,-2.823203532E0,-9.326653367E0,1.131004631E0
1.290927850E2,-2.645350528E0,-9.254357808E0,1.896069895E0
1.291126740E2,-2.308007261E0,-9.155259781E0,2.662783124E0
1.291325640E2,-1.841836385E0,-9.019464630E0,3.390132020E0
1.291524530E2,-1.254989942E0,-8.923454518E0,3.877248938E0
1.291723430E2,-9.915193748E-1,-9.093095108E0,3.545226199E0
1.291922320E2,-9.627205952E-1,-9.216132805E0,3.220582354E0
1.292121210E2,-1.006067247E0,-9.247041187E0,3.117074943E0
1.292320110E2,-1.301466828E0,-9.357253016E0,2.642744131E0
1.292519000E2,-1.701603636E0,-9.461217679E0,1.956019497E0
1.292717900E2,-2.283928573E0,-9.430698722E0,1.442811280E0
1.292916790E2,-2.990885012E0,-9.300741431E0,8.870928542E-1
1.293115680E2,-3.555702948E0,-9.141323528E0,1.710499151E-1
1.293314580E2,-3.789757050E0,-9.030335773E0,-5.717522582E-1
1.293513470E2,-3.774427405E0,-8.986268817E0,-1.112110158E0
1.293712370E2,-3.714395796E0,-8.980884116E0,-1.335332585E0
1.293911260E2,-3.634833317E0,-9.028050097E0,-1.232244565E0
1.294110160E2,-3.551042717E0,-9.083779324E0,-1.054098908E0
1.294309050E2,-3.612458362E0,-9.029204922E0,-1.288289543E0
1.294507940E2,-3.789812306E0,-8.903306767E0,-1.613861926E0
1.294706840E2,-3.966164331E0,-8.785319311E0,-1.823129535E0
1.294905730E2,-4.056247120E0,-8.726633731E0,-1.904946846E0
1.295104630E2,-4.079440978E0,-8.706574858E0,-1.946754438E0
1.295303520E2,-4.132992117E0,-8.663922928E0,-2.022598964E0
1.295502410E2,-4.129726740E0,-8.662336578E0,-2.036026510E0
1.295701310E2,-3.969393163E0,-8.737407226E0,-2.034142537E0
1.295900200E2,-3.754809704E0,-8.838489212E0,-2.004649766E0
1.296099090E2,-3.623783834E0,-8.912788028E0,-1.914814168E0
1.296297990E2,-3.705118311E0,-8.834139469E0,-2.113337665E0
1.296496880E2,-4.063636538E0,-8.680876930E0,-2.089343762E0
1.296695780E2,-4.581221543E0,-8.561442288E0,-1.396506448E0
1.296894670E2,-4.803150274E0,-8.509990883E0,-8.636514397E-1
1.297093570E2,-4.734049926E0,-8.549064317E0,-8.592823271E-1
1.297292460E2,-4.480522549E0,-8.660191235E0,-1.078014897E0
1.297491350E2,-3.947017915E0,-8.881069806E0,-1.335579338E0
1.297690250E2,-3.335624276E0,-9.159765646E0,-1.099273765E0
1.297889140E2,-2.886554313E0,-9.346760187E0,-7.361981452E-1
1.298088040E2,-2.601997517E0,-9.449781110E0,-4.090663100E-1
1.298286930E2,-2.410058862E0,-9.508770161E0,-1.049187283E-1
1.298485820E2,-2.258736430E0,-9.544553951E0,1.889692739E-1
1.298684720E2,-2.189615178E0,-9.555764233E0,3.592659763E-1
1.298883605E2,-2.300001546E0,-9.530707160E0,3.342530861E-1
1.299082505E2,-2.567637523E0,-9.465882588E0,2.010242409E-1
1.299281395E2,-2.889477336E0,-9.374632695E0,5.725017068E-2
1.299480285E2,-3.151112170E0,-9.290043949E0,-4.108616428E-2
1.299679185E2,-3.278081534E0,-9.246085167E0,1.409025597E-2
1.299878075E2,-3.155471854E0,-9.281226348E0,3.713983640E-1
1.300076975E2,-2.871631049E0,-9.321865082E0,1.045312370E0
1.300275865E2,-2.602875476E0,-9.273044924E0,1.863267746E0
1.300474755E2,-2.356151627E0,-9.137626333E0,2.681127594E0
1.300673655E2,-2.082698255E0,-8.957056713E0,3.416083133E0
1.300872545E2,-1.640766280E0,-8.797093849E0,4.019343880E0
1.301071445E2,-1.104688506E0,-8.911407500E0,3.950011397E0
1.301270335E2,-9.826687369E-1,-9.123006540E0,3.470045039E0
1.301469225E2,-1.061182079E0,-9.183997677E0,3.280881766E0
1.301668125E2,-1.273904808E0,-9.265335955E0,2.960881487E0
1.301867015E2,-1.691986282E0,-9.384796910E0,2.301926596E0
1.302065915E2,-2.259284167E0,-9.387718179E0,1.732769587E0
1.302264805E2,-2.973907914E0,-9.269910817E0,1.208605369E0
1.302463695E2,-3.636931298E0,-9.095284891E0,5.335069728E-1
1.302662595E2,-4.026085719E0,-8.943088299E0,-2.189320149E-1
1.302861485E2,-4.100451485E0,-8.873419309E0,-8.275388896E-1
1.303060385E2,-4.018257467E0,-8.876187381E0,-1.141487300E0
1.303259275E2,-3.875721645E0,-8.935659996E0,-1.169974935E0
1.303458165E2,-3.728039397E0,-9.010062307E0,-1.075458787E0
1.303657065E2,-3.680020308E0,-8.995252479E0,-1.333783658E0
1.303855955E2,-3.754486645E0,-8.899110221E0,-1.716317423E0
1.304054855E2,-3.855154357E0,-8.788891375E0,-2.032055081E0
1.304253745E2,-3.895604810E0,-8.729040445E0,-2.205501916E0
1.304452635E2,-3.897305472E0,-8.706114097E0,-2.291441807E0
1.304651535E2,-3.944668504E0,-8.670277682E0,-2.345637018E0
1.304850425E2,-3.954588013E0,-8.695218980E0,-2.233946282E0
1.305049325E2,-3.805178789E0,-8.789574330E0,-2.121340895E0
1.305248215E2,-3.564543061E0,-8.907889230E0,-2.044424574E0
1.305447105E2,-3.424953066E0,-8.954842957E0,-2.077643483E0
1.305646005E2,-3.659558561E0,-8.724711167E0,-2.592902758E0
1.305844895E2,-4.153632496E0,-8.547732906E0,-2.433039735E0
1.306043795E2,-4.699199351E0,-8.448531969E0,-1.666114691E0
1.306242685E2,-4.855013323E0,-8.437608785E0,-1.213141566E0
1.306441575E2,-4.724164039E0,-8.527949436E0,-1.091980899E0
1.306640475E2,-4.167002447E0,-8.771813997E0,-1.388327509E0
1.306839365E2,-3.273843472E0,-9.104280832E0,-1.621763853E0
1.307038265E2,-2.707302362E0,-9.323946106E0,-1.403798657E0
1.307237155E2,-2.548006374E0,-9.409762182E0,-1.095515467E0
1.307436045E2,-2.564208424E0,-9.442638152E0,-7.053793719E-1
1.307634945E2,-2.563835664E0,-9.464519602E0,-2.927621757E-1
1.307833835E2,-2.526988557E0,-9.478688575E0,7.011761283E-2
1.308032735E2,-2.520249641E0,-9.476660761E0,2.780990399E-1
1.308231625E2,-2.621556161E0,-9.448415785E0,3.016482807E-1
1.308430515E2,-2.806742158E0,-9.397328662E0,2.202475288E-1
1.308629415E2,-2.960729167E0,-9.351818613E0,1.170325969E-1
1.308828305E2,-3.013972743E0,-9.335192056E0,7.896086412E-2
1.309027208E2,-3.026403047E0,-9.328767720E0,2.260332939E-1
1.309226098E2,-2.992902302E0,-9.321959222E0,6.162007085E-1
1.309424988E2,-2.851545571E0,-9.306760554E0,1.220244983E0
1.309623888E2,-2.620240537E0,-9.252929333E0,1.937461604E0
1.309822778E2,-2.320449113E0,-9.150744562E0,2.667490425E0
1.310021678E2,-2.002851017E0,-9.006808916E0,3.331979706E0
1.310220568E2,-1.686043610E0,-8.841149696E0,3.902235552E0
1.310419458E2,-1.301290388E0,-8.895649838E0,3.925578514E0
1.310618358E2,-1.170001466E0,-9.163707254E0,3.300555015E0
1.310817248E2,-1.222943619E0,-9.281936200E0,2.930214303E0
1.311016148E2,-1.524535474E0,-9.370610980E0,2.470533105E0
1.311215038E2,-2.012022813E0,-9.405195506E0,1.931363689E0
1.311413928E2,-2.690462966E0,-9.326208978E0,1.421024262E0
1.311612828E2,-3.409682186E0,-9.168296733E0,7.432918411E-1
1.311811718E2,-3.893741302E0,-9.004036167E0,-4.717820467E-2
1.312010618E2,-4.023337528E0,-8.917964568E0,-7.202417515E-1
1.312209508E2,-3.966389448E0,-8.905188986E0,-1.096122993E0
1.312408398E2,-3.871066677E0,-8.935583982E0,-1.185878557E0
1.312607298E2,-3.747269135E0,-9.004948332E0,-1.051164190E0
1.312806188E2,-3.675531108E0,-9.010196793E0,-1.242145802E0
1.313005088E2,-3.705420320E0,-8.933604115E0,-1.642163619E0
1.313203978E2,-3.786905071E0,-8.837264221E0,-1.948908113E0
1.313402868E2,-3.859219633E0,-8.762967160E0,-2.133755703E0
1.313601768E2,-3.898380775E0,-8.721230904E0,-2.231340762E0
1.313800658E2,-3.946675268E0,-8.676813700E0,-2.317922970E0
1.313999558E2,-3.960402484E0,-8.672599027E0,-2.310270134E0
1.314198448E2,-3.825801334E0,-8.746123670E0,-2.259353749E0
1.314397338E2,-3.605393464E0,-8.854939769E0,-2.197107215E0
1.314596238E2,-3.398581539E0,-8.965329353E0,-2.075723696E0
1.314795128E2,-3.332354805E0,-8.915971252E0,-2.374229464E0
1.314994028E2,-3.569987696E0,-8.763019200E0,-2.588591898E0
1.315192918E2,-4.085419171E0,-8.693605149E0,-1.991653306E0
1.315391808E2,-4.441204702E0,-8.663811246E0,-1.204234502E0
1.315590708E2,-4.453921811E0,-8.677760364E0,-1.046499574E0
1.315789598E2,-4.183742149E0,-8.787854664E0,-1.227190232E0
1.315988498E2,-3.598757459E0,-8.998985927E0,-1.517662364E0
1.316187388E2,-3.157930608E0,-9.190635436E0,-1.340076578E0
1.316386278E2,-2.989890986E0,-9.283895018E0,-1.051637011E0
1.316585178E2,-2.957209728E0,-9.330019609E0,-6.646502989E-1
1.316784068E2,-2.915676663E0,-9.363303130E0,-2.519471486E-1
1.316982958E2,-2.838919094E0,-9.389860598E0,8.457721526E-2
1.317181858E2,-2.774756427E0,-9.406142170E0,2.476145263E-1
1.317380748E2,-2.786495589E0,-9.403853570E0,1.977458167E-1
1.317579648E2,-2.879300550E0,-9.377896026E0,2.843763183E-2
1.317778538E2,-3.002038869E0,-9.338355399E0,-1.377786642E-1
1.317977428E2,-3.084512384E0,-9.310215674E0,-2.043475424E-1
1.318176328E2,-3.127077190E0,-9.297947631E0,-7.518076255E-2
1.318375218E2,-3.162510732E0,-9.281567826E0,2.951630790E-1
1.318574118E2,-3.100319454E0,-9.264802104E0,8.874353548E-1
1.318773008E2,-2.879076017E0,-9.238020687E0,1.614302513E0
1.318971891E2,-2.554274004E0,-9.173814166E0,2.356462260E0
1.319170791E2,-2.160458622E0,-9.080162237E0,3.019798032E0
1.319369681E2,-1.716917786E0,-8.971029219E0,3.578954109E0
1.319568581E2,-1.257646771E0,-8.921648313E0,3.880543844E0
1.319767471E2,-1.028271537E0,-9.098136578E0,3.521743781E0
1.319966361E2,-1.052358192E0,-9.202797060E0,3.230660615E0
1.320165261E2,-1.232211967E0,-9.271912318E0,2.957940630E0
1.320364151E2,-1.579648990E0,-9.383320488E0,2.386231020E0
1.320563051E2,-2.121038009E0,-9.399703801E0,1.839253232E0
1.320761941E2,-2.829902395E0,-9.303814727E0,1.291034664E0
1.320960831E2,-3.490337217E0,-9.146650926E0,6.264409373E-1
1.321159731E2,-3.908999319E0,-8.997210712E0,-7.782972026E-2
1.321358621E2,-4.039809135E0,-8.914857357E0,-6.643366688E-1
1.321557521E2,-4.029787592E0,-8.888947175E0,-9.917477817E-1
1.321756411E2,-3.968702022E0,-8.914420570E0,-1.009248791E0
1.321955301E2,-3.872823181E0,-8.961258522E0,-9.660176209E-1
1.322154201E2,-3.863630480E0,-8.922942302E0,-1.299822591E0
1.322353091E2,-3.944405087E0,-8.822231614E0,-1.687016441E0
1.322551991E2,-4.019050057E0,-8.727817792E0,-1.977005154E0
1.322750881E2,-4.025473516E0,-8.674789394E0,-2.186249667E0
1.322949771E2,-4.008679143E0,-8.653529502E0,-2.298493111E0
1.323148671E2,-4.059480630E0,-8.607173946E0,-2.381865050E0
1.323347561E2,-4.094257530E0,-8.590475467E0,-2.382623726E0
1.323546461E2,-3.965472897E0,-8.656829086E0,-2.360180505E0
1.323745351E2,-3.731656777E0,-8.767991672E0,-2.330919430E0
1.323944241E2,-3.562438063E0,-8.875138391E0,-2.185650765E0
1.324143141E2,-3.590052124E0,-8.807478504E0,-2.403317754E0
1.324342031E2,-3.873041282E0,-8.646737376E0,-2.543534131E0
1.324540931E2,-4.374082467E0,-8.548533390E0,-2.006503041E0
1.324739821E2,-4.709027059E0,-8.517318614E0,-1.231452122E0
1.324938711E2,-4.705464643E0,-8.546852900E0,-1.022745918E0
1.325137611E2,-4.354447224E0,-8.661957094E0,-1.498467417E0
1.325336501E2,-3.676138926E0,-8.890038266E0,-1.920761810E0
1.325535401E2,-3.217150039E0,-9.121492111E0,-1.638424471E0
1.325734291E2,-3.036888859E0,-9.247707185E0,-1.222018735E0
1.325933181E2,-3.033510922E0,-9.294474970E0,-8.041405984E-1
1.326132081E2,-3.033977238E0,-9.317869095E0,-4.564907007E-1
1.326330971E2,-2.972815947E0,-9.346387135E0,-2.085335276E-1
1.326529871E2,-2.907417471E0,-9.368572640E0,-1.134441606E-1
1.326728761E2,-2.920940034E0,-9.363793711E0,-1.535924863E-1
1.326927651E2,-3.003439569E0,-9.335935237E0,-2.361485932E-1
1.327126551E2,-3.096398019E0,-9.304043353E0,-2.884866733E-1
1.327325441E2,-3.145593275E0,-9.288928301E0,-2.390297174E-1
1.327524341E2,-3.150031312E0,-9.290460856E0,-2.714078563E-2
1.327723231E2,-3.151943352E0,-9.282655408E0,3.656242020E-1
1.327922121E2,-3.085195046E0,-9.264737200E0,9.393141179E-1
1.328121021E2,-2.880319719E0,-9.231910347E0,1.646719769E0
1.328319911E2,-2.582551139E0,-9.140880309E0,2.451704048E0
1.328518811E2,-2.157347610E0,-8.966564285E0,3.344052745E0
1.328717701E2,-1.519569872E0,-8.793270940E0,4.074970196E0
1.328916593E2,-1.277586068E0,-8.933967227E0,3.845532471E0
1.329115493E2,-1.293236726E0,-9.082125147E0,3.475436465E0
1.329314383E2,-1.187033967E0,-9.116619626E0,3.422617981E0
1.329513283E2,-1.305823588E0,-9.178202502E0,3.208040077E0
1.329712173E2,-1.719199954E0,-9.302532433E0,2.596797588E0
1.329911063E2,-2.213513040E0,-9.326392581E0,2.086829166E0
1.330109963E2,-2.885733949E0,-9.233051723E0,1.630772512E0
1.330308853E2,-3.589916176E0,-9.080805430E0,9.421243628E-1
1.330507753E2,-4.056874818E0,-8.931504380E0,7.814123981E-2
1.330706643E2,-4.195955520E0,-8.844725853E0,-6.331596074E-1
1.330905533E2,-4.112348230E0,-8.852345944E0,-9.801421550E-1
1.331104433E2,-3.921610886E0,-8.937122970E0,-9.924290554E-1
1.331303323E2,-3.693755417E0,-9.043301389E0,-9.005249318E-1
1.331502223E2,-3.632671017E0,-9.030406525E0,-1.221287322E0
1.331701113E2,-3.708287502E0,-8.917376922E0,-1.721948438E0
1.331900003E2,-3.807586380E0,-8.782913767E0,-2.144487391E0
1.332098903E2,-3.831964007E0,-8.695558119E0,-2.437091271E0
1.332297793E2,-3.761940676E0,-8.682593672E0,-2.587753992E0
1.332496693E2,-3.713084850E0,-8.674447331E0,-2.683855612E0
1.332695583E2,-3.718182161E0,-8.653683869E0,-2.743169183E0
1.332894473E2,-3.611550289E0,-8.706901717E0,-2.717105804E0
1.333093373E2,-3.408464503E0,-8.822104145E0,-2.605564611E0
1.333292263E2,-3.247468729E0,-8.941020724E0,-2.397539827E0
1.333491153E2,-3.272708528E0,-8.892435039E0,-2.539699235E0
1.333690053E2,-3.562366727E0,-8.765527655E0,-2.590589599E0
1.333888943E2,-4.029795778E0,-8.697143884E0,-2.087221807E0
1.334087843E2,-4.369376043E0,-8.677887248E0,-1.356082161E0
1.334286733E2,-4.370764757E0,-8.714664481E0,-1.089563879E0
1.334485623E2,-4.107330442E0,-8.816602499E0,-1.278076211E0
1.334684523E2,-3.579294417E0,-8.958904433E0,-1.778423916E0
1.334883413E2,-3.266906920E0,-9.103899009E0,-1.637816360E0
1.335082313E2,-3.172671146E0,-9.191312544E0,-1.300025636E0
1.335281203E2,-3.127699334E0,-9.258111720E0,-8.608096198E-1
1.335480093E2,-3.007339954E0,-9.323847873E0,-5.078139783E-1
1.335678993E2,-2.840329442E0,-9.384340242E0,-3.206231533E-1
1.335877883E2,-2.691713685E0,-9.428147582E0,-3.175005574E-1
1.336076783E2,-2.626936476E0,-9.442884319E0,-4.089155615E-1
1.336275673E2,-2.666285022E0,-9.430617446E0,-4.364418773E-1
1.336474563E2,-2.769140469E0,-9.404756965E0,-3.442407517E-1
1.336673463E2,-2.865301438E0,-9.381197364E0,-1.388376954E-1
1.336872353E2,-2.929145724E0,-9.360476001E0,1.941015396E-1
1.337071253E2,-2.972944293E0,-9.321576229E0,7.112882026E-1
1.337270143E2,-2.988489116E0,-9.231972912E0,1.440738734E0
1.337469033E2,-2.880224410E0,-9.110592316E0,2.222057577E0
1.337667933E2,-2.598350024E0,-8.996154120E0,2.924701548E0
1.337866823E2,-2.196097986E0,-8.885526554E0,3.529966428E0
1.338065723E2,-1.603138863E0,-8.814394006E0,3.996561958E0
1.338264613E2,-1.244213524E0,-8.924086018E0,3.879268859E0
1.338463503E2,-1.206665994E0,-9.064461878E0,3.551842324E0
1.338662403E2,-1.110245554E0,-9.133089479E0,3.404428755E0
1.338861293E2,-1.159264224E0,-9.194262464E0,3.218344040E0
1.339060192E2,-1.557409836E0,-9.315658847E0,2.651238089E0
1.339259082E2,-2.041836450E0,-9.363075088E0,2.097573279E0
1.339457972E2,-2.686657013E0,-9.279079835E0,1.707818495E0
1.339656872E2,-3.389898424E0,-9.129900407E0,1.178812270E0
1.339855762E2,-3.892782651E0,-8.994967135E0,4.158350834E-1
1.340054662E2,-4.027245515E0,-8.936634142E0,-3.923692933E-1
1.340253552E2,-3.899047066E0,-8.954982120E0,-9.175129205E-1
