"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
6.236353533E1,-3.398907229E0,-8.896953183E0,-2.351115713E0
6.238342533E1,-3.328844137E0,-8.848650504E0,-2.618451289E0
6.240331533E1,-3.514908971E0,-8.708531921E0,-2.836017413E0
6.242320433E1,-3.873378958E0,-8.659868469E0,-2.497943683E0
6.244309433E1,-4.253144213E0,-8.654142290E0,-1.803529375E0
6.246298333E1,-4.421516834E0,-8.650978947E0,-1.359000068E0
6.248287333E1,-4.359238433E0,-8.670844862E0,-1.431642221E0
6.250276333E1,-3.945846133E0,-8.813526864E0,-1.728630344E0
6.252265233E1,-3.533924993E0,-9.006241152E0,-1.623306348E0
6.254254233E1,-3.309466464E0,-9.136715337E0,-1.343115522E0
6.256243133E1,-3.221484580E0,-9.209716070E0,-1.019460953E0
6.258232133E1,-3.138847635E0,-9.264900337E0,-7.384967588E-1
6.260221133E1,-3.003274678E0,-9.324386401E0,-5.217971195E-1
6.262210033E1,-2.845330566E0,-9.379867707E0,-3.978044265E-1
6.264199033E1,-2.728205281E0,-9.415159746E0,-3.844010002E-1
6.266187933E1,-2.694501053E0,-9.423452268E0,-4.175032940E-1
6.268176933E1,-2.713665595E0,-9.418145335E0,-4.131261049E-1
6.270165933E1,-2.724863597E0,-9.419965573E0,-2.747219440E-1
6.272154833E1,-2.691680941E0,-9.433298979E0,6.165974330E-2
6.274143833E1,-2.635116439E0,-9.430395836E0,5.999027643E-1
6.276132733E1,-2.608578850E0,-9.375509192E0,1.237436601E0
6.278121733E1,-2.543286501E0,-9.284143524E0,1.890103104E0
6.280110733E1,-2.364339045E0,-9.187110735E0,2.498599156E0
6.282099600E1,-2.139090849E0,-9.076293134E0,3.046521269E0
6.284088600E1,-1.805551196E0,-8.943184193E0,3.604932703E0
6.286077500E1,-1.333634408E0,-8.899621267E0,3.905671669E0
6.288066500E1,-1.059432884E0,-9.064133849E0,3.599331948E0
6.290055500E1,-1.000439302E0,-9.209331324E0,3.228535152E0
6.292044400E1,-1.046546571E0,-9.266742795E0,3.044394929E0
6.294033400E1,-1.371237852E0,-9.352870528E0,2.622901605E0
6.296022300E1,-1.874788808E0,-9.407512758E0,2.054255936E0
6.298011300E1,-2.531944365E0,-9.341594757E0,1.599996862E0
6.300000200E1,-3.220742568E0,-9.207015241E0,1.045836500E0
6.301989200E1,-3.721185291E0,-9.071620624E0,3.075410315E-1
6.303978200E1,-3.880818371E0,-8.999029196E0,-4.391319620E-1
6.305967100E1,-3.758224478E0,-9.015420111E0,-9.132701808E-1
6.307956100E1,-3.528021352E0,-9.093796774E0,-1.045009777E0
6.309945000E1,-3.293567593E0,-9.193584187E0,-9.308677418E-1
6.311934000E1,-3.227462773E0,-9.216533924E0,-9.354559057E-1
6.313923000E1,-3.439522574E0,-9.101082405E0,-1.255411234E0
6.315911900E1,-3.722484834E0,-8.941797234E0,-1.556746762E0
6.317900900E1,-3.926625751E0,-8.816131799E0,-1.758838229E0
6.319889800E1,-4.006827915E0,-8.747967882E0,-1.911667051E0
6.321878800E1,-4.031746117E0,-8.704711935E0,-2.051608463E0
6.323867800E1,-4.004133810E0,-8.710175573E0,-2.082271262E0
6.325856700E1,-3.844038800E0,-8.802296117E0,-1.994759640E0
6.327845700E1,-3.559404528E0,-8.937774934E0,-1.919095353E0
6.329834600E1,-3.234738463E0,-9.066625348E0,-1.889151031E0
6.331823600E1,-3.072207211E0,-9.049250931E0,-2.215564975E0
6.333812600E1,-3.253171811E0,-8.932543430E0,-2.421292094E0
6.335801500E1,-3.749181467E0,-8.905539819E0,-1.694439335E0
6.337790500E1,-4.109207398E0,-8.831335729E0,-1.165345913E0
6.339779400E1,-4.061822732E0,-8.808463175E0,-1.465836299E0
6.341768400E1,-3.764183960E0,-8.876961553E0,-1.807372750E0
6.343757400E1,-3.427925791E0,-9.058575486E0,-1.558093814E0
6.345746300E1,-3.187796724E0,-9.210737579E0,-1.111916907E0
6.347735300E1,-3.062040072E0,-9.289687854E0,-7.494807534E-1
6.349724200E1,-2.986568013E0,-9.334388648E0,-4.309225808E-1
6.351713200E1,-2.876361447E0,-9.377452807E0,-1.612853573E-1
6.353702100E1,-2.714963092E0,-9.426807400E0,1.962068158E-2
6.355691100E1,-2.561358491E0,-9.469635331E0,3.949965022E-2
6.357680100E1,-2.489113510E0,-9.488739354E0,-6.513373400E-2
6.359669000E1,-2.494934413E0,-9.485429830E0,-1.950550925E-1
6.361658000E1,-2.538008805E0,-9.473226106E0,-2.293521369E-1
6.363646900E1,-2.593265285E0,-9.460920641E0,-4.543254128E-2
6.365635900E1,-2.656857263E0,-9.435567114E0,3.837844479E-1
6.367624900E1,-2.715264516E0,-9.376107363E0,9.757378860E-1
6.369613800E1,-2.649832126E0,-9.301934263E0,1.639669197E0
6.371602800E1,-2.420712489E0,-9.224573845E0,2.298586520E0
6.373591700E1,-2.135157281E0,-9.118442203E0,2.920823967E0
6.375580700E1,-1.742966547E0,-8.979985399E0,3.543729312E0
6.377569700E1,-1.240244434E0,-8.947346241E0,3.826600356E0
6.379558600E1,-1.069159581E0,-9.169391332E0,3.318924628E0
6.381547600E1,-1.052105811E0,-9.307887313E0,2.914173928E0
6.383536496E1,-1.163857943E0,-9.373936876E0,2.647797880E0
6.385525496E1,-1.520544749E0,-9.466956137E0,2.073835191E0
6.387514496E1,-2.042248532E0,-9.471872476E0,1.532625681E0
6.389503396E1,-2.741220306E0,-9.363317163E0,1.024743254E0
6.391492396E1,-3.395613200E0,-9.197130523E0,3.445422122E-1
6.393481296E1,-3.736066747E0,-9.060545413E0,-4.294408599E-1
6.395470296E1,-3.761918749E0,-8.996593246E0,-1.070224286E0
6.397459196E1,-3.685856706E0,-8.981685770E0,-1.407083476E0
6.399448196E1,-3.625914852E0,-9.003261411E0,-1.424827437E0
6.401437196E1,-3.552453066E0,-9.061611945E0,-1.226122677E0
6.403426096E1,-3.535712487E0,-9.067607095E0,-1.230189562E0
6.405415096E1,-3.668125024E0,-8.958970506E0,-1.586761397E0
6.407403996E1,-3.840310615E0,-8.816099054E0,-1.940235815E0
6.409392996E1,-3.938381285E0,-8.716027467E0,-2.180851517E0
6.411381996E1,-3.921152757E0,-8.687241624E0,-2.322184420E0
6.413370896E1,-3.891539533E0,-8.673671406E0,-2.420633406E0
6.415359896E1,-3.889886525E0,-8.665093541E0,-2.453779078E0
6.417348796E1,-3.783223956E0,-8.726340786E0,-2.402974668E0
6.419337796E1,-3.587682832E0,-8.831186625E0,-2.318350255E0
6.421326796E1,-3.397228201E0,-8.943267224E0,-2.170920021E0
6.423315696E1,-3.278661286E0,-8.979718181E0,-2.202527292E0
6.425304696E1,-3.395309730E0,-8.854121743E0,-2.512470506E0
6.427293596E1,-3.816452513E0,-8.760149387E0,-2.220490523E0
6.429282596E1,-4.356298745E0,-8.670142611E0,-1.444781937E0
6.431271596E1,-4.533068260E0,-8.637161976E0,-1.042524710E0
6.433260496E1,-4.431759109E0,-8.672968571E0,-1.172713478E0
6.435249496E1,-4.089057601E0,-8.804941982E0,-1.410220508E0
6.437238396E1,-3.600028059E0,-9.028571668E0,-1.326950748E0
6.439227396E1,-3.248237053E0,-9.202773086E0,-9.970200699E-1
6.441216296E1,-3.065415670E0,-9.292367048E0,-7.008771620E-1
6.443205296E1,-2.974440596E0,-9.340134707E0,-3.881959894E-1
6.445194296E1,-2.890801146E0,-9.374083641E0,-7.683882734E-2
6.447183196E1,-2.776607363E0,-9.407110469E0,1.811484585E-1
6.449172196E1,-2.674160929E0,-9.434933860E0,2.588032831E-1
6.451161096E1,-2.654673036E0,-9.442707734E0,1.552245538E-1
6.453150096E1,-2.723521661E0,-9.424338706E0,-1.884686883E-2
6.455139096E1,-2.834618759E0,-9.390014965E0,-1.693472059E-1
6.457127996E1,-2.930664246E0,-9.359701830E0,-2.080259345E-1
6.459116996E1,-2.983361108E0,-9.345198396E0,-5.400120642E-2
6.461105896E1,-2.991710055E0,-9.335607793E0,3.635657994E-1
6.463094896E1,-2.864774604E0,-9.325047137E0,1.035682956E0
6.465083796E1,-2.623231973E0,-9.275891933E0,1.820048198E0
6.467072796E1,-2.323792843E0,-9.174319950E0,2.582235974E0
6.469061796E1,-2.007321944E0,-9.035737431E0,3.249957012E0
6.471050696E1,-1.657865147E0,-8.881496653E0,3.821858557E0
6.473039696E1,-1.158884740E0,-8.899575074E0,3.961143911E0
6.475028596E1,-9.496519952E-1,-9.117672125E0,3.493180133E0
6.477017596E1,-1.009377064E0,-9.230859602E0,3.163620826E0
6.479006596E1,-1.175091175E0,-9.334803801E0,2.777893458E0
6.480995496E1,-1.523479174E0,-9.455161133E0,2.124857557E0
6.482984513E1,-2.096543438E0,-9.460151147E0,1.531710007E0
6.484973413E1,-2.828198224E0,-9.342696372E0,9.754102226E-1
6.486962412E1,-3.482930548E0,-9.165423412E0,3.167091368E-1
6.488951412E1,-3.877306826E0,-9.002032326E0,-4.074441827E-1
6.490940312E1,-3.994528004E0,-8.904161630E0,-9.978750790E-1
6.492929312E1,-4.053096932E0,-8.849145763E0,-1.225209196E0
6.494918212E1,-4.084533025E0,-8.842314461E0,-1.168834801E0
6.496907213E1,-4.070057951E0,-8.859714605E0,-1.084527672E0
6.498896213E1,-4.023159773E0,-8.841564263E0,-1.370044289E0
6.500885113E1,-4.006717987E0,-8.792020805E0,-1.697846800E0
6.502874113E1,-4.046933090E0,-8.726451298E0,-1.925480367E0
6.504863013E1,-4.082911885E0,-8.673093116E0,-2.084073666E0
6.506852013E1,-4.095878670E0,-8.625907840E0,-2.248021553E0
6.508840913E1,-4.114730678E0,-8.586985264E0,-2.359824994E0
6.510829913E1,-4.077855797E0,-8.620057701E0,-2.302570228E0
6.512818912E1,-3.907862620E0,-8.713407914E0,-2.245271023E0
6.514807812E1,-3.685492132E0,-8.829146531E0,-2.167815881E0
6.516796812E1,-3.487614461E0,-8.938035135E0,-2.045532767E0
6.518785712E1,-3.474319646E0,-8.866097426E0,-2.357443715E0
6.520774713E1,-3.767392620E0,-8.757990595E0,-2.310937886E0
6.522763713E1,-4.317281737E0,-8.664028763E0,-1.591155725E0
6.524752613E1,-4.639672357E0,-8.591302848E0,-9.481759387E-1
6.526741613E1,-4.641105510E0,-8.589490212E0,-9.575594041E-1
6.528730513E1,-4.271407114E0,-8.706550300E0,-1.478913158E0
6.530719513E1,-3.850813384E0,-8.899703128E0,-1.484126536E0
6.532708413E1,-3.544109381E0,-9.058997070E0,-1.268849743E0
6.534697413E1,-3.350025676E0,-9.168423618E0,-9.764472994E-1
6.536686412E1,-3.237733115E0,-9.237741190E0,-6.460040398E-1
6.538675312E1,-3.134934386E0,-9.288990281E0,-3.506544529E-1
6.540664312E1,-3.002251707E0,-9.338228515E0,-1.417402167E-1
6.542653212E1,-2.867948473E0,-9.381026625E0,-8.551162773E-2
6.544642212E1,-2.794629943E0,-9.402271898E0,-1.529725079E-1
6.546631112E1,-2.786687670E0,-9.402746108E0,-2.426222284E-1
6.548620113E1,-2.810780830E0,-9.394611461E0,-2.772701240E-1
6.550609113E1,-2.826816234E0,-9.392216442E0,-1.774325347E-1
6.552598013E1,-2.822729031E0,-9.394583395E0,1.004948163E-1
6.554587013E1,-2.837446472E0,-9.373048684E0,5.752887273E-1
6.556575913E1,-2.823438298E0,-9.316154691E0,1.213899073E0
6.558564913E1,-2.638284168E0,-9.249420419E0,1.929713020E0
6.560553912E1,-2.342840002E0,-9.156960152E0,2.626266970E0
6.562542813E1,-2.032322738E0,-9.037696833E0,3.228899434E0
6.564531812E1,-1.700634314E0,-8.911423287E0,3.732355519E0
6.566520712E1,-1.251965324E0,-8.892332128E0,3.949062687E0
6.568509712E1,-1.009394459E0,-9.114988838E0,3.483418206E0
6.570498612E1,-1.047427454E0,-9.248592453E0,3.098798009E0
6.572487613E1,-1.208943411E0,-9.340124767E0,2.745294646E0
6.574476613E1,-1.528036933E0,-9.465006675E0,2.077223799E0
6.576465513E1,-2.056344269E0,-9.478316107E0,1.472779429E0
6.578454513E1,-2.786628029E0,-9.364793585E0,8.783197649E-1
6.580443413E1,-3.436794263E0,-9.186973910E0,1.550842938E-1
6.582432396E1,-3.797135944E0,-9.026616359E0,-5.814288885E-1
6.584421396E1,-3.864605504E0,-8.941320686E0,-1.163504040E0
6.586410296E1,-3.851480843E0,-8.896088380E0,-1.503935002E0
6.588399296E1,-3.861897073E0,-8.881131202E0,-1.564399597E0
6.590388196E1,-3.892788791E0,-8.894792637E0,-1.401769819E0
6.592377196E1,-3.906587635E0,-8.878448499E0,-1.465545108E0
6.594366096E1,-3.950518936E0,-8.802520065E0,-1.773462115E0
6.596355096E1,-4.022865658E0,-8.697526292E0,-2.098970764E0
6.598344096E1,-4.039627871E0,-8.615606216E0,-2.385128820E0
6.600332996E1,-3.995898884E0,-8.575449293E0,-2.594331525E0
6.602321996E1,-3.994767740E0,-8.555218511E0,-2.661983810E0
6.604310896E1,-3.975555544E0,-8.581344455E0,-2.606066886E0
6.606299896E1,-3.807071241E0,-8.662800263E0,-2.588086114E0
6.608288796E1,-3.597707006E0,-8.757348570E0,-2.569323860E0
6.610277796E1,-3.429132071E0,-8.842634888E0,-2.506977924E0
6.612266796E1,-3.314457355E0,-8.833529019E0,-2.686860789E0
6.614255696E1,-3.410133298E0,-8.777172385E0,-2.751059124E0
6.616244696E1,-3.844161591E0,-8.746213133E0,-2.227623834E0
6.618233596E1,-4.247595205E0,-8.717332565E0,-1.483958575E0
6.620222596E1,-4.383982680E0,-8.667461078E0,-1.375461003E0
6.622211596E1,-4.209299451E0,-8.700287347E0,-1.680145816E0
6.624200496E1,-3.937364162E0,-8.806248835E0,-1.784166467E0
6.626189496E1,-3.766749718E0,-8.920278895E0,-1.573628404E0
6.628178396E1,-3.638762646E0,-9.021466717E0,-1.268324225E0
6.630167396E1,-3.508119184E0,-9.118840399E0,-8.808638884E-1
6.632156296E1,-3.356991171E0,-9.202019380E0,-5.380937480E-1
6.634145296E1,-3.184924279E0,-9.273571174E0,-3.053759172E-1
6.636134296E1,-2.994117646E0,-9.338886327E0,-2.378634171E-1
6.638123196E1,-2.820833656E0,-9.389659454E0,-3.365818493E-1
6.640112196E1,-2.703815083E0,-9.418368114E0,-4.688723626E-1
6.642101096E1,-2.642234254E0,-9.432880903E0,-5.248671269E-1
6.644090096E1,-2.628618428E0,-9.441024905E0,-4.398988609E-1
6.646079096E1,-2.645415432E0,-9.445684551E0,-1.302051586E-1
6.648067996E1,-2.654959842E0,-9.429172599E0,5.272486248E-1
6.650056996E1,-2.630526374E0,-9.346914554E0,1.396996591E0
6.652045896E1,-2.540530124E0,-9.198904569E0,2.271994991E0
6.654034896E1,-2.324106108E0,-9.042863433E0,3.010191641E0
6.656023796E1,-1.985712389E0,-8.914037578E0,3.582317427E0
6.658012796E1,-1.456722537E0,-8.895242288E0,3.871526853E0
6.660001796E1,-1.130828265E0,-9.007350368E0,3.718193270E0
6.661990696E1,-1.063358705E0,-9.129357786E0,3.429315382E0
6.663979696E1,-9.836285573E-1,-9.204479889E0,3.247478085E0
6.665968596E1,-1.050246251E0,-9.284041783E0,2.989922853E0
6.667957596E1,-1.339915195E0,-9.401929836E0,2.458548360E0
6.669946496E1,-1.724879355E0,-9.484773772E0,1.816574660E0
6.671935496E1,-2.325772418E0,-9.438558549E0,1.319279055E0
6.673924496E1,-3.061687485E0,-9.289010162E0,7.592563478E-1
6.675913396E1,-3.633253692E0,-9.111992725E0,8.454101734E-2
6.677902396E1,-3.883066625E0,-8.991214392E0,-5.620904652E-1
6.679891296E1,-3.897173618E0,-8.945424846E0,-1.013669505E0
6.681880296E1,-3.887592370E0,-8.932046417E0,-1.158137247E0
6.683869283E1,-3.963739783E0,-8.910744426E0,-1.059966297E0
6.685858183E1,-4.032759731E0,-8.853620052E0,-1.259500777E0
6.687847183E1,-4.134081746E0,-8.744975862E0,-1.634282011E0
6.689836083E1,-4.266685780E0,-8.616597903E0,-1.945691560E0
6.691825083E1,-4.355954636E0,-8.513367065E0,-2.187322046E0
6.693813983E1,-4.342207540E0,-8.467966944E0,-2.382200680E0
6.695802983E1,-4.287178224E0,-8.464204261E0,-2.492678265E0
6.697791983E1,-4.264211823E0,-8.477133039E0,-2.488137318E0
6.699780883E1,-4.146562920E0,-8.565275722E0,-2.382897815E0
6.701769883E1,-3.885171623E0,-8.710099559E0,-2.296891558E0
6.703758783E1,-3.554885800E0,-8.849790711E0,-2.297836176E0
6.705747783E1,-3.286626948E0,-8.875393914E0,-2.580998704E0
6.707736683E1,-3.390317669E0,-8.711751983E0,-2.974431532E0
6.709725683E1,-3.885554031E0,-8.568901581E0,-2.777140921E0
6.711714683E1,-4.253497385E0,-8.562981859E0,-2.195274698E0
6.713703583E1,-4.283495355E0,-8.638917310E0,-1.804680107E0
6.715692583E1,-3.899243532E0,-8.798169737E0,-1.903738957E0
6.717681483E1,-3.265205673E0,-8.998094226E0,-2.146828762E0
6.719670483E1,-2.958265443E0,-9.135150622E0,-2.008427652E0
6.721659383E1,-2.981010527E0,-9.193449701E0,-1.682303439E0
6.723648383E1,-3.062804888E0,-9.236046082E0,-1.245311046E0
6.725637383E1,-3.018348507E0,-9.297061193E0,-8.308565998E-1
6.727626283E1,-2.876685675E0,-9.361896290E0,-5.618467825E-1
6.729615283E1,-2.736389044E0,-9.408117360E0,-4.853866903E-1
6.731604183E1,-2.680817399E0,-9.419255136E0,-5.718072951E-1
6.733593183E1,-2.713698632E0,-9.398315672E0,-7.372765180E-1
6.735582083E1,-2.784746102E0,-9.373849168E0,-7.824631427E-1
6.737571083E1,-2.816001224E0,-9.391184993E0,-3.344835395E-1
6.739560083E1,-2.754320993E0,-9.404233639E0,4.584599333E-1
6.741548983E1,-2.569760940E0,-9.382418847E0,1.265950986E0
6.743537983E1,-2.363447344E0,-9.318975388E0,1.951136926E0
6.745526883E1,-2.254976231E0,-9.211953800E0,2.508208762E0
6.747515883E1,-2.152650250E0,-9.096470706E0,2.975973151E0
6.749504783E1,-1.798092634E0,-9.031813949E0,3.380722973E0
6.751493783E1,-1.368333832E0,-9.033918947E0,3.571003065E0
6.753482783E1,-1.170935048E0,-9.080934069E0,3.521597309E0
6.755471683E1,-1.134749773E0,-9.152010484E0,3.345017535E0
6.757460683E1,-1.044556252E0,-9.221789401E0,3.178615133E0
6.759449583E1,-1.055125460E0,-9.305677650E0,2.920132826E0
6.761438583E1,-1.301538310E0,-9.433208347E0,2.357257774E0
6.763427483E1,-1.716662701E0,-9.489373192E0,1.800265021E0
6.765416483E1,-2.338101565E0,-9.431050724E0,1.350806365E0
6.767405483E1,-3.005304831E0,-9.303919977E0,8.008253002E-1
6.769394383E1,-3.506178201E0,-9.161158453E0,1.264943785E-1
6.771383383E1,-3.719808271E0,-9.059747853E0,-5.657747227E-1
6.773372283E1,-3.777364169E0,-8.991293914E0,-1.060308286E0
6.775361283E1,-3.873371065E0,-8.928663803E0,-1.229653080E0
6.777350283E1,-3.971898695E0,-8.896179011E0,-1.148096262E0
6.779339183E1,-4.059450517E0,-8.853874991E0,-1.168701704E0
6.781328183E1,-4.146134319E0,-8.776708117E0,-1.419522989E0
6.783317183E1,-4.228405228E0,-8.691645162E0,-1.676901050E0
6.785306183E1,-4.274873051E0,-8.631911761E0,-1.857857025E0
6.787295083E1,-4.276960215E0,-8.606574022E0,-1.967384876E0
6.789284083E1,-4.287785457E0,-8.586808679E0,-2.029211142E0
6.791273083E1,-4.308497757E0,-8.591830852E0,-1.963002096E0
6.793261983E1,-4.207755201E0,-8.671300360E0,-1.827422122E0
6.795250983E1,-3.940658484E0,-8.795244375E0,-1.830574063E0
6.797239883E1,-3.641354132E0,-8.917924806E0,-1.856678081E0
6.799228883E1,-3.511385731E0,-8.873856096E0,-2.271774112E0
6.801217783E1,-3.815513743E0,-8.719389616E0,-2.377012007E0
6.803206783E1,-4.476654031E0,-8.543344570E0,-1.790791655E0
6.805195783E1,-4.868840818E0,-8.450500726E0,-1.058074138E0
6.807184683E1,-4.813106036E0,-8.504499763E0,-8.623127197E-1
6.809173683E1,-4.357739499E0,-8.703292816E0,-1.224310917E0
6.811162583E1,-3.508421193E0,-8.988351011E0,-1.771053940E0
6.813151583E1,-2.974604902E0,-9.224719441E0,-1.514062818E0
6.815140483E1,-2.848754987E0,-9.321892564E0,-1.105892886E0
6.817129483E1,-2.923059065E0,-9.341770173E0,-6.504889273E-1
6.819118483E1,-2.953615152E0,-9.352630792E0,-2.013244406E-1
6.821107383E1,-2.892290724E0,-9.372325383E0,1.739457487E-1
6.823096383E1,-2.811896771E0,-9.391004899E0,3.719471983E-1
6.825085283E1,-2.796844576E0,-9.396521162E0,3.452048114E-1
6.827074283E1,-2.850358294E0,-9.385086347E0,1.780521386E-1
6.829063183E1,-2.928554278E0,-9.362666368E0,-1.241318544E-2
6.831052183E1,-2.973203617E0,-9.348217898E0,-8.367954888E-2
6.833041183E1,-2.980878672E0,-9.345439886E0,1.149939286E-1
6.835030083E1,-2.971285146E0,-9.328191769E0,6.264190102E-1
6.837019083E1,-2.882410976E0,-9.286138009E0,1.302093796E0
6.839007983E1,-2.669181148E0,-9.225695926E0,1.999524536E0
6.840996983E1,-2.409609796E0,-9.138421555E0,2.630424925E0
6.842985883E1,-2.166043590E0,-9.032096955E0,3.156828993E0
6.844974883E1,-1.913069798E0,-8.915697602E0,3.617538131E0
6.846963883E1,-1.505001534E0,-8.835618814E0,3.987846099E0
6.848952783E1,-1.142138168E0,-9.006273311E0,3.717346886E0
6.850941783E1,-1.087594244E0,-9.209301503E0,3.200314443E0
6.852930683E1,-1.238842710E0,-9.303273860E0,2.854899242E0
6.854919683E1,-1.651404412E0,-9.398402211E0,2.275738817E0
6.856908583E1,-2.188866149E0,-9.406812846E0,1.719551664E0
6.858897583E1,-2.875200482E0,-9.299930422E0,1.216815737E0
6.860886483E1,-3.530095359E0,-9.136698965E0,5.433718834E-1
6.862875483E1,-3.905032276E0,-8.995924909E0,-2.452847763E-1
6.864864483E1,-3.958634286E0,-8.934020437E0,-8.652095034E-1
6.866853383E1,-3.869582361E0,-8.939733167E0,-1.159140921E0
6.868842383E1,-3.764693253E0,-8.985044995E0,-1.154186502E0
6.870831283E1,-3.659643053E0,-9.036106975E0,-1.091726983E0
6.872820283E1,-3.647111008E0,-9.005764604E0,-1.353093795E0
6.874809183E1,-3.763570003E0,-8.901584762E0,-1.683276561E0
6.876798183E1,-3.919724867E0,-8.784412408E0,-1.925090504E0
6.878787183E1,-4.015696679E0,-8.706480718E0,-2.075448000E0
6.880776083E1,-4.052707800E0,-8.668070358E0,-2.162454715E0
6.882765021E1,-4.091038637E0,-8.632580098E0,-2.231160814E0
6.884753921E1,-4.027161900E0,-8.671678090E0,-2.195466048E0
6.886742921E1,-3.811791990E0,-8.794915177E0,-2.087062032E0
6.888731821E1,-3.470619528E0,-8.945546468E0,-2.041591159E0
6.890720821E1,-3.114679046E0,-9.025082635E0,-2.254500853E0
6.892709821E1,-3.155796667E0,-8.882718721E0,-2.715578219E0
6.894698721E1,-3.724635148E0,-8.690754046E0,-2.614191300E0
6.896687721E1,-4.296013659E0,-8.585004812E0,-2.019425242E0
6.898676621E1,-4.495599887E0,-8.587862931E0,-1.508068253E0
6.900665621E1,-4.242374811E0,-8.707187061E0,-1.556679519E0
6.902654521E1,-3.431171873E0,-8.963084607E0,-2.031320964E0
6.904643521E1,-2.719602858E0,-9.209195083E0,-2.007634624E0
6.906632521E1,-2.425647539E0,-9.353732407E0,-1.691161093E0
6.908621421E1,-2.458377036E0,-9.409172782E0,-1.288403125E0
6.910610421E1,-2.512103008E0,-9.442275624E0,-8.768493363E-1
6.912599321E1,-2.473550561E0,-9.477173561E0,-5.484740176E-1
6.914588321E1,-2.417034444E0,-9.499846140E0,-3.833581128E-1
6.916577221E1,-2.424669739E0,-9.499124009E0,-3.517485400E-1
6.918566221E1,-2.493799469E0,-9.479232951E0,-4.014766241E-1
6.920555221E1,-2.541197291E0,-9.462672467E0,-4.860360967E-1
6.922544121E1,-2.497930527E0,-9.476633279E0,-4.357237296E-1
6.924533121E1,-2.401194045E0,-9.511590858E0,-5.148912494E-3
6.926522021E1,-2.289648466E0,-9.501715495E0,8.432212682E-1
6.928511021E1,-2.188140802E0,-9.391765037E0,1.800801357E0
6.930499921E1,-2.101989973E0,-9.205164013E0,2.661334769E0
6.932488921E1,-1.983428905E0,-9.029331222E0,3.282271649E0
6.934477821E1,-1.769631166E0,-8.940861679E0,3.628430324E0
6.936466821E1,-1.317748692E0,-8.997635220E0,3.679970899E0
6.938455821E1,-9.980673793E-1,-9.081501834E0,3.572993749E0
6.940444721E1,-8.624828006E-1,-9.154944617E0,3.417486464E0
6.942433721E1,-7.417859638E-1,-9.256067533E0,3.164025453E0
6.944422621E1,-7.864448042E-1,-9.360415190E0,2.828469242E0
6.946411621E1,-1.100356670E0,-9.458279454E0,2.359298160E0
6.948400521E1,-1.588287520E0,-9.512421747E0,1.796461261E0
6.950389521E1,-2.254834583E0,-9.453461933E0,1.335623777E0
6.952378521E1,-2.979173332E0,-9.311399150E0,8.114809006E-1
6.954367421E1,-3.542100278E0,-9.147242079E0,1.326956522E-1
6.956356421E1,-3.793895125E0,-9.028155347E0,-5.786752884E-1
6.958345321E1,-3.787999377E0,-8.978408405E0,-1.129300606E0
6.960334321E1,-3.674411658E0,-8.992428274E0,-1.367868686E0
6.962323221E1,-3.554534382E0,-9.051942989E0,-1.289843440E0
6.964312221E1,-3.455395718E0,-9.100491251E0,-1.215491050E0
6.966301221E1,-3.498261071E0,-9.049849686E0,-1.448612595E0
6.968290121E1,-3.659924304E0,-8.926374033E0,-1.777893135E0
6.970279121E1,-3.815504095E0,-8.798173830E0,-2.066434371E0
6.972268021E1,-3.864547616E0,-8.728218327E0,-2.262648948E0
6.974257021E1,-3.848154655E0,-8.705180882E0,-2.376472309E0
6.976245921E1,-3.850932375E0,-8.702750194E0,-2.380874824E0
6.978234921E1,-3.773300647E0,-8.771703485E0,-2.248447376E0
6.980223821E1,-3.556038286E0,-8.896823375E0,-2.106470841E0
6.982212821E1,-3.251824612E0,-9.033842933E0,-2.012806778E0
6.984201812E1,-3.022149197E0,-9.070081637E0,-2.199164850E0
6.986190712E1,-3.162490559E0,-8.941105508E0,-2.508260218E0
6.988179712E1,-3.618706989E0,-8.858538730E0,-2.160410236E0
6.990168612E1,-4.161753402E0,-8.770073281E0,-1.414828113E0
6.992157612E1,-4.297669591E0,-8.744163684E0,-1.142678451E0
6.994146512E1,-4.099631413E0,-8.793796020E0,-1.448546375E0
6.996135513E1,-3.613822810E0,-8.952381864E0,-1.741044859E0
6.998124513E1,-3.070981342E0,-9.189426232E0,-1.536103898E0
7.000113413E1,-2.754511904E0,-9.343241917E0,-1.163015433E0
7.002102413E1,-2.639836896E0,-9.413605556E0,-8.070874489E-1
7.004091313E1,-2.597223265E0,-9.449981085E0,-4.340472598E-1
7.006080313E1,-2.503096249E0,-9.484906504E0,-8.466652234E-2
7.008069213E1,-2.389166615E0,-9.513806952E0,1.243072458E-1
7.010058213E1,-2.356354672E0,-9.521949785E0,1.271011550E-1
7.012047113E1,-2.436214627E0,-9.502682040E0,-1.597840613E-3
7.014036112E1,-2.590205145E0,-9.460616586E0,-1.538169829E-1
7.016025112E1,-2.761204627E0,-9.411034536E0,-2.104142845E-1
7.018014012E1,-2.899946776E0,-9.371571677E0,-8.300116337E-3
7.020003013E1,-2.956367144E0,-9.339773934E0,5.144300663E-1
7.021991912E1,-2.821269858E0,-9.316607850E0,1.215456552E0
7.023980913E1,-2.570848814E0,-9.264126751E0,1.950071563E0
7.025969812E1,-2.334677289E0,-9.154038883E0,2.643661267E0
