"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.891363796E1,6.038957548E0,1.784683068E0,-3.454698730E-1
3.893352796E1,6.509107600E0,4.165517839E0,4.892393695E0
3.895341696E1,5.942103683E0,6.354824138E0,1.316395003E1
3.897330696E1,5.663237690E0,7.515423355E0,1.393136201E1
3.899319696E1,4.484408024E0,8.503936091E0,8.943972690E-1
3.901308696E1,6.537201133E0,1.048898102E1,3.130517399E-1
3.903297596E1,9.410070330E0,1.031422178E1,5.673389626E0
3.905286596E1,1.022754382E1,8.703678147E0,1.812102417E0
3.907275596E1,8.149452735E0,4.691219949E0,-2.286016906E0
3.909264496E1,1.614375311E-1,-5.876244739E0,-2.003641531E1
3.911253496E1,-1.311423467E1,-2.019245411E1,-1.314247087E1
3.913242496E1,-1.640071368E1,-1.168075818E1,-8.359941974E0
3.915231396E1,-8.716543191E0,3.877790390E0,-3.751870601E0
3.917220396E1,-3.455131423E-1,4.676743997E0,2.045584778E1
3.919209396E1,5.776535679E0,-2.383367200E0,7.184872652E0
3.921198396E1,1.144438331E1,-7.335105164E0,-4.128825392E0
3.923187296E1,7.875757434E0,-4.348398280E0,4.835521045E0
3.925176296E1,6.428432397E0,1.664637977E-1,3.722908173E0
3.927165296E1,6.082333363E0,1.851187545E-1,4.517605591E0
3.929154196E1,5.868260951E0,-5.225159615E-1,5.001463856E0
3.931143196E1,4.941495981E0,-2.181520146E-1,3.708077295E0
3.933132196E1,2.350547071E0,-2.247459197E0,3.859743544E0
3.935121196E1,-3.805864960E-2,-3.257321872E0,5.038689569E0
3.937110096E1,-9.802690396E-1,-1.797558637E0,5.072583539E0
3.939099096E1,-1.433402817E0,4.387183446E-1,3.966179241E0
3.941088096E1,-1.952918572E0,3.328726900E0,-1.072699778E0
3.943076996E1,-2.861579101E0,4.145913295E0,-1.738428084E0
3.945065996E1,-4.410205980E0,3.705684614E0,-2.397095293E-1
3.947054996E1,-3.117502667E0,4.537051676E0,-8.431357527E-1
3.949043896E1,-3.025102626E0,3.100225314E0,-3.349743547E0
3.951032896E1,-3.009933195E0,1.047469043E0,-4.836208093E0
3.953021896E1,-2.034724482E0,1.212917179E-1,-1.190654022E1
3.955010896E1,-3.587272065E0,-1.429720241E-1,-9.372360467E0
3.956999796E1,-6.511007946E0,-1.137407990E0,-8.250210786E-1
3.958988796E1,-9.096687638E0,-2.578394061E0,-5.294639740E0
3.960977796E1,-8.439471123E0,-2.087602168E-1,-1.138341557E1
3.962966696E1,-1.239516280E1,-1.357810598E0,-7.973573166E-1
3.964955696E1,-1.613036767E1,-3.558212573E0,-4.280345460E0
3.966944696E1,-1.383018412E1,-4.072035479E0,-4.412234964E0
3.968933696E1,-8.538111312E0,-4.613339714E0,5.435782755E0
3.970922596E1,-4.472643134E0,-4.709412391E0,5.247357400E0
3.972911596E1,-2.849486474E0,-7.215170000E0,3.594413854E0
3.974900596E1,-1.510554781E0,-1.031626830E1,-2.876646498E0
3.976889496E1,9.979875648E-1,-1.201770632E1,3.875534534E-3
3.978878496E1,3.193593653E0,-8.657333116E0,1.089946491E1
3.980867425E1,5.330561525E0,-5.458664664E0,7.104882742E0
3.982856325E1,6.059662539E0,4.896768290E-1,-3.116059574E0
3.984845325E1,5.927051196E0,2.796184718E0,1.142355465E0
3.986834325E1,5.729296024E0,5.365931332E0,6.698304788E0
3.988823325E1,5.266697066E0,6.542815629E0,1.162870743E1
3.990812225E1,5.201226962E0,7.188621302E0,1.152022053E1
3.992801225E1,4.071840767E0,7.722223000E0,1.929559238E-1
3.994790225E1,7.530020928E0,8.698952428E0,3.352105823E0
3.996779125E1,9.564857823E0,8.710857359E0,4.995409064E0
3.998768125E1,7.806156857E0,6.842839188E0,2.913837129E0
4.000757125E1,4.555780892E0,2.790081979E0,-1.077714935E-1
4.002746025E1,-9.633030510E-1,-5.898263015E0,-1.500666730E1
4.004735025E1,-1.208833717E1,-1.614795375E1,-1.487669422E1
4.006724025E1,-1.264922081E1,-7.210767047E0,-8.468469805E0
4.008713025E1,-7.896379395E0,4.781422021E0,-1.005467440E1
4.010701925E1,5.222896743E-1,6.595430045E0,1.396851989E1
4.012690925E1,5.469278530E0,-1.840043921E0,1.172527771E1
4.014679925E1,9.577401270E0,-1.015210188E1,-1.747478989E0
4.016668825E1,8.240070544E0,-1.161475481E1,2.050583446E-1
4.018657825E1,5.493048631E0,-1.250156926E0,2.333187418E0
4.020646825E1,5.677375088E0,3.401347564E0,3.721411285E0
4.022635725E1,6.453083088E0,2.945308598E0,3.976320652E0
4.024624725E1,6.196401431E0,8.230078822E-1,2.298045799E0
4.026613725E1,4.383273413E0,-1.747603535E0,2.543232999E0
4.028602725E1,1.646296723E0,-4.041687845E0,4.010137439E0
4.030591625E1,-7.649669579E-1,-3.402974845E0,5.509287518E0
4.032580625E1,-1.003370804E0,-4.223543268E-1,5.466585302E0
4.034569625E1,-1.098418464E0,2.372248135E0,5.483845114E0
4.036558525E1,-1.583093584E0,4.438451248E0,5.796381129E0
4.038547525E1,-2.196315648E0,4.274038069E0,1.815107886E0
4.040536525E1,-4.293520406E0,3.513082008E0,-9.367625391E-1
4.042525425E1,-4.436873377E0,4.054008513E0,-2.510696168E0
4.044514425E1,-4.745786165E0,1.752693536E0,-2.891995440E0
4.046503425E1,-4.035807885E0,9.437675035E-1,-3.736923656E0
4.048492425E1,-4.267024333E0,1.934060133E-1,-8.981506845E0
4.050481325E1,-4.284086509E0,-1.506166738E-1,-2.108121451E1
4.052470325E1,-5.797062330E0,-3.226909334E0,-6.725842835E0
4.054459325E1,-9.619515840E0,-3.036484816E0,4.436840925E0
4.056448225E1,-1.204333232E1,2.797904384E-1,-7.300913571E0
4.058437225E1,-1.666742039E1,-2.758369020E0,-1.128012567E1
4.060426225E1,-1.506201822E1,-2.091016942E0,-5.373913951E0
4.062415225E1,-1.003445707E1,-5.990914485E0,1.003184570E0
4.064404125E1,-4.181415834E0,-4.450069665E0,7.125824545E0
4.066393125E1,-2.027902097E0,-6.072642188E0,4.549417952E0
4.068382125E1,-1.364498936E0,-9.437243510E0,-1.136174812E0
4.070371025E1,3.813901958E-1,-1.320663705E1,-2.740256685E0
4.072360025E1,3.282946125E0,-1.162752980E1,6.224363401E0
4.074349025E1,5.571080893E0,-7.862370234E0,6.687618417E0
4.076337925E1,7.225331876E0,-2.261994206E0,7.166605512E-1
4.078326925E1,5.966986510E0,1.460932093E0,2.805787893E-1
4.080315913E1,5.595569032E0,4.252703333E0,4.533870206E0
4.082304813E1,5.089453926E0,6.140254712E0,1.095348851E1
4.084293813E1,5.018039542E0,8.050923643E0,1.296810339E1
4.086282812E1,4.618992802E0,9.221588257E0,3.639362863E0
4.088271812E1,6.831880921E0,1.090501041E1,5.211860123E-1
4.090260712E1,9.086008283E0,9.718786944E0,6.353757606E0
4.092249713E1,9.878525859E0,7.778695409E0,3.667906046E0
4.094238713E1,8.262202256E0,3.947458795E0,1.540462120E-1
4.096227613E1,-1.461186447E0,-5.854228803E0,-1.816891286E1
4.098216613E1,-1.657722007E1,-2.008976531E1,-1.743271216E1
4.100205612E1,-1.647201463E1,-9.965732403E0,-5.340978924E0
4.102194513E1,-9.160884218E0,6.257883734E0,-5.495436634E0
4.104183512E1,-1.282659844E-1,8.546295660E0,1.819893715E1
4.106172513E1,6.148630264E0,-1.726515552E0,8.223567363E0
4.108161513E1,1.041705091E1,-1.136457818E1,-7.215161229E0
4.110150413E1,9.706789042E0,-7.547940305E0,4.864047271E0
4.112139413E1,8.196733906E0,-1.121208864E0,2.901524062E0
4.114128412E1,8.879424984E0,6.546285367E-1,2.778955897E0
4.116117313E1,8.142100446E0,-5.875510329E-1,4.522402647E0
4.118106312E1,6.686776417E0,-1.685951078E-1,4.140187701E0
4.120095313E1,4.453908070E0,-1.379869804E0,4.174217327E0
4.122084212E1,1.633761170E0,-3.380492300E0,4.842389184E0
4.124073213E1,-7.759494907E-1,-3.389829134E0,5.466547880E0
4.126062213E1,-1.795558890E0,-1.463549307E0,4.618203428E0
4.128051212E1,-2.082809790E0,1.700690739E0,3.668236706E0
4.130040113E1,-3.441068285E0,4.210371830E0,-4.869912028E-1
4.132029112E1,-6.558506048E0,3.577212515E0,3.609398514E-1
4.134018113E1,-6.982817438E0,4.792740476E0,2.494942600E-1
4.136007012E1,-5.344680212E0,5.052734581E0,-1.626487234E0
4.137996013E1,-5.573045558E0,2.288980275E0,-4.489713787E0
4.139985013E1,-2.770259918E0,1.675446555E0,-1.013826503E1
4.141973913E1,-5.816767739E-1,9.481961846E-1,-1.893234405E1
4.143962913E1,-3.605521810E0,-1.364843629E0,-4.190604733E0
4.145951912E1,-6.237380472E0,-4.277629429E0,-1.175154691E0
4.147940813E1,-9.306300378E0,-3.778375445E0,-1.184397034E1
4.149929812E1,-1.197666003E1,1.991877401E-1,-8.244824331E0
4.151918813E1,-1.609298992E1,-1.244844146E0,-7.449489566E0
4.153907813E1,-1.432073511E1,-4.797846265E0,4.862193704E-2
4.155896713E1,-9.059639094E0,-5.863113062E0,1.063713660E1
4.157885713E1,-3.252207020E0,-4.200681825E0,6.035167968E0
4.159874712E1,-2.720232895E0,-6.928352963E0,1.271530838E0
4.161863613E1,-2.524862802E0,-1.068667304E1,-3.571113285E0
4.163852612E1,-1.397247144E0,-1.207806946E1,2.172485175E0
4.165841613E1,1.482242855E-1,-8.342050079E0,1.071490457E1
4.167830512E1,3.705491364E0,-5.607837076E0,9.304101241E0
4.169819513E1,7.839600592E0,-9.833303493E-1,-5.384186339E0
4.171808513E1,6.964477646E0,1.479529747E0,-3.324175720E-1
4.173797512E1,6.641138899E0,4.046333458E0,7.461932441E0
4.175786413E1,6.069975858E0,5.714865096E0,1.176546328E1
4.177775412E1,5.972334373E0,6.696979224E0,1.085693812E1
4.179764413E1,6.655717177E0,8.888082372E0,-2.240492240E-1
4.181753321E1,8.623752556E0,1.003732805E1,2.180878122E0
4.183742321E1,9.967157954E0,9.155309483E0,5.011790038E0
4.185731321E1,1.033064076E1,7.133860958E0,8.192663951E-1
4.187720221E1,6.188556222E0,2.670668972E0,-2.802327803E-1
4.189709221E1,-3.870275256E0,-7.377314460E0,-1.862114120E1
4.191698221E1,-1.764074674E1,-1.890674260E1,-1.388906559E1
4.193687121E1,-1.662774820E1,-8.029966637E0,-8.426272788E0
4.195676121E1,-7.275096359E0,6.633291351E0,9.962603704E-1
4.197665121E1,1.188178487E0,1.986323715E0,1.659514997E1
4.199654021E1,8.406615618E0,-2.930349666E0,6.578042765E0
4.201643021E1,1.174392331E1,-7.016285146E0,-2.939801982E0
4.203632021E1,7.316422141E0,-4.674150172E0,3.706207355E0
4.205621021E1,7.085781643E0,-2.440600916E0,2.053404289E0
4.207609921E1,7.142494372E0,-1.203600810E0,3.120699924E0
4.209598921E1,6.989042383E0,1.066894662E0,3.537640314E0
4.211587921E1,6.094403186E0,1.180737612E0,2.993193201E0
4.213576821E1,3.569461446E0,-1.054716666E0,2.938300125E0
4.215565821E1,7.626470751E-1,-2.422300301E0,4.359222060E0
4.217554821E1,-8.098899463E-1,-1.499692116E0,4.875903085E0
4.219543721E1,-1.076224772E0,4.395527422E-1,5.075207770E0
4.221532721E1,-1.449968856E0,2.276887649E0,4.298375350E0
4.223521721E1,-3.133046905E0,2.787410386E0,9.035486001E-1
4.225510621E1,-5.615318588E0,2.945027931E0,-2.162890917E0
4.227499621E1,-6.158854120E0,2.781699411E0,-2.968277630E0
4.229488621E1,-4.129647510E0,3.824574296E0,-3.395150685E0
4.231477621E1,-3.263142191E0,2.632945660E0,-4.002463553E0
4.233466521E1,-3.450994226E0,2.043998312E0,-6.319298794E0
4.235455521E1,-5.244101086E0,2.955182791E-2,-1.640437170E1
4.237444521E1,-4.945172710E0,-1.521810379E0,-9.728620791E0
4.239433421E1,-6.593648983E0,-4.515944397E0,-1.907022900E0
4.241422421E1,-7.877892838E0,-1.548634481E0,-5.272889852E0
4.243411421E1,-1.353223340E1,-1.255746864E0,-8.164661343E0
4.245400321E1,-1.559943230E1,-1.968576831E0,-1.003776425E1
4.247389321E1,-1.256442683E1,-4.973142282E0,1.645699284E0
4.249378321E1,-7.818501499E0,-4.956342062E0,8.210539767E0
4.251367221E1,-4.387517029E0,-5.212205694E0,5.636526439E0
4.253356221E1,-3.313866786E0,-7.978027575E0,1.339834503E0
4.255345221E1,-1.956655820E0,-1.082614785E1,-2.956480873E0
4.257334121E1,5.497961462E-1,-1.127976431E1,1.337944683E0
4.259323121E1,2.965977628E0,-8.782841846E0,9.043362200E0
4.261312121E1,6.240727419E0,-5.347720764E0,4.556222942E0
4.263301121E1,6.455718428E0,-4.872929192E-1,-1.301846312E0
4.265290021E1,6.536283120E0,2.631315456E0,2.468837121E0
4.267279021E1,5.707299383E0,5.134028420E0,9.729344677E0
4.269268021E1,5.437587790E0,7.046003619E0,1.329073287E1
4.271256921E1,5.441879647E0,8.268055903E0,9.710963370E0
4.273245921E1,5.711144512E0,9.947634101E0,-2.599445207E0
4.275234921E1,8.662614321E0,9.969770490E0,3.200151891E0
4.277223821E1,1.044689627E1,8.917117891E0,4.278168834E0
4.279212821E1,9.922806823E0,5.997072188E0,9.338927257E-1
4.281201837E1,3.913871512E0,5.143783915E-1,-3.084323226E0
4.283190738E1,-1.021614409E1,-1.421187633E1,-3.061628311E1
4.285179737E1,-1.540954046E1,-1.518614291E1,-4.462439158E0
4.287168737E1,-1.233348520E1,-1.037244017E0,-5.336054399E0
4.289157637E1,-1.967702380E0,1.020584714E1,6.460355855E0
4.291146638E1,4.781022071E0,1.921205029E0,1.142645458E1
4.293135638E1,6.864840506E0,-1.130907640E1,2.696988459E0
4.295124637E1,5.513800399E0,-1.738177590E1,1.522615102E0
4.297113538E1,5.027057703E0,-2.943088410E0,3.295353040E0
4.299102537E1,5.865615671E0,4.437791097E0,2.639082313E0
4.301091537E1,5.687893644E0,6.195982186E0,2.559948435E0
4.303080437E1,4.832650354E0,3.593737332E0,1.410577626E0
4.305069438E1,3.729802625E0,8.386094230E-1,7.579032290E-1
4.307058438E1,2.419999421E0,-1.980460712E0,1.522194541E0
4.309047338E1,1.166473914E0,-2.180357135E0,3.475921199E0
4.311036338E1,-8.142247796E-4,2.974420130E-2,4.664741417E0
4.313025337E1,-3.932331464E-1,2.141285455E0,5.008441923E0
4.315014238E1,-9.803044152E-1,3.675451586E0,4.481398462E0
4.317003237E1,-2.590781680E0,3.351830419E0,2.813186667E0
4.318992238E1,-3.913970037E0,1.914432784E0,-1.717490228E-1
4.320981137E1,-4.163327180E0,2.051856385E0,-2.498762001E0
4.322970138E1,-3.812771106E0,1.353022898E0,-4.058921344E0
4.324959138E1,-4.270581195E0,2.404123646E-1,-4.341549436E0
4.326948038E1,-3.609858982E0,6.229763889E-1,-8.398944072E0
4.328937038E1,-4.493311579E0,9.355778933E-1,-1.581487530E1
4.330926037E1,-7.094558898E0,-3.651966244E0,-9.105113475E0
4.332915038E1,-8.532447115E0,-1.942764298E0,-2.334537394E0
4.334903937E1,-1.283024944E1,-1.100925457E-1,-3.004445583E0
4.336892938E1,-2.000924447E1,-2.177874407E0,-1.106535978E1
4.338881938E1,-1.432916797E1,-3.729529560E0,-3.789271731E0
4.340870838E1,-7.893369248E0,-5.541926676E0,8.423632770E0
4.342859838E1,-2.813567905E0,-5.142789888E0,6.801536211E0
4.344848837E1,-1.350924625E0,-8.656130928E0,2.178448019E0
4.346837738E1,-4.132139593E-2,-1.350447784E1,-2.662443109E0
4.348826737E1,2.323579127E0,-1.418959376E1,3.225837539E0
4.350815738E1,3.648369329E0,-9.108470362E0,7.370110105E0
4.352804637E1,7.452900247E0,-3.168797951E0,6.037413883E0
4.354793638E1,6.295383682E0,1.731388037E0,-2.265068672E0
4.356782638E1,5.603883773E0,4.161027178E0,-3.085012905E-1
4.358771538E1,4.430595806E0,5.419967206E0,7.670921284E0
4.360760538E1,3.887111144E0,6.659533655E0,1.281696924E1
4.362749537E1,4.014450053E0,7.269305862E0,1.334650946E1
4.364738437E1,3.913682354E0,8.656162503E0,5.735336490E-1
4.366727437E1,6.162150196E0,1.012549471E1,2.413701385E0
4.368716438E1,8.882316433E0,8.681256414E0,6.106236781E0
4.370705438E1,9.339132494E0,7.063785587E0,2.919931974E0
4.372694338E1,6.430599375E0,2.765923038E0,-1.022208779E0
4.374683338E1,-3.293448602E0,-7.622834952E0,-2.114968073E1
4.376672337E1,-1.362960241E1,-1.775617194E1,-1.056538308E1
4.378661237E1,-1.298864700E1,-7.051163203E0,-6.401445158E0
4.380650283E1,-6.514182984E0,5.988200208E0,-9.028980389E0
4.382639283E1,8.150556690E-1,3.801046854E-1,1.488554106E1
4.384628183E1,6.118496053E0,-7.418061951E0,8.537290363E0
4.386617183E1,1.197650333E1,-9.964113894E0,-5.488008039E-1
4.388606183E1,6.999542229E0,-3.627415540E0,3.365589502E0
4.390595083E1,6.026438075E0,2.586476083E0,1.984363875E0
4.392584083E1,6.086866710E0,4.144735081E0,3.022865481E0
4.394573083E1,6.559098955E0,2.645984366E0,3.347468981E0
4.396561983E1,5.681100934E0,4.774017692E-1,4.127415043E0
4.398550983E1,3.409777495E0,-2.641576150E0,4.505188444E0
4.400539983E1,2.052007243E-1,-4.873461288E0,6.024795592E0
4.402528883E1,-1.290087269E0,-3.310495867E0,6.797330893E0
4.404517883E1,-1.645541263E0,-3.166577178E-1,6.575479345E0
4.406506883E1,-1.807577257E0,2.590685493E0,4.338129984E0
4.408495783E1,-2.107628590E0,4.073316019E0,1.199859177E0
4.410484783E1,-3.232621771E0,4.651328489E0,-2.103993668E0
4.412473783E1,-4.945950390E0,4.015835550E0,-2.533613160E0
4.414462783E1,-5.035053186E0,2.821077484E0,-2.794135854E0
4.416451683E1,-3.612172433E0,1.584964401E0,-3.668234660E0
4.418440683E1,-3.645814973E0,6.875752580E-1,-4.805338302E0
4.420429683E1,-3.814420021E0,-1.243099337E0,-1.714647107E1
4.422418583E1,-4.174381049E0,-1.585638585E0,-1.647609365E1
4.424407583E1,-6.915775017E0,-4.164310974E0,6.067851564E-1
4.426396583E1,-8.612252837E0,-1.439879193E0,-3.672903661E0
4.428385483E1,-1.405791797E1,-5.563362569E-1,-6.560153793E0
4.430374483E1,-1.788741972E1,-1.245435884E0,-8.799105291E0
4.432363483E1,-1.427339839E1,-9.671493495E-1,-4.320163245E0
4.434352383E1,-9.296684632E0,-5.985459033E0,7.286131225E0
4.436341383E1,-2.848032564E0,-4.364294520E0,8.429541382E0
4.438330383E1,-1.195037563E0,-7.461452385E0,2.885505030E0
4.440319283E1,-1.000450997E0,-1.287347790E1,-3.949847968E0
4.442308283E1,1.413712319E0,-1.434022154E1,1.991058791E-1
4.444297283E1,2.813611467E0,-1.003853959E1,6.747329013E0
4.446286183E1,6.542587588E0,-5.194563475E0,7.826805714E0
4.448275183E1,6.575265337E0,7.709319949E-2,3.388519943E-1
4.450264183E1,5.962139168E0,2.658207970E0,-3.257695802E-1
4.452253083E1,5.436445245E0,4.993501117E0,6.252370394E0
4.454242083E1,4.766313108E0,6.769850734E0,1.213522600E1
4.456231083E1,4.626925135E0,7.596661060E0,1.202699988E1
4.458219983E1,4.935329508E0,8.634073477E0,8.390731072E-1
4.460208983E1,6.915018972E0,8.859234549E0,3.235199809E0
4.462197983E1,8.516131629E0,8.150398815E0,6.179614660E0
4.464186883E1,8.272185207E0,7.325596422E0,1.908700758E0
4.466175883E1,5.453412695E0,4.538762571E0,-2.771829311E0
4.468164883E1,-2.251514826E0,-6.538779881E0,-2.110860521E1
4.470153883E1,-1.338413746E1,-1.822294114E1,-1.273858965E1
4.472142783E1,-1.383105419E1,-1.015193932E1,-4.015910980E0
4.474131783E1,-8.092410808E0,5.376310725E0,-1.060071780E1
4.476120783E1,9.707611746E-1,1.124076455E1,1.344228919E1
4.478109683E1,6.235956091E0,2.441308429E0,1.147774051E1
4.480098683E1,9.536139223E0,-7.360936409E0,2.437617521E0
4.482087621E1,9.237823636E0,-1.711219470E1,2.117241704E-1
4.484076521E1,5.559727939E0,-4.200581253E0,2.138082350E0
4.486065521E1,5.629023292E0,2.914044705E0,2.532692224E0
4.488054521E1,5.640699012E0,4.365178034E0,4.659844959E0
4.490043421E1,5.955333009E0,2.811003317E0,3.552866464E0
4.492032421E1,4.514350154E0,-6.138933241E-1,2.644689792E0
4.494021421E1,1.838914532E0,-4.014859650E0,3.697109088E0
4.496010321E1,-1.198342701E0,-4.956742011E0,6.028996232E0
4.497999321E1,-2.291135121E0,-2.395929358E0,6.653615688E0
4.499988321E1,-2.179243825E0,1.167895373E0,5.688873053E0
4.501977221E1,-2.134943565E0,3.853896328E0,3.266570413E0
4.503966221E1,-2.279107836E0,5.855597636E0,-1.827713898E0
4.505955221E1,-3.493199721E0,5.211051453E0,-2.280101863E0
4.507944121E1,-4.964255099E0,3.346083775E0,-1.440898363E0
4.509933121E1,-4.270574763E0,1.330913991E0,-2.937880003E0
4.511922121E1,-4.501567263E0,-7.001397550E-2,-4.711956222E0
4.513911021E1,-4.749728650E0,-1.518920100E0,-1.920658431E1
4.515900021E1,-2.573621856E0,-2.261451584E-1,-1.242578584E1
4.517889021E1,-7.070123969E0,-3.382905446E0,3.886881056E0
4.519877921E1,-1.029127263E1,-9.814288348E-1,-1.379586799E0
4.521866921E1,-1.538660183E1,2.382331073E-2,-1.297236601E1
4.523855921E1,-1.868094184E1,-2.181769822E0,-8.738366169E0
4.525844821E1,-1.338206053E1,-2.767144521E0,-3.243456954E0
4.527833821E1,-8.973305540E0,-5.963648334E0,6.741429757E0
4.529822821E1,-3.506440741E0,-4.901291696E0,7.615730585E0
4.531811821E1,-1.827320673E0,-7.079765443E0,3.363654073E0
4.533800721E1,-1.326108749E0,-1.118015933E1,-2.169698246E0
4.535789721E1,4.778055194E-1,-1.357590860E1,3.052392751E-3
4.537778721E1,2.469415118E0,-1.002138269E1,7.455677090E0
4.539767621E1,5.628129838E0,-6.248759154E0,7.566445574E0
4.541756621E1,7.546063349E0,2.104091316E-1,-1.272609942E-1
4.543745621E1,5.694817917E0,2.629848974E0,1.316334689E0
4.545734521E1,5.759398659E0,5.389392700E0,6.375984042E0
4.547723521E1,5.260102576E0,7.163288825E0,1.166082736E1
4.549712521E1,5.125240640E0,8.210523979E0,1.166769433E1
4.551701421E1,4.555915086E0,8.948698118E0,1.753174177E0
4.553690421E1,6.848892810E0,9.664510750E0,1.250905077E0
4.555679421E1,9.656053337E0,9.441031922E0,6.002413620E0
4.557668321E1,1.060112828E1,8.022719014E0,2.826903065E0
4.559657321E1,6.382575023E0,3.062976211E0,1.305481526E-1
4.561646321E1,-3.404958220E0,-6.093294554E0,-1.549236393E1
4.563635221E1,-1.691511312E1,-1.913176919E1,-1.512178378E1
4.565624221E1,-1.582192470E1,-1.033312817E1,-5.976884676E0
4.567613221E1,-9.427882118E0,5.315084530E0,-6.799348183E0
4.569602121E1,-7.687509835E-2,5.063044392E0,1.441791701E1
4.571591121E1,6.086879573E0,-3.790637641E0,7.621625748E0
4.573580121E1,1.151196660E1,-1.074512883E1,-2.087921280E0
4.575569021E1,8.212467009E0,-5.869928577E0,3.328215269E0
4.577558021E1,6.755550783E0,1.043948434E0,1.933681233E0
4.579547021E1,6.707536372E0,2.903561817E0,2.456041074E0
4.581535946E1,7.072267558E0,1.698181699E0,2.909838803E0
4.583524946E1,7.047734980E0,5.952009451E-1,2.765948181E0
4.585513946E1,4.918970168E0,-1.782330734E0,2.695941807E0
4.587502846E1,1.978311861E0,-3.518601195E0,4.163550836E0
4.589491846E1,-3.233030784E-1,-2.531926239E0,5.654871494E0
4.591480846E1,-8.767549038E-2,4.706382948E-1,5.970140498E0
4.593469746E1,-9.664397898E-1,2.302432964E0,5.690905545E0
4.595458746E1,-2.219496935E0,3.195575275E0,4.108194661E0
4.597447746E1,-4.011698645E0,2.286283540E0,6.962741607E-1
4.599436646E1,-5.478790780E0,2.282300416E0,-1.837143118E0
4.601425646E1,-4.043703380E0,4.127934276E0,-4.258618376E0
4.603414646E1,-3.933515233E0,2.157964053E0,-4.646532603E0
4.605403546E1,-3.949239857E0,1.099398165E0,-5.251408351E0
4.607392546E1,-4.047281876E0,8.266565448E-1,-8.545139666E0
4.609381546E1,-6.346124650E0,-5.886029470E-1,-1.349387684E1
4.611370446E1,-8.260926393E0,-4.407092630E0,-9.650752251E0
4.613359446E1,-1.100412072E1,-3.063006032E0,-3.474537163E0
4.615348446E1,-1.494652050E1,5.756519490E-1,-8.362078546E0
4.617337346E1,-1.486447237E1,-1.800486338E-1,-9.050177715E0
4.619326346E1,-1.224177513E1,-4.167317612E0,3.383419709E-1
4.621315346E1,-8.328720181E0,-5.603898391E0,9.351818029E0
4.623304246E1,-4.247570647E0,-5.882160952E0,4.722104357E0
4.625293246E1,-3.598595198E0,-9.414477376E0,8.861174655E-1
4.627282246E1,-2.341698187E0,-1.286609989E1,-2.957184877E0
4.629271146E1,8.500418991E-1,-1.258125745E1,3.113991998E0
4.631260146E1,3.109324166E0,-8.288498354E0,9.372896072E0
4.633249146E1,6.763896514E0,-4.881907007E0,6.562427191E0
4.635238046E1,7.103838429E0,6.998789692E-1,-1.615755400E0
4.637227046E1,6.526270348E0,2.638233882E0,7.102216704E-1
4.639216046E1,6.104863270E0,5.069040127E0,7.389705294E0
4.641204946E1,5.752586653E0,6.767256909E0,1.342609241E1
4.643193946E1,5.691955705E0,7.254179699E0,1.312130278E1
4.645182946E1,4.596143053E0,8.561125368E0,-2.973584563E0
4.647171846E1,8.040005722E0,9.970230081E0,3.104809531E0
4.649160846E1,9.751793892E0,9.636408446E0,6.480493666E0
4.651149846E1,9.209479258E0,7.913808190E0,2.996526698E0
4.653138746E1,4.879183666E0,3.513173810E0,-2.019721842E-1
4.655127746E1,-4.174480159E0,-7.738268344E0,-2.232090843E1
4.657116746E1,-1.529945376E1,-2.005931301E1,-9.975396681E0
4.659105646E1,-1.540645898E1,-9.087192344E0,-8.649882009E0
4.661094646E1,-5.510820658E0,7.429723638E0,-2.270544004E0
4.663083646E1,3.511350063E0,9.127908261E0,1.434413450E1
4.665072646E1,8.191544502E0,1.690845197E-1,7.080294031E0
4.667061546E1,1.075252439E1,-1.071680491E1,2.755910851E0
4.669050546E1,8.757519894E0,-1.702077348E1,7.297148256E-1
4.671039546E1,5.350526842E0,-4.812844958E0,5.785423008E-1
4.673028446E1,5.646059740E0,2.623207122E0,9.893395329E-1
4.675017446E1,5.168334035E0,4.511635584E0,1.258227253E0
4.677006346E1,4.503069705E0,3.319236284E0,2.307320652E0
4.678995346E1,2.483669752E0,-6.323377812E-1,2.515503164E0
4.680984346E1,2.523365915E-3,-3.470946972E0,4.858604098E0
4.682973246E1,-6.082288340E-1,-2.547716060E0,5.281443159E0
4.684962246E1,-2.444326177E-1,8.293117654E-1,4.968290847E0
4.686951246E1,-1.353623115E0,3.358840061E0,5.111440042E0
4.688940146E1,-1.811161015E0,5.059232592E0,4.450019379E0
4.690929146E1,-2.403831870E0,5.376820017E0,2.550023956E0
4.692918146E1,-3.191078474E0,4.353166684E0,-5.121699712E-1
4.694907146E1,-2.895810455E0,3.436674103E0,-2.563288949E0
4.696896046E1,-3.039936427E0,1.293663134E0,-2.883942654E0
4.698885046E1,-3.434682833E0,6.228296238E-1,-2.939789411E0
4.700874046E1,-3.880226925E0,6.561552447E-1,-3.730953649E0
4.702862946E1,-5.994040407E0,-1.061832143E0,-4.114265532E0
4.704851946E1,-8.085225749E0,-4.261779966E0,-1.337396097E1
4.706840946E1,-9.040424559E0,-7.218315802E0,-1.825325895E1
4.708829846E1,-1.155971496E1,-2.052959170E0,1.663566767E0
4.710818846E1,-1.617602039E1,-3.161165580E0,-7.102564906E0
